T,L1,L2,L3
7151,0, 0, 0
7287,360, 254, 269
7406,495, 474, 503
7520,614, 586, 623
7638,673, 643, 689
7752,707, 668, 726
7870,722, 686, 747
7984,730, 694, 756
8102,735, 694, 760
8216,744, 695, 760
8335,743, 697, 763
8449,742, 699, 764
8567,741, 700, 757
8681,736, 701, 754
8800,732, 701, 753
8914,730, 703, 753
9032,731, 702, 757
9146,730, 701, 768
9264,736, 700, 769
9378,738, 698, 769
9495,737, 701, 770
9609,735, 700, 764
9726,736, 701, 768
9840,735, 702, 763
9957,732, 704, 764
10071,734, 703, 761
10189,734, 707, 759
10304,735, 706, 756
10420,739, 701, 756
10535,735, 700, 760
10650,737, 699, 767
10765,742, 698, 773
10882,740, 699, 770
10997,736, 701, 763
11113,733, 702, 761
11228,733, 701, 759
11344,735, 703, 760
11461,731, 704, 761
11587,733, 704, 752
11717,731, 703, 754
11847,732, 705, 759
11984,737, 699, 768
12215,732, 705, 768
12445,730, 699, 762
12646,734, 702, 763
12838,736, 700, 758
13040,730, 700, 755
13233,731, 702, 760
13387,733, 703, 767
13519,738, 703, 765
13651,742, 705, 756
13783,739, 714, 749
13914,739, 720, 744
14049,737, 726, 744
14181,737, 732, 737
14313,735, 739, 740
14444,730, 738, 737
14586,729, 733, 733
14717,724, 726, 729
14859,710, 709, 716
14990,678, 677, 691
15122,648, 646, 642
15254,615, 615, 606
15386,582, 583, 582
15517,563, 562, 559
15649,546, 539, 540
15781,519, 517, 516
15912,492, 485, 480
16044,468, 464, 457
16176,447, 441, 431
16307,417, 410, 401
16439,379, 367, 371
16571,345, 332, 339
16703,302, 291, 281
16834,253, 244, 229
16966,206, 205, 191
17098,180, 168, 156
17229,156, 142, 133
17372,127, 121, 112
17499,110, 100, 89
17635,93, 86, 73
17762,75, 66, 55
17889,0, 0, 42
18020,0, 0, 35
18156,0, 0, 30
18300,0, 0, 29
18431,0, 0, 27
18574,0, 0, 28
18717,0, 0, 27
18858,0, 0, 27
18984,0, 0, 27
19126,0, 0, 28
19272,0, 0, 27
19412,0, 0, 28
19552,0, 0, 27
19679,0, 0, 28
19820,0, 4, 28
19956,0, 0, 27
20105,0, 0, 27
20245,0, 0, 5
20379,0, 0, 16
20525,0, 0, 23
20662,0, 0, 24
20798,0, 0, 27
20939,0, 0, 26
21073,0, 0, 27
21218,0, 5, 28
21355,0, 0, 30
21484,0, 0, 28
21622,0, 0, 29
21772,0, 0, 31
21908,0, 0, 32
22038,0, 0, 30
22175,0, 0, 31
