T,yaw,pitch,roll
37158,-2.91, 0.10, 0.09
37394,-2.92, 0.02, 0.05
37595,-2.94, -0.00, 0.13
37791,-2.95, 0.03, 0.11
37990,-2.96, -0.07, -0.09
38186,-2.97, -0.14, -0.16
38418,-2.98, -0.07, -0.01
38610,-3.00, 0.05, 0.11
38803,-3.01, 0.03, 0.10
38978,-3.02, 0.01, 0.04
39143,-3.04, 0.02, -0.01
39275,-3.05, 0.03, 0.03
39421,-3.07, 0.03, 0.12
39556,-3.09, -0.01, 0.13
39688,-3.13, -0.03, 0.05
39822,3.11, -0.04, -0.01
39951,3.06, -0.03, -0.02
40083,3.02, -0.03, 0.03
40218,2.97, -0.06, 0.11
40346,2.93, -0.08, 0.11
40478,2.90, -0.08, 0.07
40610,2.88, -0.06, 0.01
40742,2.87, -0.04, 0.04
