T,pci,rci
7778,0.00,0.00
7892,0.00,0.00
8010,0.00,0.00
8124,0.00,0.00
8242,0.00,0.00
8356,0.00,0.00
8474,0.00,0.00
8588,0.00,0.00
8706,0.00,0.00
8824,0.00,0.00
8938,0.00,0.00
9056,0.00,0.00
9170,0.00,0.00
9288,0.00,0.00
9402,0.00,0.00
9520,0.00,0.00
9634,0.00,0.00
9752,0.00,0.00
9866,0.00,0.00
9984,0.00,0.00
10098,0.00,0.00
10217,0.00,0.00
10332,0.00,0.00
10448,0.00,0.00
10563,0.00,0.00
10679,0.00,0.00
10794,0.00,0.00
10910,0.00,0.00
11025,0.00,0.00
11141,0.00,0.00
11274,0.00,0.00
11405,0.00,0.00
11535,0.00,0.00
11657,0.00,0.00
11801,0.00,0.00
11934,0.00,0.00
12071,0.00,0.00
12204,0.00,0.00
12335,0.00,0.00
12462,0.00,0.00
12595,0.00,0.00
12725,0.00,0.00
12856,0.00,0.00
12986,0.00,0.00
13108,0.00,0.00
13238,0.00,0.00
13369,0.00,0.00
13499,0.00,0.00
13629,0.00,0.00
13759,0.00,0.00
13889,0.00,0.00
14019,0.00,0.00
14150,0.00,0.00
14280,0.00,0.00
14413,0.00,0.00
14543,0.00,0.00
14673,0.00,0.00
14800,0.00,0.00
14934,0.00,0.00
15056,0.00,0.00
15186,0.00,0.00
15317,0.00,0.00
15447,0.00,0.00
15577,0.00,0.00
15707,0.00,0.00
15837,0.00,0.00
15967,0.00,0.00
16097,0.00,0.00
16227,0.00,0.00
16361,0.00,0.00
16491,0.00,0.00
16624,0.00,0.00
16754,0.00,0.00
16884,0.00,0.00
17011,0.00,0.00
17145,0.00,0.00
17267,0.00,0.00
17409,0.00,0.00
17531,0.00,0.00
17668,0.00,0.00
17794,0.00,0.00
17938,0.00,0.00
18069,0.00,0.00
18191,0.00,0.00
18321,0.00,0.00
18454,0.00,0.00
18599,0.00,0.00
18729,0.00,0.00
18865,0.00,0.00
18998,0.00,0.00
19128,0.00,0.00
19258,0.00,0.00
19389,0.00,0.00
19511,0.00,0.00
19641,0.00,0.00
19771,0.00,0.00
19902,0.00,0.00
20032,0.00,0.00
20165,0.00,0.00
20298,0.00,0.00
20425,0.00,0.00
20555,0.00,0.00
20685,0.00,0.00
20815,0.00,0.00
20949,0.00,0.00
21082,0.00,0.00
21212,0.00,0.00
21342,0.00,0.00
21475,0.00,0.00
21609,0.00,0.00
21740,0.00,0.00
21869,0.00,0.00
21999,0.00,0.00
22130,0.00,0.00
22262,0.00,0.00
22392,0.00,0.00
22523,0.00,0.00
22645,0.00,0.00
22775,0.00,0.00
22908,0.00,0.00
23039,0.00,0.00
23173,0.00,0.00
23317,0.00,0.00
23447,0.00,0.00
23576,0.00,0.00
23699,0.00,0.00
23832,0.00,0.00
23962,0.00,0.00
24092,0.00,0.00
24222,0.00,0.00
24352,0.00,0.00
24483,0.00,0.00
24616,0.00,0.00
24743,0.00,0.00
24876,0.00,0.00
25006,0.00,0.00
25136,0.00,0.00
25266,0.00,0.00
25393,0.00,0.00
25533,0.00,0.00
25666,0.00,0.00
25796,0.00,0.00
25926,0.00,0.00
26053,0.00,0.00
26187,0.00,0.00
26309,0.00,0.00
26451,0.00,0.00
26573,0.00,0.00
26703,0.00,0.00
26833,0.00,0.00
26966,0.00,0.00
27113,0.00,0.00
27244,0.00,0.00
27374,0.00,0.00
27496,0.00,0.00
27626,0.00,0.00
27759,0.00,0.00
27890,0.00,0.00
28024,0.00,0.00
28168,0.00,0.00
28298,0.00,0.00
28420,0.00,0.00
28550,0.00,0.00
28683,0.00,0.00
28828,0.00,0.00
28958,0.00,0.00
29094,0.00,0.00
29277,0.00,0.00
29475,0.00,0.00
29727,0.00,0.00
29926,0.00,0.00
30136,0.00,0.00
30323,0.00,0.00
30455,0.00,0.00
30586,0.00,0.00
30721,0.00,0.00
30849,0.00,0.00
30984,0.00,0.00
31115,0.00,0.00
31247,0.00,0.00
31378,0.00,0.00
31510,0.00,0.00
31641,0.00,0.00
31773,0.00,0.00
31908,0.00,0.00
32039,0.00,0.00
32171,0.00,0.00
32302,0.00,0.00
32438,0.00,0.00
32565,0.00,0.00
32697,0.00,0.00
32831,0.00,0.00
32963,0.00,0.00
33095,0.00,0.00
33223,0.00,0.00
33359,0.00,0.00
33489,0.00,0.00
33621,0.00,0.00
33754,0.00,0.00
33891,0.00,0.00
34022,0.00,0.00
34154,0.00,0.00
34285,0.00,0.00
34420,0.00,0.00
34553,0.00,0.00
34680,0.00,0.00
34812,0.00,0.00
34943,0.00,0.00
35075,0.00,0.00
35211,0.00,0.00
35338,0.00,0.00
35470,0.00,0.00
35604,0.00,0.00
