T,a1,a2,a3
6763,2883, 2715, 2913
6891,2889, 2896, 2874
7010,2850, 2817, 2659
7124,2851, 2781, 2896
7243,2845, 2860, 2945
7357,2884, 2777, 2901
7476,2825, 2834, 2833
7590,2884, 2841, 2903
7709,2879, 2722, 2886
7823,2832, 2917, 2928
7942,2835, 2791, 2923
8056,2859, 2753, 2878
8175,2925, 2841, 2881
8290,2870, 2826, 2831
8406,2881, 2814, 2839
8521,2891, 2838, 2883
8637,2937, 2858, 2829
8752,2913, 2817, 2934
8868,2890, 2795, 2880
8983,2929, 2704, 2951
9099,2864, 2817, 2831
9214,2877, 2835, 2798
9330,2867, 2747, 2947
9445,2880, 2752, 2905
9561,2927, 2747, 2873
9676,2896, 2832, 2848
9792,2910, 2847, 2895
9907,2910, 2858, 2878
10023,2883, 2902, 2907
10138,2922, 2823, 2914
10264,2878, 2896, 2863
10395,2894, 2802, 2799
10525,2893, 2789, 2922
10655,2897, 2802, 2829
10785,2859, 2865, 2943
10916,2960, 2702, 2881
11049,2928, 2767, 2909
11179,2887, 2795, 2967
11313,2928, 2765, 2916
11443,2894, 2877, 2907
11573,2913, 2857, 2836
11704,2937, 2770, 2869
11834,2898, 2832, 2921
11964,2915, 2826, 2869
12094,2869, 2834, 2899
12225,2912, 2791, 2864
12355,2915, 2739, 2955
12481,3280, 2783, 2839
12611,2891, 2915, 2855
12742,2896, 2895, 2890
12872,2883, 2901, 2855
13002,2887, 2825, 2896
13136,293, 2793, 2866
13308,2937, 2762, 2885
13564,2917, 2896, 2859
13771,2899, 2819, 2853
13915,2795, 2794, 2844
14043,2658, 2925, 2891
14178,2698, 2808, 2990
14313,2646, 2908, 2945
14445,2679, 2822, 2947
14576,2677, 2837, 3013
14708,2682, 2864, 2929
14849,2672, 2763, 3009
14998,2704, 2723, 2910
15130,2666, 2815, 2992
15265,2685, 2864, 2926
15396,2685, 2816, 3031
15528,2750, 2781, 2947
15660,2671, 2731, 2965
15791,2691, 2840, 2896
15923,2641, 2758, 3005
16055,2669, 2853, 2981
16187,2640, 2718, 2880
16318,2666, 2781, 2896
16450,2430, 2781, 2966
16584,2702, 2803, 2991
16716,2642, 3108, 2882
16847,2640, 2799, 2885
16985,2634, 2815, 2975
17116,2702, 2807, 2939
17252,2787, 2832, 2864
17398,2781, 2782, 2884
17542,2685, 2697, 2831
17670,2619, 2720, 2910
17810,2405, 2705, 2918
17948,2324, 2704, 3143
18100,2416, 2587, 2960
18224,2527, 2814, 2971
18364,2294, 2753, 2977
18510,2351, 2822, 2896
18661,2297, 2839, 2931
18793,2354, 2782, 2992
18925,2331, 2783, 2971
19061,2432, 2639, 2978
19197,2352, 2662, 2916
19325,2339, 2667, 3030
19468,2389, 2623, 3033
19604,2322, 2834, 2947
19754,2375, 2747, 2875
19895,2341, 2706, 2973
20037,2312, 2618, 3014
20187,2374, 2673, 3130
20316,2283, 2646, 3008
20459,2443, 2768, 3024
20608,2305, 2658, 2976
20744,2320, 2770, 2944
20875,2391, 2731, 2926
21014,2315, 2690, 3022
21151,2410, 2674, 3036
21290,2319, 2715, 2957
21421,2371, 2831, 2951
21566,2490, 2709, 3024
21708,2310, 2801, 2891
21847,2339, 2765, 2928
21994,2304, 2717, 3069
22126,2297, 2699, 2907
22265,2349, 2673, 2964
22401,2297, 2656, 2978
22555,2322, 2661, 2961
22692,2400, 2627, 2992
22838,2403, 2715, 2937
