T,pwm1,pwm2,pwm3
6982,2025,1975,2000
7096,2025,1975,2000
7215,2025,1975,2000
7329,2025,1975,2000
7447,2025,1975,2000
7561,2025,1975,2000
7679,2025,1975,2000
7793,2025,1975,2000
7911,2025,1975,2000
8025,2025,1975,2000
8143,2025,1975,2000
8257,2025,1975,2000
8375,2025,1975,2000
8489,2025,1975,2000
8607,2025,1975,2000
8725,2025,1975,2000
8839,2025,1975,2000
8957,2025,1975,2000
9071,2025,1975,2000
9189,2025,1975,2000
9303,2025,1975,2000
9421,2025,1975,2000
9535,2025,1975,2000
9652,2025,1975,2000
9766,2025,1975,2000
9883,2025,1975,2000
9997,2025,1975,2000
10114,2025,1975,2000
10229,2025,1975,2000
10345,2025,1975,2000
10459,2025,1975,2000
10576,2025,1975,2000
10709,2025,1975,2000
10845,2025,1975,2000
10978,2025,1975,2000
11108,2025,1975,2000
11239,2025,1975,2000
11369,2025,1975,2000
11492,2025,1975,2000
11622,2025,1975,2000
11766,2025,1975,2000
11899,2025,1975,2000
12032,2025,1975,2000
12166,2025,1975,2000
12296,2025,1975,2000
12429,2025,1975,2000
12566,2025,1975,2000
12699,2025,1975,2000
12829,2025,1975,2000
12963,2025,1975,2000
13093,2025,1975,2000
13223,2025,1975,2000
13356,2025,1975,2000
13483,2025,1975,2000
13617,2025,1975,2000
13747,2025,1975,2000
13878,2025,1975,2000
14007,2025,1975,2000
14130,2025,1975,2000
14260,2025,1975,2000
14391,2025,1975,2000
14524,2025,1975,2000
14668,2025,1975,2000
14791,2025,1975,2000
14921,2025,1975,2000
15051,2025,1975,2000
15181,2025,1975,2000
15311,2025,1975,2000
15438,2025,1975,2000
15565,2025,1975,2000
15695,2025,1975,2000
15829,2025,1975,2000
15956,2025,1975,2000
16090,2025,1975,2000
16220,2025,1975,2000
16353,2025,1975,2000
16475,2025,1975,2000
16606,2025,1975,2000
16736,2025,1975,2000
16866,2025,1975,2000
16996,2025,1975,2000
17131,2025,1975,2000
17263,2025,1975,2000
17396,2025,1975,2000
17541,2025,1975,2000
17663,2025,1975,2000
17804,2025,1975,2000
17926,2025,1975,2000
18057,2025,1975,2000
18187,2025,1975,2000
18317,2025,1975,2000
18447,2025,1975,2000
18577,2025,1975,2000
18708,2025,1975,2000
18838,2025,1975,2000
18968,2025,1975,2000
19098,2025,1975,2000
19228,2025,1975,2000
19359,2025,1975,2000
19492,2025,1975,2000
19622,2025,1975,2000
19752,2025,1975,2000
19883,2025,1975,2000
20005,2025,1975,2000
20135,2025,1975,2000
20266,2025,1975,2000
20396,2025,1975,2000
20526,2025,1975,2000
20656,2025,1975,2000
20786,2025,1975,2000
20917,2025,1975,2000
21050,2025,1975,2000
21177,2025,1975,2000
21307,2025,1975,2000
21437,2025,1975,2000
21571,2025,1975,2000
21701,2025,1975,2000
21832,2025,1975,2000
21962,2025,1975,2000
22084,2025,1975,2000
22214,2025,1975,2000
22345,2025,1975,2000
22478,2025,1975,2000
22605,2025,1975,2000
22735,2025,1975,2000
22865,2025,1975,2000
22996,2025,1975,2000
23126,2025,1975,2000
23256,2025,1975,2000
23386,2025,1975,2000
23516,2025,1975,2000
23650,2025,1975,2000
23777,2025,1975,2000
23910,2025,1975,2000
24041,2025,1975,2000
24163,2025,1975,2000
24293,2025,1975,2000
24423,2025,1975,2000
24554,2025,1975,2000
24684,2025,1975,2000
24814,2025,1975,2000
24940,2025,1975,2000
25067,2025,1975,2000
25201,2025,1975,2000
25328,2025,1975,2000
25462,2025,1975,2000
25595,2025,1975,2000
25725,2025,1975,2000
25861,2025,1975,2000
25994,2025,1975,2000
26124,2025,1975,2000
26261,2025,1975,2000
26391,2025,1975,2000
26521,2025,1975,2000
26654,2025,1975,2000
26785,2025,1975,2000
26918,2025,1975,2000
27048,2025,1975,2000
27181,2025,1975,2000
27311,2025,1975,2000
27442,2025,1975,2000
27572,2025,1975,2000
27695,2025,1975,2000
27832,2025,1975,2000
27955,2025,1975,2000
28085,2025,1975,2000
28300,2025,1975,2000
28485,2025,1975,2000
28686,2025,1975,2000
28884,2025,1975,2000
29035,1982,1825,2093
29164,1982,1825,2093
29295,1982,1825,2093
29427,1982,1825,2093
29559,1982,1825,2093
29690,1982,1825,2093
29822,1982,1825,2093
29956,1982,1825,2093
30088,1982,1825,2093
30219,1982,1825,2093
30351,1982,1825,2093
30483,1982,1825,2093
30614,1982,1825,2093
30746,1982,1825,2093
30880,1982,1825,2093
31012,1982,1825,2093
31143,1982,1825,2093
31272,1982,1825,2093
31403,1982,1825,2093
31538,1982,1825,2093
31670,1982,1825,2093
31801,1982,1825,2093
31933,1982,1825,2093
32064,1982,1825,2093
32196,1982,1825,2093
32328,1982,1825,2093
32462,1982,1825,2093
32594,1982,1825,2093
32725,1982,1825,2093
32857,1982,1825,2093
32989,1982,1825,2093
33120,1982,1825,2093
33252,1982,1825,2093
33383,1982,1825,2093
33521,1982,1825,2093
33653,1982,1825,2093
33785,1982,1825,2093
33916,1982,1825,2093
34048,1982,1825,2093
34182,1982,1825,2093
34314,1982,1825,2093
34446,1982,1825,2093
34577,1982,1825,2093
34709,1982,1825,2093
34840,1982,1825,2093
34972,1982,1825,2093
35103,1982,1825,2093
35235,1982,1825,2093
35366,1982,1825,2093
35501,1982,1825,2093
35632,1982,1825,2093
35764,1982,1825,2093
35900,1982,1825,2093
36030,1982,1825,2093
36162,1982,1825,2093
36293,1982,1825,2093
36425,1982,1825,2093
36556,1982,1825,2093
36691,1982,1825,2093
36822,1982,1825,2093
36954,1982,1825,2093
37085,1982,1825,2093
37217,1982,1825,2093
37348,1982,1825,2093
37480,1982,1825,2093
37611,1982,1825,2093
37749,1982,1825,2093
37880,1982,1825,2093
38012,1982,1825,2093
38143,1982,1825,2093
38275,1982,1825,2093
38406,1982,1825,2093
38541,1982,1825,2093
38676,1982,1825,2093
38807,1982,1825,2093
38939,1982,1825,2093
39070,1982,1825,2093
39202,1982,1825,2093
39330,1982,1825,2093
39461,1982,1825,2093
39596,1982,1825,2093
39724,1982,1825,2093
39856,1982,1825,2093
39987,1982,1825,2093
40119,1982,1825,2093
40250,1982,1825,2093
40382,1982,1825,2093
40517,1982,1825,2093
40648,1982,1825,2093
40780,1982,1825,2093
40911,1982,1825,2093
41046,1982,1825,2093
41174,1982,1825,2093
41310,1982,1825,2093
41440,1982,1825,2093
41572,1982,1825,2093
41703,1982,1825,2093
41838,1982,1825,2093
41969,1982,1825,2093
42101,1982,1825,2093
42232,1982,1825,2093
42363,1982,1825,2093
42495,1982,1825,2093
42626,1982,1825,2093
42757,1982,1825,2093
42889,1982,1825,2093
43020,1982,1825,2093
43205,1982,1825,2093
43432,1982,1825,2093
43664,1982,1825,2093
43811,1995,1886,2057
43941,1995,1886,2057
44073,1995,1886,2057
44204,1995,1886,2057
44336,1995,1886,2057
44471,1995,1886,2057
44602,1995,1886,2057
44734,1995,1886,2057
44865,1995,1886,2057
45002,1995,1886,2057
45133,1995,1886,2057
45265,1995,1886,2057
45396,1995,1886,2057
45530,1995,1886,2057
45662,1995,1886,2057
45796,1995,1886,2057
45934,1995,1886,2057
46066,1995,1886,2057
46196,2425,2375,2400
46335,2425,2375,2400
46476,2425,2375,2400
46603,2425,2375,2400
46749,2425,2375,2400
46889,2425,2375,2400
47020,2425,2375,2400
47163,2425,2375,2400
47292,2425,2375,2400
47426,2425,2375,2400
47574,2425,2375,2400
47709,2425,2375,2400
47843,2425,2375,2400
47977,2425,2375,2400
48106,2425,2375,2400
48240,2425,2375,2400
48374,2425,2375,2400
48503,2425,2375,2400
48637,2425,2375,2400
48775,2425,2375,2400
48910,2425,2375,2400
49044,2425,2375,2400
49178,2425,2375,2400
49307,2425,2375,2400
49452,2425,2375,2400
49583,2425,2375,2400
49715,2425,2375,2400
49852,2425,2375,2400
49992,2425,2375,2400
50124,2425,2375,2400
50258,2425,2375,2400
50387,2425,2375,2400
50518,2425,2375,2400
50652,2425,2375,2400
50786,2425,2375,2400
50915,2425,2375,2400
51051,2425,2375,2400
51201,2425,2375,2400
51336,2425,2375,2400
51476,2425,2375,2400
51607,2425,2375,2400
51739,2425,2375,2400
51873,2425,2375,2400
52007,2425,2375,2400
52136,2425,2375,2400
52270,2425,2375,2400
52401,2425,2375,2400
52530,2425,2375,2400
52659,2425,2375,2400
52788,2425,2375,2400
52924,2425,2375,2400
53058,2425,2375,2400
