T,a1,a2,a3
6607,2414,2806,3067
6637,2369,2718,3279
6670,2389,2779,3040
6703,2390,2739,3083
6736,2529,3128,3303
6769,2559,3152,2896
6802,2677,2764,2887
6835,2779,3001,2869
6868,2831,2763,2928
6901,2918,2870,2858
6934,2831,2800,2842
6967,2890,2802,2832
7000,2843,2834,2854
7033,2829,2755,2867
7066,2883,2810,2851
7099,2841,2854,2900
7132,2854,2886,2864
7165,2880,2871,2860
7198,2896,2749,2897
7231,2914,2864,2818
7264,2896,2799,2896
7297,2878,2797,2851
7330,2859,2864,2864
7363,2839,2871,2831
7396,2889,2816,2865
7429,2863,2749,2842
7462,2854,2883,2814
7495,2859,2770,2857
7528,2816,2881,2848
7561,2845,2770,2864
7594,2890,2786,2882
7627,2871,2849,2896
7660,2857,2876,2819
7693,2848,2841,2896
7726,2800,2798,2817
7759,2891,2755,2864
7792,2801,2893,2905
7825,2926,2829,2811
7858,2881,2789,2848
7891,2835,2880,2830
7924,2896,2774,2901
7957,2834,2912,2774
7990,2815,2839,2890
8023,2832,2855,2651
8056,2847,2768,2800
8089,2918,2864,2870
8122,2893,2851,2889
8155,2871,2815,2880
8188,2891,2841,2960
8221,2867,2768,2880
8254,2865,2794,2897
8287,2874,2831,2843
8320,2877,2766,2858
8353,2884,2769,2843
8386,2867,2865,2844
8419,2897,2809,2813
8452,2881,2783,2992
8485,2832,2831,2878
8518,2842,2894,2862
8551,2896,2882,2874
8584,2871,2774,2871
8617,2906,2787,2795
8650,2925,2779,2828
8683,2902,2893,2911
8716,2893,2923,2851
8749,2893,2778,2875
8782,2864,2803,2781
8815,2896,2767,2803
8848,2864,2921,2801
8881,2873,2880,2806
8914,2878,2902,2780
8947,2899,2821,2928
8980,2864,2866,2811
9013,2928,2775,2902
9046,2857,2896,2806
9079,2898,2873,2672
9112,2895,2832,2894
9145,2870,2853,2855
9178,2928,2858,2896
9211,2736,2750,2881
9244,2891,2797,2871
9277,2895,2748,2903
9310,2839,2854,2891
9343,2853,2882,2960
9376,2869,2879,2791
9409,2893,2848,2866
9442,2847,2735,2896
9475,2853,2795,2854
9508,2932,2839,2846
9541,2882,2858,2827
9574,2901,2745,2893
9607,2873,2773,2867
9640,2925,2759,2896
9673,2896,2767,2816
9706,2923,2782,2911
9739,2869,2864,2887
9772,2865,2837,2838
9805,2917,2803,2820
9838,2885,2831,2819
9871,2924,2861,2885
9904,2869,2837,2898
9937,2977,2804,2785
9970,2863,2782,2857
10003,2917,2835,2777
10036,2895,2891,2833
10069,2887,2803,2871
10102,2882,2852,2897
10135,2896,2907,2815
10168,2871,2851,2828
10201,2897,2749,2907
10234,2912,2912,2868
10267,2918,2805,2920
10300,2880,2860,2813
10333,2865,2818,2845
10366,2896,2811,2851
10399,2848,2798,2883
10432,2836,2777,2845
10465,2885,2866,2791
10498,2927,2827,2841
10531,2885,2897,2837
10564,2849,2845,2833
10597,2899,2834,2693
10630,2897,2704,2906
10663,2898,2833,2921
10696,2845,2847,2883
10729,2847,2883,2886
10762,2864,2812,2915
10795,2847,2736,2883
10828,2875,2928,2939
10861,2896,2889,2866
10894,2880,2894,2873
10927,2864,2931,2797
10960,2894,2837,2851
10993,2837,2849,2811
11026,2878,2813,2904
11059,2896,2832,2886
11092,2889,2875,2847
11125,2909,2864,2663
11158,2864,2873,2871
11191,2928,2787,2886
11224,2896,2812,2806
11257,2881,2770,2854
11290,2897,2891,2845
11323,2893,2800,2834
11356,2921,2758,2831
11389,2882,2743,2891
11422,2881,2822,2821
11455,2874,2893,2933
11488,2921,2874,2863
11521,2889,2807,2806
11554,2860,2880,2864
11587,2986,2790,2928
11620,2906,2800,2866
11653,2898,2851,2867
11686,2871,2857,2863
11719,2875,2800,2866
11752,2903,2758,2815
11785,2877,2832,2846
11818,2870,2762,2829
11851,2883,2864,2893
11884,2871,2803,2768
11917,2882,2758,2903
11950,2915,2800,2902
11983,2975,2886,2869
12016,2863,2881,2854
12049,2811,2815,2847
12082,3039,2753,2877
12115,2911,2770,2860
12148,2891,2882,2846
12181,2877,2935,2846
12214,2833,2878,2815
12247,2878,2686,2847
12280,2881,2836,2875
12313,2865,2890,2770
12346,2862,2871,2850
12379,2874,2910,2886
12412,2896,2847,2811
12445,2928,2770,2832
12478,2879,2768,2821
12511,2859,2965,2876
12544,2883,2749,2914
12577,2928,2782,2849
12610,2814,3030,2926
12643,2867,2869,2810
12676,2925,2785,2897
12709,2689,2771,2868
12742,2903,2881,2822
12775,2867,2896,2807
12808,2928,2819,2805
12841,2888,2819,2827
12874,2875,2825,2896
12907,2892,2799,2842
12940,2886,2820,2871
12973,2873,2807,2801
13006,2860,2853,2858
13039,2916,2882,2812
13072,2937,2838,2883
