T,a1,a2,a3
7748,2837, 2777, 2832
7881,2825, 2770, 2928
7999,2785, 2768, 2874
8113,2832, 2827, 2915
8231,2796, 2752, 2882
8345,2842, 2805, 2847
8463,2805, 2812, 2902
8577,2821, 2719, 2848
8695,2806, 2827, 2915
8809,2845, 2939, 2887
8927,2884, 2752, 2902
9041,2905, 2880, 2878
9159,2920, 2898, 2901
9273,2928, 2793, 3067
9391,2928, 2801, 2883
9505,2887, 2630, 2818
9623,2851, 2906, 2859
9737,2913, 2839, 3248
9855,2880, 2816, 2832
9969,2853, 2687, 2883
10087,2913, 2753, 2878
10205,2907, 2749, 2934
10321,2864, 2896, 2900
10436,2864, 2841, 2853
10552,2884, 2880, 2867
10667,2864, 2835, 2827
10783,2934, 2882, 2937
10898,2891, 2795, 2914
11014,2892, 2821, 2815
11129,2907, 2750, 2918
11254,2859, 2839, 2864
11384,2842, 2807, 2811
11514,2923, 3060, 2891
11644,2933, 2928, 2869
11778,2902, 2880, 2943
11914,2875, 2877, 2907
12048,2871, 2640, 2777
12184,2881, 2800, 2886
12315,2895, 2693, 2939
12445,2875, 2871, 2885
12575,2903, 2869, 2837
12705,2903, 2870, 2862
12835,2869, 2815, 2852
12966,2945, 2774, 2899
13096,2896, 2855, 2929
13226,2893, 2948, 2834
13356,2874, 2806, 2879
13486,2886, 2912, 2916
13616,2930, 2599, 2912
13747,2873, 2798, 2854
13877,2890, 2860, 2817
14007,2928, 2844, 2847
14137,2812, 2757, 2896
14263,2867, 2763, 2912
14393,2885, 2786, 2909
14523,2896, 2729, 2910
14653,2928, 2737, 2916
14783,2873, 2928, 2867
14914,2899, 2831, 2874
15044,2894, 2701, 2858
15174,2882, 2743, 2881
15304,2881, 2864, 2847
15434,2935, 2743, 3274
15564,2896, 2832, 2860
15694,2898, 2733, 2927
15825,2934, 2824, 2960
15955,2865, 2784, 2995
16085,2891, 2896, 2895
16211,2960, 2795, 2910
16341,2870, 2832, 2897
16474,2887, 2845, 2908
16604,2909, 2864, 2901
16734,2866, 2882, 2865
16864,2907, 2788, 2944
16995,2885, 2870, 2928
17125,2885, 2848, 2839
