T,a1,a2,a3
7556,2805, 2757, 2842
7684,2846, 2735, 2876
7803,2801, 2832, 2873
7917,2819, 2845, 2954
8036,2829, 2827, 2806
8150,2773, 2794, 2849
8269,2807, 2743, 2877
8383,2813, 2727, 2837
8502,2853, 2827, 2826
8616,2797, 2847, 2867
8735,2861, 2790, 2855
8849,2879, 2834, 2885
8967,2902, 2783, 2907
9083,2920, 2773, 2838
9199,2901, 2797, 2897
9314,2913, 2811, 2882
9430,2893, 2794, 2813
9545,2863, 2866, 2900
9661,2908, 2739, 2831
9776,2896, 2795, 2841
9892,2900, 3306, 2855
10007,2906, 2827, 2884
10124,2869, 2799, 2831
10239,2856, 2851, 2944
10355,2924, 2823, 2768
10470,2860, 2816, 2867
10586,2890, 2807, 2845
10701,2910, 2844, 2871
10817,2898, 2801, 2863
10932,2908, 2821, 2887
11057,2918, 2790, 2878
11187,2917, 2857, 2841
11317,2880, 2816, 2928
11448,2885, 2866, 2819
11578,2882, 2814, 2859
11708,2909, 2785, 2800
11839,2896, 2678, 2837
11965,2896, 2791, 2766
12151,2922, 2768, 2822
12418,2930, 2839, 2868
12644,2887, 2913, 2897
12827,2875, 2798, 2802
12962,2890, 2961, 2934
13100,2793, 2672, 3008
13232,2732, 2800, 2967
13364,2662, 2790, 3030
13495,2704, 2666, 2938
13627,2723, 2779, 2993
13759,2766, 2746, 2964
13891,2675, 2869, 2949
14022,2692, 2689, 2929
14154,2688, 2769, 2923
14286,2739, 2768, 3001
14418,2723, 2807, 2926
14550,2739, 2752, 2971
14681,2737, 2754, 2960
14813,2701, 2736, 2942
14945,2701, 2802, 2982
15076,2701, 2719, 2969
15208,2695, 2639, 3029
15340,2722, 2709, 3024
15472,2739, 2793, 2961
15603,2754, 2830, 2911
15735,2699, 2833, 2929
15867,2685, 3015, 2905
15999,2946, 2802, 2942
16132,2713, 2739, 2928
16265,2717, 2715, 2911
16397,2701, 2706, 2939
16529,2721, 2805, 2923
16660,2723, 3063, 2975
16792,2687, 2768, 2957
16924,2736, 2995, 2946
17056,2748, 2824, 2878
17188,2740, 2735, 2982
17319,2702, 2864, 2991
17451,2715, 2736, 2903
17583,2731, 2781, 2885
17718,2721, 2511, 2962
17849,2704, 2842, 2940
17984,2743, 2753, 2905
18116,2707, 2817, 2946
18251,2694, 2755, 2885
18389,2743, 2782, 3003
18521,2694, 2787, 2955
18660,2723, 2756, 2961
18784,2720, 2730, 2929
18916,2717, 2747, 3024
19048,2731, 2818, 2954
19180,2736, 2699, 3024
19325,2761, 2794, 2886
19457,2746, 2795, 2992
19592,2775, 2739, 2889
19724,2704, 2721, 2996
19855,2707, 2755, 2935
19987,2734, 2674, 3312
20119,2677, 2694, 2944
20250,2710, 2766, 2896
20382,2747, 2859, 2969
20514,2737, 2747, 2947
20646,2711, 2839, 2909
20777,2693, 2743, 2960
20909,2701, 2775, 3006
21041,2736, 2965, 2915
21176,2741, 2759, 2903
21307,2803, 2768, 3007
21439,2730, 2791, 2945
21571,2715, 2637, 2954
21703,2694, 2736, 2957
21834,2689, 2687, 3082
21966,2707, 2675, 2929
22101,2691, 2669, 3034
22230,2755, 2749, 2961
22362,2751, 2829, 2930
22493,2704, 2659, 3030
22625,2694, 2794, 2915
22760,2768, 2720, 3194
22891,2756, 2788, 3003
23023,2710, 2784, 2997
23155,2685, 2681, 2983
23286,2687, 2710, 2803
23422,2689, 2805, 2947
23549,2740, 2834, 2974
23681,2730, 2670, 2864
23812,2686, 2763, 2967
23943,2701, 2483, 2886
24075,2723, 2755, 2982
24206,2719, 2705, 2931
24341,2718, 2661, 3002
24476,2800, 2631, 3019
24604,2802, 2687, 2886
24738,2800, 2864, 3063
24872,2823, 2940, 3319
25001,3058, 2975, 3583
25135,3196, 3583, 4047
25272,3175, 3295, 3399
25411,3417, 3414, 3510
25545,3392, 3455, 3633
25679,3568, 3487, 3583
25811,3607, 3399, 3631
25939,3737, 3661, 4095
26073,3821, 3581, 3607
26201,3630, 3793, 3547
26339,3632, 3558, 3583
26473,3578, 3415, 3830
26605,3572, 3579, 3812
26749,3651, 3664, 3536
26884,3649, 3523, 3862
27013,3643, 3525, 3649
27147,3750, 3535, 3582
27274,3861, 3519, 3712
27406,3686, 3517, 3583
27537,3511, 3456, 3583
27676,3631, 3414, 3711
27803,3771, 2925, 3655
27944,3674, 3535, 3711
28078,3782, 3439, 3791
28213,3627, 3519, 3712
28347,3813, 3547, 3538
28481,3705, 3705, 3619
28613,3794, 3479, 3583
28758,3683, 3635, 3549
28893,3787, 3547, 3483
29014,3632, 3841, 3602
29161,3619, 3621, 3487
29292,3677, 3549, 3669
29424,3694, 3583, 3816
29558,3628, 3207, 3643
29689,3725, 3598, 3697
29818,3644, 3575, 3578
29946,3673, 3621, 3535
30080,3792, 3555, 3681
30212,3834, 3718, 3583
30336,3730, 3478, 3657
30480,3535, 3551, 3599
30612,3602, 3455, 3696
30748,3619, 3706, 3567
30884,3428, 3463, 3819
31013,3691, 3648, 3583
31147,3823, 3387, 3648
31277,3803, 3633, 3726
31413,3605, 3665, 3607
31547,3870, 3525, 3545
31681,3898, 3487, 3649
31810,3624, 3686, 3615
31944,3773, 3455, 3698
32078,3873, 3504, 3570
32210,3687, 3431, 3899
32344,3581, 3610, 3682
32488,3805, 3559, 3583
32633,3568, 3519, 3814
32767,3615, 3457, 3682
32901,3683, 3415, 3701
33030,3695, 3519, 3664
33165,3611, 3578, 3609
33299,3694, 3721, 3661
33428,3635, 3713, 3551
33562,3600, 3611, 3558
33689,3695, 3785, 3615
33818,3637, 3461, 3539
33959,3726, 3440, 3644
34093,3694, 3527, 3631
34225,3760, 3642, 3598
34359,3262, 3433, 3617
34493,3792, 3374, 3689
34622,3632, 3704, 3803
34756,3615, 3578, 3679
34899,3632, 3888, 3634
35031,3680, 3472, 3659
35161,3715, 3455, 3568
35292,3674, 3539, 3663
35428,3607, 3405, 3627
35558,3714, 3463, 3635
35692,3642, 3650, 3555
35821,3679, 3487, 3694
35955,3642, 3723, 3601
36078,3662, 3456, 3756
36206,3634, 3555, 3649
36333,3805, 3493, 3536
36467,3635, 3421, 3712
36621,3696, 3431, 3683
36756,3678, 3637, 3570
36887,3810, 3615, 3601
37031,3775, 3522, 3646
37159,3671, 3684, 3685
37289,3759, 3574, 3767
37439,3708, 3479, 3664
37562,3675, 3664, 3808
37694,3703, 3577, 3635
37841,3778, 3447, 3724
37984,3663, 3449, 3763
38132,3698, 3449, 3673
38275,3822, 3245, 3737
38421,3696, 3046, 3600
38567,3690, 2933, 3510
38702,3732, 2875, 3600
38844,3724, 2440, 3771
38990,3722, 2606, 3728
39137,3717, 2598, 3758
39268,3766, 2372, 3742
39423,3719, 2365, 3609
39556,3679, 2336, 3648
39692,3722, 2213, 3687
39834,3822, 2101, 3648
39967,3819, 2095, 3745
40116,3809, 2147, 3706
40246,3695, 2211, 3545
40383,3734, 2092, 3615
40519,3675, 2192, 3874
40650,3756, 2253, 3743
