T,a1,a2,a3
6669,2876, 2800, 2905
6797,2922, 2733, 2791
6916,2880, 2833, 2797
7030,2805, 2859, 2835
7148,2833, 2859, 2785
7262,2835, 2941, 2899
7381,2889, 2771, 2805
7495,2847, 2827, 2875
7614,2815, 2871, 2891
7728,2891, 2806, 2803
7847,2877, 2766, 2864
7961,2901, 2803, 2944
8080,2886, 2791, 2851
8196,2886, 2759, 2853
8312,2855, 2830, 2880
8427,2878, 2800, 2899
8543,2932, 2811, 2867
8658,2874, 2918, 2834
8774,2841, 2831, 2926
8889,2928, 2865, 2906
9005,2864, 2837, 2835
9120,2899, 2830, 2833
9236,2901, 2807, 2832
9351,2897, 2751, 2896
9467,2879, 2864, 2848
9582,2913, 2781, 2880
9698,2866, 2864, 2887
9813,2914, 2845, 2832
9929,2881, 2766, 2907
10044,2886, 2799, 2862
10161,2891, 2804, 2842
10276,2916, 2824, 2866
10399,2943, 2864, 2871
10529,2865, 2825, 2854
10659,2907, 2873, 2835
10833,2896, 2797, 2922
11088,2907, 2876, 2817
11297,2875, 2791, 2890
11562,2853, 2808, 2880
11804,2933, 2789, 2914
12022,2885, 2796, 2893
12177,2943, 2860, 2928
12298,2913, 2610, 2911
12414,2736, 2753, 2980
12535,2713, 2928, 3234
12653,2543, 2849, 3137
12769,2559, 2864, 3087
12890,2411, 2853, 3083
13012,2418, 2787, 3150
13144,2383, 2802, 3126
13276,2407, 2770, 3150
13407,2384, 2816, 3106
13539,2429, 3002, 3146
13671,2437, 2832, 3014
13803,2446, 2880, 3071
13938,2379, 2853, 3071
14066,2388, 2832, 3103
14198,2397, 2873, 3120
14330,2415, 2754, 3013
14461,2399, 2815, 3091
14593,2415, 2692, 3055
14736,2205, 2737, 3150
14870,2395, 2807, 3038
15001,2448, 2813, 3055
15136,2409, 2806, 3056
15269,2381, 2816, 3165
15402,2451, 2858, 3150
15547,2453, 3026, 3327
15683,2656, 2933, 3254
15820,2704, 2665, 4016
15951,2777, 3265, 3507
16093,2907, 3290, 3630
16239,3091, 3440, 3650
16376,2791, 3882, 3659
16527,2708, 3521, 3642
16659,2694, 3493, 3725
