T,yaw,pitch,roll
6968,0.00, 0.00, 0.00
7091,-0.03, 0.04, -0.03
7210,-0.04, 0.05, -0.06
7324,-0.04, 0.01, -0.06
7444,-0.05, -0.05, -0.03
7558,-0.06, -0.04,-0.01
7677,-0.06, -0.01, 0.01
7790,-0.07, 0.03, 0.00
7908,-0.07, 0.02, -0.01
8022,-0.08, -0.01, -0.02
8141,-0.09, -0.06, -0.00
8255,-0.09, -0.05, 0.01
8374,-0.10, -0.02, 0.00
8492,-0.10, 0.04, -0.03
8606,-0.11, 0.05, -0.06
8723,-0.11, 0.02, -0.07
8838,-0.13, -0.02, -0.05
8954,-0.13, -0.03, -0.01
9068,-0.14, -0.02, 0.01
9185,-0.15, 0.02, 0.00
9299,-0.16, 0.02, -0.02
9416,-0.16, 0.00, -0.03
9530,-0.17, -0.02, -0.02
9647,-0.19, -0.04, 0.00
9761,-0.19, -0.02, 0.01
9878,-0.20, 0.01, -0.01
9992,-0.21, 0.04, -0.06
10110,-0.22, 0.03, -0.08
10225,-0.23, 0.00, -0.07
10340,-0.24, -0.02, -0.02
10455,-0.25, -0.02, 0.01
10572,-0.26, -0.00, 0.01
10764,-0.27, 0.02, -0.02
10946,-0.29, -0.01, -0.02
11126,-0.31, -0.03, 0.01
11325,-0.33, 0.00, -0.01
11525,-0.34, 0.03, -0.07
11737,-0.37, -0.01, -0.03
11941,-0.39, -0.01, 0.01
12094,-0.41, 0.01, -0.01
12211,-0.42, 0.01, -0.03
12332,-0.43, 0.01, -0.04
12448,-0.44, 0.00, -0.01
12569,-0.46, -0.00, 0.00
12690,-0.47, 0.00, -0.01
12823,-0.48, 0.02, -0.04
12955,-0.50, 0.03, -0.08
13093,-0.51, 0.03, -0.07
13224,-0.53, 0.02, -0.04
13356,-0.54, 0.01, -0.00
13488,-0.56, 0.01, -0.01
13623,-0.57, 0.02, -0.03
13751,-0.59, 0.03, -0.04
13884,-0.60, 0.02, -0.03
14011,-0.62, 0.01, -0.00
14146,-0.64, 0.00, -0.01
14281,-0.65, 0.02, -0.04
14416,-0.66, 0.04, -0.08
14544,-0.68, 0.04, -0.07
14673,-0.69, 0.03, -0.04
14805,-0.71, 0.01, -0.01
14936,-0.73, 0.01, -0.01
15068,-0.74, 0.02, -0.03
15200,-0.75, 0.04, -0.05
15335,-0.77, 0.03, -0.03
15466,-0.78, 0.01, -0.01
15598,-0.80, -0.00, 0.00
15733,-0.80, -0.00, -0.02
15868,-0.81, 0.02, -0.06
16000,-0.82, 0.04, -0.07
16131,-0.83, 0.04, -0.06
16260,-0.84, 0.02, -0.03
16391,-0.86, -0.00, -0.02
16523,-0.86, 0.00, -0.03
16655,-0.87, 0.03, -0.05
16790,-0.88, 0.04, -0.04
16925,-0.88, 0.03, -0.02
17062,-0.89, 0.00, -0.00
17194,-0.90, -0.01, -0.01
17326,-0.90, -0.00, -0.02
17458,-0.90, 0.03, -0.05
17590,-0.91, 0.04, -0.05
17721,-0.91, 0.03, -0.04
17853,-0.91, 0.00, -0.03
17985,-0.92, -0.01, -0.03
18117,-0.92, 0.01, -0.04
18249,-0.92, 0.04, -0.05
18380,-0.92, 0.05, -0.05
18512,-0.92, 0.02, -0.03
18644,-0.92, -0.01, -0.01
18776,-0.92, -0.02, -0.01
18911,-0.92, -0.00, -0.02
19042,-0.92, 0.03, -0.03
19174,-0.92, 0.04, -0.03
19309,-0.92, 0.02, -0.03
19437,-0.92, -0.01, -0.02
19569,-0.92, -0.02, -0.03
19705,-0.92, 0.01, -0.02
19835,-0.92, 0.03, 0.02
19973,-0.92, 0.01, 0.07
20117,-0.90, -0.04, 0.10
20260,-0.89, -0.08, 0.13
20397,-0.89, -0.08, 0.15
20541,-0.90, -0.05, 0.14
20665,-0.91, -0.02, 0.11
20806,-0.92, 0.00, 0.08
20946,-0.93, 0.02, 0.03
21077,-0.94, 0.03, 0.01
21223,-0.94, 0.04, -0.02
21367,-0.94, 0.04, -0.02
21510,-0.94, 0.04, -0.02
21646,-0.95, 0.04, -0.02
21785,-0.95, 0.04, -0.02
21936,-0.95, 0.04, -0.02
22064,-0.95, 0.04, -0.02
22200,-0.96, 0.04, -0.02
22340,-0.96, 0.04, -0.02
22490,-0.96, 0.04, -0.02
22622,-0.96, 0.04, -0.02
22764,-0.97, 0.04, -0.02
22900,-0.97, 0.04, -0.02
23037,-0.97, 0.04, -0.02
23168,-0.97, 0.04, -0.02
23304,-0.98, 0.04, -0.02
23458,-0.98, 0.04, -0.02
23591,-0.98, 0.04, -0.02
23733,-0.98, 0.04, -0.02
23890,-0.99, 0.04, -0.02
24021,-0.99, 0.04, -0.02
24172,-0.99, 0.04, -0.02
24308,-0.99, 0.04, -0.02
24448,-1.00, 0.04, -0.02
24587,-1.00, 0.04, -0.02
24725,-1.00, 0.04, -0.02
24868,-1.00, 0.04, -0.02
