T,pci,rci
6788,0.00,0.00
6902,0.00,0.00
7021,0.00,0.00
7135,0.00,0.00
7254,0.00,0.00
7372,0.00,0.00
7487,0.00,0.00
7605,0.00,0.00
7720,0.00,0.00
7838,0.00,0.00
7953,0.00,0.00
8071,0.00,0.00
8186,0.00,0.00
8303,0.00,0.00
8417,0.00,0.00
8534,0.00,0.00
8648,0.00,0.00
8765,0.00,0.00
8879,0.00,0.00
8996,0.00,0.00
9110,0.00,0.00
9227,0.00,0.00
9341,0.00,0.00
9458,0.00,0.00
9572,000,0.00
9689,0.00,0.00
9803,0.00,0.00
9920,0.00,0.00
10151,0.00,0.00
10266,0.00,0.00
10382,0.00,0.00
10516,0.00,0.00
10649,0.00,0.00
10779,0.00,0.00
10913,0.00,0.00
11043,0.00,0.00
11171,0.00,0.00
11305,0.00,0.00
11435,0.00,0.00
11557,0.00,0.00
11688,0.00,0.00
11818,0.00,0.00
11952,0.00,0.00
12082,0.00,0.00
12215,0.00,0.00
12346,0.00,0.00
12479,0.00,0.00
12610,0.00,0.00
12874,0.00,0.00
13129,0.00,0.00
13352,0.00,0.00
13501,0.00,0.00
13648,0.00,0.00
13780,0.00,0.00
13912,0.00,0.00
14044,0.00,0.00
14178,0.00,0.00
14313,0.00,0.00
14448,0.00,0.00
14580,0.00,0.00
14718,0.00,0.00
14853,0.00,0.00
14985,0.00,0.00
15114,0.00,0.00
15245,0.00,0.00
15377,0.00,0.00
15509,0.00,0.00
15641,0.00,0.00
15776,0.00,0.00
15905,0.00,0.00
16037,0.00,0.00
16172,0.00,0.00
16301,0.00,0.00
16433,0.00,0.00
16565,0.00,0.00
16697,0.00,0.00
16829,0.00,0.00
16965,0.00,0.00
17093,0.00,0.00
17225,0.00,0.00
17356,0.00,0.00
17488,0.00,0.00
17620,0.00,0.00
17752,0.00,0.00
17887,0.00,0.00
18016,0.00,0.00
18148,0.00,0.00
18283,0.00,0.0
18412,0.00,0.00
18544,0.00,0.00
18676,0.00,0.00
18808,0.00,0.00
18940,0.00,0.00
19071,0.00,0.00
19203,0.00,0.00
19335,0.00,0.00
19467,0.00,0.00
19602,0.00,0.00
19737,0.00,0.00
19872,0.00,0.00
20015,0.00,0.00
20147,0.00,0.00
20280,0.00,0.00
20417,0.00,0.00
20548,0.00,0.00
20680,0.00,0.00
20812,0.00,0.00
20944,0.00,0.00
21076,0.00,0.00
21208,0.00,0.00
21340,0.00,0.00
21472,0.00,0.00
21604,0.00,0.00
21736,0.00,0.00
21868,0.00,0.00
22000,0.00,0.00
22132,0.00,0.00
22268,0.00,0.00
22405,0.00,0.00
22534,0.00,0.00
22666,0.00,0.00
22801,0.00,0.00
22930,0.00,0.00
23062,0.00,0.00
23194,0.00,0.00
23326,0.00,0.00
23458,0.00,0.00
23590,0.00,0.00
23722,0.00,0.00
23857,0.00,0.00
23986,0.00,0.00
24118,0.00,0.00
24249,0.00,0.00
24381,0.00,0.00
24513,0.00,0.00
24645,0.00,0.00
24780,0.00,0.00
24912,0.00,0.00
25047,0.00,0.00
25185,0.00,0.00
25328,0.00,0.00
25460,0.00,0.00
25598,0.00,0.00
25730,0.00,0.00
25862,0.00,0.00
25994,0.00,0.00
26126,0.00,0.00
26258,0.00,0.00
26396,0.00,0.00
26528,0.00,0.00
26660,0.00,0.00
26792,0.00,0.00
26924,0.00,0.00
27056,0.00,0.00
27191,0.00,0.00
27320,0.00,0.00
27452,0.00,0.00
27583,0.00,0.00
27715,0.00,0.00
27850,0.00,0.00
27979,0.00,0.00
28111,0.00,0.00
28243,0.00,0.00
28375,0.00,0.00
28506,0.00,0.00
28638,0.00,0.00
28770,0.00,0.00
28902,0.00,0.00
29034,0.00,0.00
29169,0.00,0.00
29304,0.00,0.00
29442,0.00,0.00
29585,0.00,0.00
29788,0.00,0.00
30002,0.00,0.00
30195,0.00,0.00
30399,0.00,0.00
30596,0.00,0.00
30842,0.00,0.00
30976,0.00,0.00
31092,0.00,0.00
31213,0.00,0.00
31334,0.00,0.00
31451,0.00,0.00
31570,0.00,0.00
31686,0.00,0.00
31807,0.00,0.00
31928,0.00,0.00
32045,0.00,0.00
32164,0.00,0.00
32289,0.00,0.00
32428,0.00,0.00
32560,0.00,0.00
32692,0.00,0.00
32824,0.00,0.00
32956,0.00,0.00
33087,0.00,0.00
33219,0.00,0.00
33356,-1.97,4.49
33499,-1.01,5.53
33633,2.85,6.11
33780,6.61,6.84
33923,7.11,6.53
34054,4.55,4.24
34191,0.00,0.00
34342,0.00,0.00
34481,0.00,0.00
34624,0.00,0.00
34756,0.00,0.00
34900,0.00,0.00
35036,0.00,0.00
35172,0.00,0.00
35304,0.00,0.00
35446,0.00,0.00
35593,0.00,0.00
35733,0.00,0.00
35869,0.00,0.00
35997,0.00,0.00
36137,0.00,0.00
36273,0.00,0.00
36406,0.00,0.00
36555,0.00,0.00
36698,0.00,0.00
36834,0.00,0.00
36982,0.00,0.00
37125,0.00,0.00
37252,0.00,0.00
