T,pwm1,pwm2,pwm3
6708,2025,1975,2000
6828,2025,1975,2000
6947,2025,1975,2000
7061,2025,1975,2000
7180,2025,1975,2000
7294,2025,1975,2000
7413,2025,1975,2000
7527,2025,1975,2000
7646,2025,1975,2000
7764,2025,1975,2000
7879,2025,1975,2000
7997,2025,1975,2000
8112,2025,1975,2000
8228,2025,1975,2000
8343,2025,1975,2000
8459,2025,1975,2000
8574,2025,1975,2000
8691,2025,1975,2000
8805,2025,1975,2000
8922,2025,1975,2000
9036,2025,1975,2000
9153,2025,1975,2000
9267,2025,1975,2000
9384,2025,1975,2000
9498,2025,1975,2000
9614,2025,1975,2000
9729,2025,1975,2000
9846,2025,1975,2000
9960,2025,1975,2000
10077,2025,1975,2000
10191,2025,1975,2000
10308,2025,1975,2000
10440,2025,1975,2000
10563,2025,1975,2000
10693,2025,1975,2000
10823,2025,1975,2000
10954,2025,1975,2000
11084,2025,1975,2000
11217,2025,1975,2000
11348,2025,1975,2000
11474,2025,1975,2000
11601,2025,1975,2000
11732,2025,1975,2000
11865,2025,1975,2000
11995,2025,1975,2000
12135,2025,1975,2000
12266,2025,1975,2000
12400,2025,1975,2000
12526,2025,1975,2000
12662,2025,1975,2000
12793,2025,1975,2000
12926,2025,1975,2000
13056,2025,1975,2000
13187,2025,1975,2000
13323,2025,1975,2000
13450,2025,1975,2000
13580,2025,1975,2000
13711,2025,1975,2000
13844,2025,1975,2000
13975,2025,1975,2000
14105,2025,1975,2000
14227,2025,1975,2000
14358,2025,1975,2000
14495,2025,1975,2000
14618,2025,1975,2000
14748,2025,1975,2000
14931,2025,1975,2000
15150,2025,1975,2000
15380,2025,1975,2000
15580,2025,1975,2000
15721,2025,1783,2091
15839,2025,1783,2091
15976,2025,1783,2091
16108,2025,1783,2091
16239,2025,1783,2091
16378,2025,1783,2091
16502,2025,1783,2091
16634,2025,1783,2091
16766,2025,1783,2091
16897,2025,1783,2091
17032,2025,1783,2091
17164,2025,1783,2091
17295,2025,1783,2091
17434,2025,1783,2091
17559,2025,1783,2091
17690,2025,1783,2091
17822,2025,1783,2091
17953,2025,1783,2091
18088,2025,1783,2091
18220,2025,1783,2091
18351,2025,1783,2091
18483,2025,1783,2091
18622,2025,1783,2091
18747,2025,1783,2091
18878,2025,1783,2091
19010,2025,1783,2091
19141,2025,1783,2091
19276,2025,1783,2091
19408,2025,1783,2091
19539,2025,1783,2091
19671,2025,1783,2091
19803,2025,1783,2091
19934,2025,1783,2091
20065,2025,1783,2091
20197,2025,1783,2091
20328,2025,1783,2091
20459,2025,1975,2000
20595,2025,1975,2000
20742,2030,1953,2005
20879,2035,1898,2021
21007,2039,1856,2034
21144,2048,1798,2051
21283,2057,1776,2055
21433,2057,1776,2055
21561,2057,1776,2055
21699,2057,1776,2055
21841,2057,1776,2055
21979,2057,1776,2055
22129,2057,1776,2055
22272,2057,1776,2055
22403,2057,1776,2055
22539,2057,1776,2055
22686,2057,1776,2055
22822,2057,1776,2055
22953,2057,1776,2055
23086,2057,1776,2055
23220,2057,1776,2055
23378,2057,1776,2055
23510,2057,1776,2055
23646,2057,1776,2055
23782,2057,1776,2055
23925,2057,1776,2055
24059,2057,1776,2055
24203,2057,1776,2055
24348,2057,1776,2055
24484,2057,1776,2055
