T,state
9961,3
10376,1
10384,1
10395,1
10434,1
10444,1
10457,1
10467,1
10477,1
10491,1
10500,1
10510,1
10525,1
10564,1
10574,1
10588,1
10597,1
10607,1
10621,1
10631,1
10640,1
10655,1
10694,1
10694,1
10707,1
10721,1
10731,1
10751,3
10774,3
10923,3
10983,3
11039,3
11178,3
11265,3
11398,3
11478,3
11563,3
11688,3
11733,3
11802,3
12958,3
12964,3
12972,3
12982,3
12996,3
13008,3
13047,3
13061,3
13071,3
13081,3
13095,3
13104,3
13114,3
13128,3
13138,3
13179,3
13193,3
13203,3
13212,3
13226,3
13236,3
13246,3
13260,3
13270,3
13311,3
13325,3
13335,3
13344,3
13358,3
13368,3
13377,3
13391,3
13402,3
13443,3
13457,3
13466,3
13476,3
13490,3
13500,3
13509,3
13523,3
13534,3
13574,3
13588,3
13598,3
13608,3
13622,3
13631,3
13641,3
13655,3
13666,3
13706,3
13720,3
13730,3
13739,3
13753,3
13763,3
13773,3
13787,3
13797,3
13838,3
13852,3
13862,3
13871,3
13885,3
13895,3
13904,3
13918,3
13929,3
13970,3
13984,3
13993,3
14003,3
14017,3
14027,3
14036,3
14050,3
14061,3
14101,3
14115,3
14125,3
14135,3
14149,3
14158,3
14168,3
14182,3
14193,3
14233,3
14247,3
14257,3
14266,3
14280,3
14290,3
14300,3
14314,3
14324,3
14365,3
14379,3
14388,3
14398,3
14412,3
14422,3
14431,3
14445,3
14456,3
14496,3
14510,3
14520,3
14530,3
14544,3
14553,3
14563,3
14577,3
14588,3
14628,3
14642,3
14652,3
14661,3
14675,3
14685,3
14694,3
14708,3
14719,3
14760,3
14774,3
14783,3
14793,3
14807,3
14816,3
14826,3
14840,3
14850,3
14862,3
14905,3
14915,3
14924,3
14938,3
14948,3
14958,3
14972,3
14981,3
14993,3
15037,3
15046,3
15056,3
15070,3
15080,3
15089,3
15103,3
15113,3
15123,3
15164,3
15178,3
15187,3
15201,3
15211,3
15221,3
15235,3
15245,4
15261,4
15304,4
15319,4
15329,4
15342,4
15357,4
15371,4
15381,4
15393,4
15437,4
15450,4
15469,4
15479,4
15488,4
15508,4
15517,4
15527,4
15541,4
15587,4
15601,4
15615,4
15625,4
15639,4
15648,4
15667,4
15678,4
15724,4
15737,4
15747,4
15766,4
15776,4
15785,4
15799,4
15815,4
15865,4
15874,4
15884,4
15898,4
15912,4
15922,4
15936,4
15946,4
15996,4
16011,4
16021,4
16034,4
16044,4
16063,4
16073,4
16085,4
16129,4
16143,4
16162,4
16171,4
16181,4
16195,4
16209,4
16219,4
16234,4
16279,4
16293,4
16308,4
16318,4
16331,4
16341,4
16350,4
16371,4
16413,4
16430,4
16440,4
16449,4
16469,4
16478,4
16492,4
16507,4
16516,4
16567,4
16577,4
16591,4
16600,4
16615,4
16629,4
16639,4
16648,4
