T,pci,rci
6788,0.00,0.00
6902,0.00,0.00
7020,0.00,0.00
7134,0.00,0.00
7253,0.00,0.00
7367,0.00,0.00
7486,0.00,0.00
7604,0.00,0.00
7719,0.00,0.00
7837,0.00,0.00
7952,0.00,0.00
8070,0.00,0.00
8185,0.00,0.00
8303,0.00,0.00
8417,0.00,0.00
8534,0.00,0.00
8648,0.00,0.00
8765,0.00,0.00
8879,0.00,0.00
8996,0.00,0.00
9110,0.00,0.00
9227,0.00,0.00
9341,0.00,0.00
9458,0.00,0.00
9572,0.00,0.00
9689,0.00,0.00
9803,0.00,0.00
9920,0.00,0.00
10034,0.00,0.00
10151,0.00,0.00
10266,0.00,0.00
10382,0.00,0.00
10497,0.00,0.00
10613,0.00,0.00
10728,0.00,0.00
10844,0.00,0.00
0959,0.00,0.00
11075,0.00,0.00
11190,0.00,0.00
11306,0.00,0.00
11438,0.00,0.00
11568,0.00,0.00
11697,0.00,0.00
11820,0.00,0.00
11951,0.00,0.00
12081,0.00,0.00
12211,0.00,0.00
12338,0.00,0.00
12468,0.00,0.00
12657,0.00,0.00
12877,0.00,0.00
13143,0.00,0.00
13336,0.00,0.00
13535,0.00,0.00
13734,0.00,0.00
13931,0.00,0.00
14130,0.00,0.00
14322,0.00,0.00
14526,0.00,0.00
14722,0.00,0.00
14933,0.00,0.00
15122,0.00,0.00
15261,0.00,0.00
15378,0.00,0.00
15499,0.00,0.00
15615,0.00,0.00
15736,0.00,0.00
15857,0.00,0.00
15974,0.00,0.00
16093,0.00,0.00
16209,0.00,0.00
16330,0.00,0.00
16459,0.00,0.00
16594,0.00,0.00
16726,0.00,0.00
16865,0.00,0.00
16996,0.00,0.00
17128,0.00,0.00
17260,0.00,0.00
17392,0.00,0.00
17527,0.00,0.00
17669,0.00,0.00
17794,0.00,0.00
17926,0.00,0.00
18058,0.00,0.00
18190,0.00,0.00
18329,0.00,0.00
18461,0.00,0.00
18586,0.00,0.00
18718,0.00,0.00
18857,0.00,0.00
18982,0.00,0.00
19114,0.00,0.00
19246,0.00,0.00
19378,0.00,0.00
19510,0.00,0.00
19642,0.00,0.00
19774,0.00,0.00
19906,0.00,0.00
20038,0.00,0.00
20170,0.00,0.00
20302,0.00,0.00
20434,0.00,0.00
20566,0.00,0.00
20712,0.00,0.00
20844,0.00,0.00
20976,0.00,0.00
21108,0.00,0.00
21240,0.00,0.00
21372,0.00,0.00
21507,0.00,0.00
21636,0.00,0.00
21768,0.00,0.00
21900,0.00,0.00
22032,0.00,0.00
22164,0.00,0.00
22299,0.00,0.00
22427,0.00,0.00
22562,0.00,0.00
22694,0.00,0.00
22826,0.00,0.00
22958,0.00,0.00
23090,0.00,0.00
23222,0.00,0.00
23354,0.00,0.00
23486,0.00,0.00
23618,0.00,0.00
23750,0.00,0.00
23882,0.00,0.00
24013,0.00,0.00
24152,0.00,0.00
24284,0.00,0.00
24416,0.00,0.00
24548,0.00,0.00
24679,0.00,0.00
24820,0.00,0.00
24948,0.00,0.00
25085,0.00,0.00
25229,0.00,0.00
25362,0.00,0.00
25498,0.00,0.00
25641,0.00,0.00
25781,0.00,0.00
25910,3.20,0.53
26055,4.22,1.33
26202,4.21,2.31
26335,0.00,0.00
26483,0.00,0.00
26625,0.00,0.00
26757,0.00,0.00
26900,4.03,3.62
27045,4.44,4.42
27181,0.00,0.00
27318,0.00,0.00
27450,0.00,0.00
27593,0.00,0.00
27744,3.65,3.33
27890,4.03,3.44
28041,0.00,0.00
28178,0.00,0.00
28309,3.08,3.53
28449,3.35,3.40
28597,0.00,0.00
28737,0.00,0.00
28880,3.96,4.99
29025,2.49,5.80
29161,0.55,5.57
29293,-0.12,6.57
29430,-0.71,9.75
29573,0.05,8.75
29705,0.67,6.95
29850,0.93,5.91
29986,0.83,4.03
30123,1.29,3.54
30254,0.00,0.00
30391,0.00,0.00
30531,0.00,0.00
30681,0.00,0.00
30810,0.00,0.00
30950,0.00,0.00
31087,0.00,0.00
31243,0.00,0.00
31383,0.00,0.00
31520,0.00,0.00
31652,0.00,0.00
31802,0.00,0.00
31936,0.00,0.00
32076,0.00,0.00
32204,0.00,0.00
32341,0.00,0.00
32495,0.00,0.00
32631,0.00,0.00
32768,0.00,0.00
32897,0.00,0.00
33033,0.00,0.00
33184,0.00,0.00
33330,0.00,0.00
33462,0.00,0.00
33592,0.00,0.00
33729,0.00,0.00
33873,0.00,0.00
33997,0.00,0.00
34142,0.00,0.00
34278,0.00,0.00
34407,0.00,0.00
34546,0.00,0.00
34683,0.00,0.00
34820,0.00,0.00
34951,0.00,0.00
35099,0.00,0.00
35236,0.00,0.00
35376,0.00,0.00
35504,0.00,0.00
35641,0.00,0.00
35777,0.00,0.00
35928,0.00,0.00
36060,0.00,0.00
36196,0.00,0.00
36330,0.00,0.00
36470,0.00,0.00
36601,0.00,0.00
36787,4.15,1.42
37000,4.15,1.42
37209,4.15,1.42
37449,4.15,1.42
37627,4.15,1.42
37826,4.15,1.42
38022,4.15,1.42
38221,4.15,1.42
38445,4.15,1.42
38648,4.15,1.42
38830,4.15,1.42
39015,4.15,1.42
39159,4.15,1.42
39291,4.15,1.42
39429,4.15,1.42
39564,4.15,1.42
39696,4.15,1.42
39831,4.15,1.42
39959,4.15,1.42
40091,4.15,1.42
40226,4.15,1.42
40355,4.15,1.42
40487,4.15,1.42
40619,4.15,1.42
