T,pci,rci
6788,0.00,0.00
6902,0.00,0.00
7021,0.00,0.00
7135,0.00,0.00
7254,0.00,0.00
7372,0.00,0.00
7487,0.00,0.00
7605,0.00,0.00
7720,0.00,0.00
7838,0.00,0.00
7952,0.00,0.00
8070,0.00,0.00
8185,0.00,0.00
8303,0.00,0.00
8417,0.00,0.00
8534,0.00,0.00
8648,0.00,0.00
8765,0.00,0.00
8879,0.00,0.00
8996,0.00,0.00
9110,0.00,0.00
9227,0.00,0.00
9341,0.00,0.00
9458,0.00,0.00
9572,0.00,0.00
9689,0.00,0.00
9803,0.00,0.00
9920,0.00,0.00
10034,0.00,0.00
10151,0.00,0.00
10266,0.00,0.00
10392,0.00,0.00
10522,0.00,0.00
10653,0.00,0.00
10786,0.00,0.00
10916,0.00,0.00
11047,0.00,0.00
11180,0.00,0.00
11310,0.00,0.00
11441,0.00,0.00
11571,0.00,0.00
11702,0.00,0.00
11832,0.00,0.00
11963,0.00,0.00
12092,0.00,0.00
12215,0.00,0.00
12345,0.00,0.00
12472,0.00,0.00
12599,0.00,0.00
12732,0.00,0.00
12867,0.00,0.00
12993,0.00,0.00
13126,0.00,0.00
13254,0.00,0.00
13387,0.00,0.00
13517,0.00,0.00
13648,0.00,0.00
13779,0.00,0.00
13901,0.00,0.00
14031,0.00,0.00
14161,0.00,0.00
14295,0.00,0.00
14422,0.00,0.00
14555,0.00,0.00
14685,0.00,0.00
14820,0.00,0.00
14949,0.00,0.00
15200,0.00,0.00
15403,0.00,0.00
15607,0.00,0.00
15797,0.00,0.00
16001,0.00,0.00
16205,0.00,0.00
16396,0.00,0.00
16607,0.00,0.00
16815,0.00,0.00
17002,0.00,0.00
17126,0.00,0.00
17246,0.00,0.00
17363,0.00,0.00
17484,0.00,0.00
17604,0.00,0.00
17721,0.00,0.00
17841,0.00,0.00
17958,0.00,0.00
18079,0.00,0.00
18199,0.00,0.00
18316,0.00,0.00
18436,0.00,0.00
18552,0.00,0.00
18673,0.00,0.00
18793,0.00,0.00
18930,0.00,0.00
19062,0.00,0.00
19194,0.00,0.00
19326,0.00,0.00
19462,0.00,0.00
19599,0.00,0.00
19734,0.00,0.00
19863,0.00,0.00
19995,0.00,0.00
20126,0.00,0.00
20258,0.00,0.00
20390,0.00,0.00
20522,0.00,0.00
20657,0.00,0.00
20789,0.00,0.00
20921,0.00,0.00
21060,0.00,0.00
21205,0.00,0.00
21336,0.00,0.00
21469,0.00,0.00
21601,0.00,0.00
21733,0.00,0.00
21865,0.00,0.00
21997,0.00,0.00
22128,0.00,0.00
22260,0.00,0.00
22392,0.00,0.00
22522,0.00,0.00
22655,0.00,0.00
22793,0.00,0.00
22930,0.00,0.00
23058,0.16,5.84
23198,4.41,5.22
23326,8.93,5.24
23463,10.26,5.42
23603,7.39,4.58
23753,2.00,5.27
23896,-0.77,4.40
24028,0.00,0.00
24164,0.00,0.00
24305,0.00,0.00
24445,0.00,0.00
24587,0.00,0.00
24718,0.00,0.00
24862,0.00,0.00
25005,0.00,0.00
25139,0.00,0.00
25273,0.00,0.00
25412,0.00,0.00
25549,0.00,0.00
25705,0.00,0.00
25845,0.00,0.00
25973,0.00,0.00
26109,0.00,0.00
26253,0.00,0.00
26389,0.00,0.00
26521,0.00,0.00
26657,0.00,0.00
26800,0.00,0.00
26928,0.00,0.00
27079,0.00,0.00
27214,0.00,0.00
27351,0.00,0.00
27487,0.00,0.00
27621,0.00,0.00
27761,0.00,0.00
27901,0.00,0.00
28035,0.00,0.00
28169,0.00,0.00
