T,state
10255,3
10609,3
10632,3
10698,3
10839,3
10921,3
12767,3
12773,3
12781,3
12795,3
12806,3
12847,3
12861,3
12870,3
12870,3
12887,3
12897,3
12907,3
12921,3
12930,3
12942,3
12986,3
12996,3
13005,3
13005,3
13022,3
13032,3
13041,3
13055,3
13065,3
13077,3
13121,3
13130,3
13130,3
13143,3
13157,3
13167,3
13176,3
13190,3
13200,3
13209,3
13255,3
13265,3
13275,3
13289,3
13298,3
13308,3
13322,3
13332,3
13343,3
13387,3
13397,3
13406,3
13420,3
13430,3
13440,3
13454,3
13463,3
13474,3
13519,3
13529,3
13538,3
13552,3
13562,3
13571,3
13585,3
13595,3
13607,3
13651,3
13660,3
13660,3
13661,3
13680,3
13690,3
13700,3
13714,3
13723,3
13733,3
13779,3
13789,3
13798,3
13812,3
13822,3
13831,3
13845,3
13855,3
13867,3
13911,3
13920,3
13930,3
13944,3
13954,3
13963,3
13977,3
13987,3
13999,3
14042,3
14052,3
14062,3
14076,3
14085,3
14085,3
14098,3
14112,3
14122,3
14148,3
14177,3
14187,3
14197,3
14211,3
14220,3
14220,3
14233,3
14247,3
14256,3
14256,3
14305,3
14315,3
14325,3
14339,3
14348,3
14358,3
14372,3
14382,3
14391,3
14391,3
14440,3
14450,3
14460,3
14474,3
14483,3
14493,3
14507,3
14516,3
14526,3
14572,3
14582,3
14591,3
14605,3
14615,3
14625,3
14639,3
14648,3
14660,3
14704,3
14713,3
14723,3
14737,3
14747,3
14756,3
14770,3
14780,3
14792,3
14836,3
14845,3
14855,3
14869,3
14878,3
14888,3
14902,3
14912,3
14924,3
14967,3
14977,3
14987,3
15001,3
15010,3
15020,3
15034,3
15043,3
15056,3
15099,3
15109,3
15118,3
15132,3
15142,3
15152,3
15166,3
15175,3
15187,3
15231,3
15241,3
15250,3
15264,3
15274,3
15283,3
15297,3
15307,3
15319,3
15363,3
15372,3
15372,3
15385,3
15399,3
15409,3
15418,3
15432,3
15442,3
15454,3
15497,3
15507,3
15517,3
15531,3
15540,3
15550,3
15564,3
15574,3
15586,3
15629,3
15639,3
15649,3
15662,3
15672,3
15682,3
15696,3
15705,3
15705,3
15719,3
15764,3
15774,3
15783,3
15797,3
15807,3
15817,3
15831,3
15840,3
15840,3
15858,3
15899,3
15909,3
15922,3
