T,pwm1,pwm2,pwm3
6784,2025,1975,2000
6898,2025,1975,2000
7017,2025,1975,2000
7131,2025,1975,2000
7250,2025,1975,2000
7364,2025,1975,2000
7483,2025,1975,2000
7597,2025,1975,2000
7716,2025,1975,2000
7834,2025,1975,2000
7949,2025,1975,2000
8067,2025,1975,2000
8182,2025,1975,2000
8299,2025,1975,2000
8413,2025,1975,2000
8530,2025,1975,2000
8644,2025,1975,2000
8761,2025,1975,2000
8875,2025,1975,2000
8992,2025,1975,2000
9106,2025,1975,2000
9223,2025,1975,2000
9337,2025,1975,2000
9454,2025,1975,2000
9568,2025,1975,2000
9685,2025,1975,2000
9799,2025,1975,2000
9916,2025,1975,2000
10030,2025,1975,2000
10147,2025,1975,2000
10261,2025,1975,2000
10378,2025,1975,2000
10512,2025,1975,2000
10645,2025,1975,2000
10775,2025,1975,2000
10909,2025,1975,2000
11040,2025,1975,2000
11162,2025,1975,2000
11292,2025,1975,2000
11423,2025,1975,2000
11553,2025,1975,2000
11684,2025,1975,2000
11814,2025,1975,2000
11947,2025,1975,2000
12078,2025,1975,2000
12211,2025,1975,2000
12342,2025,1975,2000
12475,2025,1975,2000
12605,2025,1975,2000
12856,2025,1975,2000
13074,2025,1975,2000
13306,2025,1975,2000
13497,1889,1979,2068
13636,1889,1979,2068
13768,1889,1979,2068
13899,1889,1979,2068
14031,1889,1979,2068
14174,1889,1979,2068
14309,1889,1979,2068
14444,1889,1979,2068
14576,1889,1979,2068
14707,1889,1979,2068
14849,1889,1979,2068
14981,1889,1979,2068
15109,1889,1979,2068
15241,1889,1979,2068
15373,1889,1979,2068
15505,1889,1979,2068
15637,1889,1979,2068
15772,1889,1979,2068
15901,1889,1979,2068
16033,1889,1979,2068
16168,1889,1979,2068
16297,1889,1979,2068
16429,1889,1979,2068
16561,1889,1979,2068
16693,1889,1979,2068
16825,1889,1979,2068
16956,1889,1979,2068
17088,1889,1979,2068
17220,1889,1979,2068
17352,1889,1979,2068
17484,1889,1979,2068
17616,1889,1979,2068
17748,1889,1979,2068
17883,1889,1979,2068
18012,1889,1979,2068
18144,1889,1979,2068
18280,1889,1979,2068
18408,1889,1979,2068
18540,1889,1979,2068
18672,1889,1979,2068
18803,1889,1979,2068
18935,1889,1979,2068
19067,1889,1979,2068
19199,1889,1979,2068
19331,1889,1979,2068
19463,1889,1979,2068
19598,1889,1979,2068
19733,1889,1979,2068
19861,1889,1979,2068
20006,1889,1979,2068
20135,1889,1979,2068
20270,1889,1979,2068
20413,1889,1979,2068
20545,1889,1979,2068
20676,1889,1979,2068
20809,1889,1979,2068
20941,1889,1979,2068
21072,1889,1979,2068
21205,1889,1979,2068
21337,1889,1979,2068
21468,1889,1979,2068
21600,1889,1979,2068
21732,1889,1979,2068
21864,1889,1979,2068
21996,1889,1979,2068
22128,1889,1979,2068
22263,1889,1979,2068
22401,1889,1979,2068
22530,1889,1979,2068
22662,1889,1979,2068
22798,1889,1979,2068
22926,1889,1979,2068
23058,1889,1979,2068
23190,1889,1979,2068
23322,1889,1979,2068
23454,1889,1979,2068
23586,1889,1979,2068
23718,1889,1979,2068
23849,1889,1979,2068
23981,1889,1979,2068
24113,1889,1979,2068
24245,1889,1979,2068
24377,1889,1979,2068
24509,1889,1979,2068
24641,1889,1979,2068
24776,1889,1979,2068
24908,1889,1979,2068
25043,1889,1979,2068
25182,1889,1979,2068
25320,1889,1979,2068
25451,1889,1979,2068
25594,1889,1979,2068
25726,1889,1979,2068
25858,1889,1979,2068
25990,1889,1979,2068
26122,1889,1979,2068
26254,1889,1979,2068
26385,1889,1979,2068
26524,1889,1979,2068
26656,1889,1979,2068
26788,1889,1979,2068
26920,1889,1979,2068
27052,1889,1979,2068
27183,1889,1979,2068
27315,1889,1979,2068
27447,1889,1979,2068
27579,1889,1979,2068
27711,1889,1979,2068
27847,1889,1979,2068
27975,1889,1979,2068
28107,1889,1979,2068
28239,1889,1979,2068
28371,1889,1979,2068
28502,1889,1979,2068
28634,1889,1979,2068
28766,1889,1979,2068
28898,1889,1979,2068
29030,1889,1979,2068
29165,1889,1979,2068
29300,1889,1979,2068
29439,1889,1979,2068
29577,1889,1979,2068
29771,2025,1975,2000
29969,2025,1975,2000
30191,2025,1975,2000
30395,2025,1975,2000
30581,2025,1975,2000
30795,2025,1975,2000
30972,1805,1928,2137
31088,1805,1928,2137
31209,1805,1928,2137
31330,1805,1928,2137
31447,1805,1928,2137
31566,1805,1928,2137
31682,1805,1928,2137
31803,1805,1928,2137
31924,1805,1928,2137
32041,1805,1928,2137
32160,1805,1928,2137
32276,1805,1928,2137
32425,1805,1928,2137
32556,1805,1928,2137
32689,1805,1928,2137
32821,1805,1928,2137
32952,1805,1928,2137
33084,1805,1928,2137
33216,1805,1928,2137
33351,2025,1975,2000
33495,2009,2020,1989
33629,1981,2038,1993
33776,1904,2039,2018
33907,1800,2017,2060
34050,1707,1995,2099
34187,1668,1986,2115
34327,1668,1986,2115
34477,1668,1986,2115
34620,1668,1986,2115
34751,1668,1986,2115
34888,1668,1986,2115
35032,1668,1986,2115
35168,1668,1986,2115
35299,1668,1986,2115
35443,1668,1986,2115
35578,1668,1986,2115
35729,1668,1986,2115
35865,1668,1986,2115
35993,1668,1986,2115
36133,1668,1986,2115
36270,1668,1986,2115
36402,1668,1986,2115
36551,1668,1986,2115
36694,1668,1986,2115
36830,1668,1986,2115
36978,1668,1986,2115
37112,1668,1986,2115
37248,1668,1986,2115
