T,pci,rci
6788,0.00,0.00
6902,0.00,0.00
7020,0.00,0.00
7134,0.00,0.00
7253,0.00,0.00
7367,0.00,0.00
7486,0.00,0.00
7604,0.00,0.00
7719,0.00,0.00
7837,0.00,0.00
7951,0.00,0.00
8069,0.00,0.00
8183,0.00,0.00
8301,0.00,0.00
8416,0.00,0.00
8534,0.00,0.00
8648,0.00,0.00
8764,0.00,0.00
8879,0.00,0.00
8996,0.00,0.00
9110,0.00,0.00
9227,0.00,0.00
9341,0.00,0.00
9458,0.00,0.00
9572,0.00,0.00
9689,0.00,0.00
9803,0.00,0.00
9920,0.00,0.00
10034,0.00,0.00
10151,0.00,0.00
10266,0.00,0.00
10382,0.00,0.00
10497,0.00,0.00
10613,0.00,0.00
10728,0.00,0.00
10855,0.00,0.00
10988,0.00,0.00
11120,0.00,0.00
11354,0.00,0.00
11536,0.00,0.00
11752,0.00,0.00
11995,0.00,0.00
12198,0.00,0.00
12403,0.00,0.00
12594,0.00,0.00
12798,0.00,0.00
13004,0.00,0.00
13158,0.00,0.00
13287,0.00,0.00
13419,0.00,0.00
13554,0.00,0.00
13685,0.00,0.00
13817,0.00,0.00
13949,0.00,0.00
14081,0.00,0.00
14213,0.00,0.00
14344,0.00,0.00
14476,0.00,0.00
14608,0.00,0.00
14740,0.00,0.00
14873,0.00,0.00
15010,0.00,0.00
15141,0.00,0.00
15276,0.00,0.00
15408,0.00,0.00
15540,0.00,0.00
15676,0.00,0.00
15804,0.00,0.00
15935,0.00,0.00
16067,0.00,0.00
16202,0.00,0.00
16331,0.00,0.00
16463,0.00,0.00
16594,0.00,0.00
16726,0.00,0.00
16858,0.00,0.00
16990,0.00,0.00
17125,0.00,0.00
17258,0.00,0.00
17391,0.00,0.00
17523,0.00,0.00
17655,0.00,0.00
17787,0.00,0.00
17919,0.00,0.00
18050,0.00,0.00
18182,0.00,0.00
18314,0.00,0.00
18446,0.00,0.00
18578,0.00,0.00
18709,0.00,0.00
18841,0.00,0.00
18973,0.00,0.00
19108,0.00,0.00
19246,0.00,0.00
19392,0.00,0.00
19524,0.00,0.00
19656,0.00,0.00
19788,0.00,0.00
19922,0.00,0.00
20054,0.00,0.00
20189,0.00,0.00
20324,0.00,0.00
20462,0.00,0.00
20594,0.00,0.00
20726,0.00,0.00
20858,0.00,0.00
20989,0.00,0.00
21121,0.00,0.00
21253,0.00,0.00
21388,0.00,0.00
21520,0.00,0.00
21649,0.00,0.00
21780,0.00,0.00
21915,0.00,0.00
22047,0.00,0.00
22182,0.00,0.00
22314,0.00,0.00
22445,0.00,0.00
22580,0.00,0.00
22723,0.00,0.00
22855,0.00,0.00
22986,0.00,0.00
23118,0.00,0.00
23249,0.00,0.00
23380,-6.06,-0.26
23517,-7.32,-3.66
23654,-4.71,-4.08
23791,-0.78,-4.13
23920,2.64,-4.13
24059,5.27,-4.65
24196,8.11,-6.12
24347,8.45,-8.41
24490,5.94,-9.65
24635,2.71,-8.24
24767,0.87,-6.47
24903,0.06,-4.36
25039,0.00,0.00
25182,0.00,0.00
25313,0.00,0.00
25464,0.00,0.00
25603,0.00,0.00
25737,0.00,0.00
25868,0.00,0.00
26022,0.00,0.00
26158,0.00,0.00
26297,0.00,0.00
26440,0.00,0.00
26585,0.00,0.00
26716,0.00,0.00
26852,0.00,0.00
26988,0.00,0.00
27120,0.00,0.00
27263,0.00,0.00
27413,0.00,0.00
27553,0.00,0.00
27692,0.00,0.00
27842,0.00,0.00
27979,0.00,0.00
28107,0.00,0.00
28256,0.00,0.00
28400,0.00,0.00
28539,0.00,0.00
28682,0.00,0.00
