T,pci,rci
7581,0.00,0.00
7695,0.00,0.00
7814,0.00,0.00
7928,0.00,0.00
8047,0.00,0.00
8165,0.00,0.00
8280,0.00,0.00
8398,0.00,0.00
8513,0.00,0.00
8631,0.00,0.00
8746,0.00,0.00
8864,0.00,0.00
8978,0.00,0.00
9096,0.00,0.00
9210,0.00,0.00
9327,0.00,0.00
9441,0.00,0.00
9558,0.00,0.00
9672,0.00,0.00
9789,0.00,0.00
9903,0.00,0.00
10020,0.00,0.00
10135,0.00,0.00
10251,0.00,0.00
10366,0.00,0.00
10482,0.00,0.00
10597,0.00,0.00
10713,0.00,0.00
10828,0.00,0.00
10944,0.00,0.00
11077,0.00,0.00
11208,0.00,0.00
11338,0.00,0.00
11468,0.00,0.00
11591,0.00,0.00
11728,0.00,0.00
11851,0.00,0.00
11978,0.00,0.00
12229,0.00,0.00
12471,0.00,0.00
12707,0.00,0.00
12843,0.00,0.00
12974,0.00,0.00
13121,0.00,0.00
13253,0.00,0.00
13385,0.00,0.00
13516,0.00,0.00
13648,0.00,0.00
13780,0.00,0.00
13912,0.00,0.00
14043,0.00,0.00
14175,0.00,0.00
14307,0.00,0.00
14439,0.00,0.00
14562,0.00,0.00
14694,0.00,0.00
14826,0.00,0.00
14957,0.00,0.00
15089,0.00,0.00
15221,0.00,0.00
15360,0.00,0.00
15484,0.00,0.00
15616,0.00,0.00
15748,0.00,0.00
15887,0.00,0.00
16011,0.00,0.00
16146,0.00,0.00
16278,0.00,0.00
16410,0.00,0.00
16541,0.00,0.00
16673,0.00,0.00
16805,0.00,0.00
16944,0.00,0.00
17068,0.00,0.00
17200,0.00,0.00
17332,0.00,0.00
17464,0.00,0.00
17596,0.00,0.00
17739,0.00,0.00
17862,0.00,0.00
18005,0.00,0.00
18137,0.00,0.00
18274,0.00,0.00
18409,0.00,0.00
18541,0.00,0.00
18673,0.00,0.00
18804,0.00,0.00
18936,0.00,0.00
19068,0.00,0.00
19206,0.00,0.00
19338,0.00,0.00
19470,0.00,0.00
19604,0.00,0.00
19736,0.000.00
19868,0.00,0.0
20000,0.00,0.00
20131,0.00,0.00
20263,0.00,0.00
20395,0.00,0.00
20531,0.00,0.00
20658,0.00,0.00
20790,0.00,0.00
20922,0.00,0.00
21054,0.00,0.00
21188,0.00,0.00
21320,0.00,0.00
21452,0.00,0.00
21584,0.00,0.00
21715,0.00,0.00
21847,0.00,0.00
21979,0.00,0.00
22114,0.00,0.00
22242,0.00,0.00
22374,0.00,0.00
22506,0.00,0.00
22638,0.00,0.00
22772,0.00,0.00
22904,0.00,0.00
23036,0.00,0.00
23167,0.00,0.00
23299,0.00,0.00
23435,0.00,0.00
23562,0.00,0.00
23693,0.00,0.00
23828,0.00,0.00
23956,0.00,0.00
24087,0.00,0.00
24219,0.00,0.00
24354,0.00,0.00
24488,0.00,0.00
24617,0.00,0.00
24751,0.00,0.00
24885,0.00,0.00
25014,0.00,0.00
25148,0.00,0.00
25285,0.00,0.00
25428,0.00,0.00
25565,0.00,0.00
25696,0.00,0.00
25828,0.00,0.00
25956,0.00,0.00
26093,0.00,0.00
26228,0.00,0.00
26356,0.00,0.00
26494,0.00,0.00
26628,0.00,0.00
26762,0.00,0.00
26896,0.00,0.00
27025,0.00,0.00
27159,0.00,0.00
27287,0.00,0.00
27419,0.00,0.00
27550,0.00,0.00
27687,0.00,0.00
27822,0.00,0.00
27957,0.00,0.00
28091,0.00,0.00
28234,0.00,0.00
28368,0.00,0.00
28501,0.00,0.00
28637,0.00,0.00
28771,0.00,0.00
28905,0.00,0.00
29040,0.00,0.00
29174,0.00,0.00
29308,0.00,0.00
29437,0.00,0.00
29571,0.00,0.00
29702,0.00,0.00
29831,0.00,0.00
29963,0.00,0.00
30093,0.00,0.00
30225,0.00,0.00
30353,0.00,0.00
30493,0.00,0.00
30625,0.00,0.00
30762,0.00,0.00
30896,0.00,0.00
31025,0.00,0.00
31159,0.00,0.00
31290,0.00,0.00
31434,0.00,0.00
31568,0.00,0.00
31698,0.00,0.00
31831,0.00,0.00
31965,0.00,0.00
32098,0.00,0.00
32230,0.00,0.00
32364,0.00,0.00
32509,0.00,0.00
32646,0.00,0.00
32787,0.00,0.00
32918,0.00,0.00
33051,0.00,0.00
33185,0.00,0.00
33319,0.00,0.00
33448,0.00,0.00
33579,0.00,0.00
33702,0.00,0.00
33831,0.00,0.00
33979,0.00,0.00
34113,0.00,0.00
34245,0.00,0.00
34379,0.00,0.00
34510,0.00,0.00
34639,0.00,0.00
34776,0.00,0.00
34910,0.00,0.00
35042,0.00,0.00
35173,0.00,0.00
35305,0.00,0.00
35440,0.00,0.00
35571,0.00,0.00
35705,0.00,0.00
35834,0.00,0.00
35967,0.00,0.00
36095,0.00,0.00
36223,0.00,0.00
36353,0.00,0.00
36497,0.00,0.00
36633,0.00,0.00
36769,0.00,0.00
36899,0.00,0.00
37048,0.00,0.00
37176,0.00,0.00
37310,0.00,0.00
37451,0.00,0.00
37582,0.00,0.00
37719,15.07,-16.93
37854,17.79,-29.38
38010,19.48,-35.70
38144,19.68,-32.51
38287,14.74,-17.92
38438,8.19,-9.35
38580,0.85,-4.70
38727,-0.17,-3.02
38864,0.00,0.00
39004,0.00,0.00
39158,0.00,0.00
39288,0.00,0.00
39435,0.00,0.00
39568,0.00,0.00
39704,0.00,0.00
39856,0.00,0.00
39997,0.00,0.00
40128,0.00,0.00
40259,0.00,0.00
40396,0.00,0.00
40539,0.00,0.00
40662,0.00,0.00
40817,0.00,0.00
40971,0.00,0.00
41107,0.00,0.00
41254,0.00,0.00
41385,0.00,0.00
41519,0.00,0.00
41654,0.00,0.00
41800,0.00,0.00
41933,0.00,0.00
42064,0.00,0.00
42203,0.00,0.00
42345,0.00,0.00
42489,0.00,0.00
42643,0.00,0.00
42777,0.00,0.00
42905,0.00,0.00
43039,0.00,0.00
43185,0.00,0.00
43317,0.00,0.00
43448,9.06,-9.36
43590,16.57,-20.18
43730,16.48,-22.31
43880,16.53,-21.49
44015,17.97,-21.92
44171,16.49,-21.43
44314,14.39,-21.79
44448,15.29,-23.37
44591,17.86,-26.23
44742,16.95,-25.82
44882,16.05,-25.2
45045,16.62,-24.80
45250,16.78,-24.74
45449,16.78,-24.74
45645,16.78,-24.74
45844,16.78,-24.74
46066,16.78,-24.74
46272,16.78,-24.74
46481,16.78,-24.74
46700,16.78,-24.74
46891,16.78,-24.74
47083,16.78,-24.74
47260,16.78,-24.74
47443,16.78,-24.74
47647,16.78,-24.74
47782,16.78,-24.74
47917,16.78,-24.74
48053,16.78,-24.74
48195,16.78,-24.74
48320,16.78,-24.74
48452,16.78,-24.74
48584,16.78,-24.74
48716,16.78,-24.74
48848,16.78,-24.74
48994,16.78,-24.74
49129,16.78,-24.74
49265,16.78,-24.74
49400,16.78,-24.74
49535,16.78,-24.74
49667,16.78,-24.74
49802,16.78,-24.74
49937,16.78,-24.74
50083,16.78,-24.74
50215,16.78,-24.74
50350,16.78,-24.74
50479,16.78,-24.74
50617,16.78,-24.74
50749,16.78,-24.74
50881,16.78,-24.74
51016,16.78,-24.74
51149,16.78,-24.74
51284,16.78,-24.74
51416,16.78,-24.74
51551,16.78,-24.74
51683,16.78,-24.74
51829,16.78,-24.74
51961,16.78,-24.74
52094,16.78,-24.74
52232,16.78,-24.74
52367,16.78,-24.74
52509,16.78,-24.74
52656,16.78,-24.74
52788,16.78,-24.74
52920,16.78,-24.74
53052,16.78,-24.74
53184,16.78,-24.74
53316,16.78,-24.74
53444,16.78,-24.74
53586,16.78,-24.74
53721,16.78,-24.74
53853,16.78,-24.74
53985,16.78,-24.74
54117,16.78,-24.74
54249,16.78,-24.74
54381,16.78,-24.74
54513,16.78,-24.74
54645,16.78,-24.74
54777,16.78,-24.74
54909,16.78,-24.74
55045,16.78,-24.74
55232,16.78,-24.74
55447,16.78,-24.74
55645,16.78,-24.74
55867,16.78,-24.74
56071,16.78,-24.74
56261,16.78,-24.74
56460,16.78,-24.74
56664,16.78,-24.74
56855,16.78,-24.74
57045,16.78,-24.74
57249,16.78,-24.74
57445,16.78,-24.74
57643,16.78,-24.74
57858,16.78,-24.74
58052,16.78,-24.74
58242,16.78,-24.74
58446,16.78,-24.74
58636,16.78,-24.74
58813,16.78,-24.74
59012,16.78,-24.74
59208,16.78,-24.74
59406,16.78,-24.74
59607,16.78,-24.74
59806,16.78,-24.74
60028,16.78,-24.74
60226,16.78,-24.74
60430,16.78,-24.74
60691,16.78,-24.74
60904,16.78,-24.74
61090,16.78,-24.74
61283,16.78,-24.74
61484,16.78,-24.74
61677,16.78,-24.74
61881,16.78,-24.74
62082,16.78,-24.74
62275,16.78,-24.74
62466,16.78,-24.74
62675,16.78,-24.74
62873,16.78,-24.74
63082,16.78,-24.74
63299,16.78,-24.74
63490,16.78,-24.74
63699,16.78,-24.74
63895,16.78,-24.74
64088,16.78,-24.74
64291,16.78,-24.74
64513,16.78,-24.74
64717,16.78,-24.74
64907,16.78,-24.74
65111,16.78,-24.74
65301,16.78,-24.74
65479,16.78,-24.74
65677,16.78,-24.74
65886,16.78,-24.74
66089,16.78,-24.74
66293,16.78,-24.74
66470,16.78,-24.74
66668,16.78,-24.74
66868,16.78,-24.74
67062,16.78,-24.74
67242,-3.72,3.04
67437,-3.18,3.07
67611,-2.73,2.60
67781,-1.85,2.68
