T,yaw,pitch,roll
6770,-0.38, 0.01, -0.02
6893,-0.40, 0.01, -0.01
7012,-0.42, 0.01, -0.01
7127,-0.43, 0.01, -0.02
7245,-0.45, 0.02, -0.02
7359,-0.46, 0.02, -0.02
7479,-0.48, 0.02, -0.02
7592,-0.50, 0.01, -0.02
7711,-0.52, 0.01, -0.02
7825,-0.53, -0.00, -0.02
7944,-0.56, -0.00, -0.02
8058,-0.57, -0.00, -0.02
8177,-0.59, 0.00, -0.03
8294,-0.61, 0.00, -0.02
8408,-0.63, -0.00, -0.02
8525,-0.64, -0.00, -0.02
8639,-0.67, -0.00, -0.02
8756,-0.68, 0.00, -0.02
8870,-0.70, 0.01, -0.02
8987,-0.73, 0.02, -0.03
9102,-0.74, 0.02, -0.02
9218,-0.76, 0.01, -0.02
9332,-0.78, 0.01, -0.02
9449,-0.80, 0.00, -0.02
9563,-0.82, 0.01, -0.02
9680,-0.84, 0.01, -0.03
9794,-0.86, 0.01, -0.03
9911,-0.88, 0.00, -0.03
10026,-0.90, -0.01, -0.02
10143,-0.92, -0.01, -0.02
10258,-0.94, -0.01, -0.02
10374,-0.96, 0.00, -0.02
10489,-0.99, 0.01, -0.03
10605,-1.00, 0.01, -0.03
10720,-1.02, 0.01, -0.02
10836,-1.04, 0.00, -0.02
10959,-1.07, 0.00, -0.02
11092,-1.10, 0.02, -0.03
11219,-1.12, 0.02, -0.03
11349,-1.15, 0.02, -0.03
11480,-1.16, 0.01, -0.03
11610,-1.19, -0.01, -0.02
11740,-1.22, -0.01, -0.02
11870,-1.24, -0.00, -0.02
12000,-1.27, 0.00, -0.03
12134,-1.30, 0.00, -0.02
12264,-1.33, -0.01, -0.02
12397,-1.36, -0.01, -0.02
12528,-1.38, -0.00, -0.02
12658,-1.41, 0.01, -0.02
12789,-1.44, 0.02, -0.03
12922,-1.46, 0.02, -0.03
13053,-1.50, 0.01, -0.03
13175,-1.52, 0.01, -0.02
13305,-1.55, 0.01, -0.03
13436,-1.57, 0.01, -0.03
13566,-1.61, 0.01, -0.03
13696,-1.64, -0.00, -0.03
13830,-1.67, -0.01, -0.02
13981,-1.70, -0.01, -0.02
14111,-1.74, -0.00, -0.02
14241,-1.77, 0.00, -0.02
14375,-1.80, 0.01, -0.02
14505,-1.83, 0.01, -0.02
14638,-1.87, 0.01, -0.02
14772,-1.90, 0.01, -0.02
14903,-1.93, 0.02, -0.03
15039,-1.97, 0.02, -0.03
15169,-2.00, 0.02, -0.03
15299,-2.03, 0.01, -0.03
15433,-2.06, -0.00, -0.03
15563,-2.10, -0.00, -0.02
15694,-2.14, 0.00, -0.02
15827,-2.17, 0.00, -0.02
15954,-2.21, 0.00, -0.02
16087,-2.25, -0.00, -0.02
16210,-2.27, -0.00, -0.02
16341,-2.31, 0.01, -0.02
16471,-2.34, 0.01, -0.02
16601,-2.38, 0.02, -0.03
16735,-2.41, 0.02, -0.03
16879,-2.45, 0.01, -0.03
17002,-2.50, 0.01, -0.03
17132,-2.52, 0.01, -0.03
17263,-2.57, 0.01, -0.03
17396,-2.61, 0.01, -0.03
17528,-2.64, 0.00, -0.03
17660,-2.68, -0.00, -0.02
17791,-2.73, -0.00, -0.02
17926,-2.76, 0.00, -0.02
18069,-2.80, 0.01, -0.02
18203,-2.84, 0.01, -0.03
18335,-2.88, 0.01, -0.02
18467,-2.92, 0.01, -0.02
18596,-2.97, 0.01, -0.02
18727,-3.00, 0.01, -0.03
18869,-3.04, 0.01, -0.03
19000,-3.09, 0.01, -0.03
19132,-3.12, 0.00, -0.03
19264,3.11, 0.00, -0.03
19396,3.07, 0.00, -0.03
19527,3.04, 0.01, -0.03
19662,2.99, 0.01, -0.03
19794,2.94, 0.01, -0.03
19925,2.91, 0.00, -0.02
20053,2.85, 0.01, -0.02
20185,2.82, 0.01, -0.02
20317,2.78, 0.02, -0.03
20448,2.73, 0.02, -0.03
20580,2.70, 0.01, -0.03
20712,2.65, 0.01, -0.03
20843,2.59, 0.00, -0.03
20978,2.56, 0.01, -0.03
21113,2.51, 0.01, -0.03
21241,2.46, 0.01, -0.03
21373,2.43, 0.00, -0.03
21505,2.38, 0.00, -0.02
21636,2.33, 0.01, -0.03
21768,2.29, 0.01, -0.03
21903,2.24, 0.01, -0.03
22036,2.19, 0.01, -0.03
22169,2.16, 0.01, -0.02
22301,2.10, 0.01, -0.02
22432,2.07, 0.01, -0.03
22564,2.02, 0.02, -0.03
22699,1.97, 0.02, -0.03
22827,1.94, 0.01, -0.03
22960,1.88, 0.00, -0.03
23100,1.83, -0.00, -0.03
23232,1.80, 0.00, -0.03
23363,1.75, 0.01, -0.03
23495,1.69, 0.01, -0.03
23630,1.66, 0.01, -0.03
23768,1.61, 0.01, -0.02
23907,1.56, 0.01, -0.03
24031,1.52, 0.01, -0.03
24163,1.47, 0.02, -0.03
24295,1.42, 0.02, -0.03
24443,1.37, 0.01, -0.02
24575,1.33, 0.01, -0.03
24707,1.28, 0.01, -0.03
24838,1.23, 0.01, -0.03
24970,1.20, 0.01, -0.03
25101,1.15, 0.01, -0.03
25233,1.11, 0.00, -0.03
25364,1.06, -0.00, -0.03
25495,1.01, 0.00, -0.03
25627,0.98, -0.03, -0.09
25766,0.94, -0.07, -0.07
25912,0.91, -0.03, -0.03
26056,0.87, -0.02, -0.02
26187,0.83, -0.02, -0.02
26333,0.81, -0.01, -0.02
26484,0.77, -0.01, -0.03
26616,0.73, -0.01, -0.03
26756,0.69, -0.01, -0.03
26892,0.65, -0.01, -0.03
27030,0.63, -0.01, -0.03
27166,0.59, -0.01, -0.03
27307,0.55, -0.01, -0.03
27443,0.51, -0.01, -0.03
27574,0.49, -0.01, -0.03
27711,0.45, -0.01, -0.03
