17675,1
17685,1
17694,1
17708,1
17718,1
17727,1
17741,1
17752,1
17791,1
17805,1
17815,1
17824,1
17838,1
17848,1
17858,1
17872,1
17882,1
17921,1
17935,1
17945,1
17955,1
17969,1
17978,1
17988,1
18002,1
18012,1
18052,1
18061,1
18075,1
18085,1
18094,1
18108,1
18118,1
18128,1
18143,1
18157,1
18191,1
18205,1
18215,1
18225,1
18239,1
18248,1
18258,1
18272,1
18282,1
18322,1
18335,1
18345,1
18355,1
18369,1
18378,1
18388,1
18402,1
18413,1
18448,1
18466,1
18475,1
18485,1
18499,1
18508,1
18518,1
18532,1
18542,1
18552,1
18596,1
18605,1
18615,1
18629,1
18639,1
18648,1
18662,1
18672,1
18682,1
18722,1
18736,1
18745,1
18755,1
18769,1
18778,1
18788,1
18802,1
18813,1
18852,1
18866,1
18875,1
18885,1
18899,1
18909,1
18918,1
18932,1
18943,1
18982,1
18996,1
19006,1
19015,1
19029,1
19039,1
19049,1
19062,1
19073,1
19112,1
19126,1
19136,1
19145,1
19159,1
19169,1
19179,1
19193,1
19203,1
19242,1
19256,1
19266,1
19276,1
19290,1
19299,1
19299,1
19312,1
19326,1
19337,1
19376,1
19390,1
19399,1
19409,1
19423,1
19433,1
19442,1
19456,1
19466,1
19476,1
19520,1
19529,1
19539,1
19553,1
19563,1
19572,1
19586,1
19596,1
19607,1
19646,1
19660,1
19669,1
19679,1
19693,1
19703,1
19712,1
19726,1
19737,1
19776,1
19790,1
19799,1
19809,1
19823,1
19833,1
19842,1
19856,1
19867,1
19906,1
19920,1
19930,1
19939,1
19953,1
19963,1
19972,1
19986,1
19997,1
20036,1
20050,1
20060,1
20069,1
20083,1
20093,1
20103,1
20117,1
20127,1
20166,1
20180,1
20190,1
20200,1
20214,1
20223,1
20233,1
20247,1
20257,1
20286,1
20306,1
20320,1
20330,1
20344,1
20353,1
20363,1
20373,1
20387,1
20397,1
20436,1
20450,1
20460,1
20470,1
20484,1
20493,1
20503,1
20517,1
20528,1
20567,1
20581,1
20590,1
20600,1
20614,1
20623,1
20633,1
20647,1
