T,yaw,pitch,roll
7163,-0.00, -0.00, 0.00
7289,-0.00, -0.04, 0.01
7408,-0.00, -0.03, 0.00
7522,-0.00, -0.01, 0.00
7640,0.00, 0.05, 0.01
7754,0.00, 0.06, 0.01
7872,0.00, 0.05, 0.00
7986,0.00, 0.01, -0.01
8104,0.00, -0.01, -0.02
8218,0.01, -0.01, -0.02
8338,0.01, 0.01, -0.01
8451,0.01, 0.00, 0.00
8569,0.01, -0.02, 0.01
8684,0.01, -0.05, 0.01
8802,0.02, -0.04, 0.01
8916,0.02, -0.01, 0.00
9034,0.03, 0.05, -0.00
9152,0.03, 0.06, -0.01
9266,0.04, 0.05, -0.01
9383,0.04, -0.00, -0.02
9497,0.05, -0.02, -0.02
9614,0.05, -0.02, -0.01
9728,0.06, -0.01, -0.01
9845,0.07, -0.00, -0.01
9959,0.08, -0.02, 0.00
10077,0.08, -0.03, 0.01
10192,0.10, -0.04, 0.01
10308,0.10, -0.01, 0.01
10423,0.12, 0.02, 0.00
10539,0.13, 0.04, -0.02
10653,0.14, 0.03, -0.02
10770,0.15, 0.01, -0.02
10885,0.16, -0.02, -0.01
11001,0.17, -0.02, -0.01
11116,0.19, -0.02, -0.00
11232,0.20, -0.01, -0.01
11347,0.21, -0.02, -0.00
11469,0.23, -0.03, 0.00
11599,0.24, -0.03, 0.01
11734,0.26, 0.00, 0.00
11863,0.28, 0.02, -0.01
12041,0.30, 0.02, -0.02
12249,0.33, -0.02, -0.01
12471,0.35, -0.02, -0.00
12675,0.38, -0.02, -0.01
12875,0.41, -0.03, -0.00
13069,0.43, -0.02, 0.01
13268,0.46, 0.02, -0.01
13396,0.48, 0.02, -0.03
13527,0.49, 0.01, -0.03
13659,0.51, -0.01, -0.02
13791,0.53, -0.02, -0.01
13923,0.54, -0.02, -0.01
14057,0.56, -0.01, -0.02
14189,0.58, -0.01, -0.01
14321,0.59, -0.01, -0.01
14456,0.1, -0.00, -0.00
14594,0.63, 0.02, -0.01
14730,0.65, 0.03, -0.02
14871,0.67, 0.02, -0.03
15003,0.69, 0.00, -0.02
15138,0.70, -0.02, -0.00
15266,0.72, -0.02, 0.00
15398,0.74, 0.00, -0.01
15530,0.75, 0.01, -0.02
15661,0.77, 0.01, -0.02
15793,0.79, 0.00, -0.01
15925,0.80, -0.00, -0.00
16057,0.82, -0.00, -0.00
16191,0.83, 0.01, -0.01
16320,0.85, 0.01, -0.02
16455,0.87, 0.01, -0.03
16586,0.88, -0.00, -0.01
16718,0.89, -0.01, -0.00
16850,0.91, -0.00, -0.01
16982,0.92, 0.00, -0.01
17110,0.94, 0.01, -0.02
17246,0.96, 0.01, -0.02
17380,0.97, -0.00, -0.01
17511,0.99, -0.00, -0.00
17643,1.01, 0.00, -0.00
17774,1.02, 0.01, -0.01
17904,1.03, 0.09, -0.00
18040,1.03, 0.07, -0.01
18169,1.03, 0.02, -0.01
18308,1.05, -0.04, 0.00
18447,1.05, -0.08, 0.03
18582,1.07, -0.10, 0.04
18729,1.08, -0.10, 0.08
18866,1.09, -0.06, 0.11
19003,1.09, -0.01, 0.08
19142,1.11, 0.01, 0.06
19280,1.11, 0.03, 0.03
19424,1.12, 0.03, -0.01
19560,1.13, 0.03, -0.00
19696,1.14, 0.03, -0.00
19827,1.15, 0.03, -0.00
19964,1.16, 0.03, -0.00
20117,1.17, 0.03, -0.00
20253,1.18, 0.03, -0.00
20395,1.19, 0.03, -0.00
20546,1.20, 0.03, -0.00
20674,1.20, 0.04, -0.00
20810,1.21, 0.04, -0.00
20946,1.22, 0.04, 0.00
21080,1.23, 0.04, 0.00
21226,1.24, 0.04, 0.00
21367,1.25, 0.04, 0.00
21503,1.26, 0.04, 0.00
21634,1.27, 0.04, 0.00
21780,1.28, 0.04, 0.00
21916,1.29, 0.04, 0.00
22046,1.30, 0.04, 0.00
22196,1.31, 0.04, 0.00
