T,pci,rci
7976,0.00,0.00
8090,0.00,0.00
8208,0.00,0.00
8322,0.00,0.00
8441,0.00,0.00
8555,0.00,0.00
8674,0.00,0.00
8792,0.00,0.00
8906,0.00,0.00
9024,0.00,0.00
9139,0.00,0.00
9257,0.00,0.00
9372,0.00,0.00
9490,0.00,0.00
9604,0.00,0.00
9722,0.00,0.00
9836,0.00,0.00
9953,0.00,0.00
10067,0.00,0.00
10184,0.00,0.00
10298,0.00,0.00
10415,0.00,0.00
10530,0.00,0.00
10646,0.00,0.00
10761,0.00,0.00
10877,0.00,0.00
10992,0.00,0.00
11108,0.00,0.00
11223,0.00,0.00
11339,0.00,0.00
11453,0.00,0.00
11570,0.00,0.00
11685,0.00,0.00
11820,0.00,0.00
11950,0.00,0.00
12080,0.00,0.00
12211,0.00,0.00
12339,0.00,0.00
12468,0.00,0.00
12602,0.00,0.00
12741,0.00,0.00
12876,0.00,0.00
13004,0.00,0.00
13139,0.00,0.00
13288,0.00,0.00
13420,0.00,0.00
13552,0.00,0.00
13683,0.00,0.00
13815,0.00,0.00
13947,0.00,0.00
14088,0.00,0.00
14220,0.00,0.00
14352,0.00,0.00
14483,0.00,0.00
14615,0.00,0.00
14750,0.00,0.00
14879,0.00,0.00
15011,0.00,0.00
15142,0.00,0.00
15274,0.00,0.00
15406,0.00,0.00
15545,0.00,0.00
15672,0.00,0.00
15804,0.00,0.00
15936,0.00,0.00
16068,0.00,0.00
16201,0.00,0.00
16331,0.00,0.00
16463,0.00,0.00
16595,0.00,0.00
16727,0.00,0.00
16858,0.00,0.00
16993,0.00,0.00
17122,0.00,0.00
17258,0.00,0.00
17388,0.00,0.00
17523,0.00,0.00
17655,0.00,0.00
17784,0.00,0.00
17916,0.00,0.00
18047,0.00,0.00
18179,0.00,0.00
18311,0.00,0.00
18443,0.00,0.00
18574,0.00,0.00
18709,0.00,0.00
18841,0.00,0.00
18969,0.00,0.00
19104,0.00,0.00
19236,0.00,0.00
19368,0.00,0.00
19499,0.00,0.00
19631,0.00,0.00
19763,0.00,0.00
19895,0.00,0.00
20026,0.00,0.00
20158,0.00,0.00
20293,0.00,0.00
20428,0.00,0.00
20559,0.00,0.00
20691,0.00,0.00
20823,0.00,0.00
20958,0.00,0.00
21086,0.00,0.00
21219,0.00,0.00
21346,0.00,0.00
21481,0.00,0.00
21616,0.00,0.00
21751,0.00,0.00
21879,0.00,0.00
22008,0.00,0.00
22140,0.00,0.00
22271,0.00,0.00
22403,0.00,0.00
22535,0.00,0.00
22670,0.00,0.00
22798,0.00,0.00
22930,0.00,0.00
23064,0.00,0.00
23196,0.00,0.00
23325,0.00,0.00
23461,0.00,0.00
23589,-0.01,3.57
23729,0.98,3.66
23865,0.00,0.00
24022,0.00,0.00
24162,0.00,0.00
24312,4.63,3.01
24458,4.09,2.61
24605,0.00,0.00
24737,0.00,0.00
24879,0.00,0.00
25015,0.00,0.00
25146,0.00,0.00
25283,0.00,0.00
25427,0.00,0.00
25563,0.00,0.00
25691,0.00,0.00
25830,0.00,0.00
25967,0.00,0.00
26109,0.00,0.00
26253,0.00,0.00
26385,0.00,0.00
26527,0.00,0.00
26664,0.00,0.00
26803,0.00,0.00
26931,0.00,0.00
27081,0.00,0.00
27220,0.00,0.00
27377,0.00,0.00
27516,0.00,0.00
