T,pwm1,pwm2,pwm3
7174,2025,1975,2000
7294,2025,1975,2000
7413,2025,1975,2000
757,2025,1975,2000
7645,2025,1975,2000
7759,2025,1975,2000
7877,2025,1975,2000
7991,2025,1975,2000
8109,2025,1975,2000
8223,2025,1975,2000
8342,2025,1975,2000
8456,2025,1975,2000
8574,2025,1975,2000
8692,2025,1975,2000
8807,2025,1975,2000
8925,2025,1975,2000
9039,2025,1975,2000
9156,2025,1975,2000
9271,2025,1975,2000
9388,2025,1975,2000
9502,2025,1975,2000
9619,2025,1975,2000
9733,2025,1975,2000
9850,2025,1975,2000
9964,2025,1975,2000
10081,2025,1975,2000
10196,2025,1975,2000
10312,2025,1975,2000
10427,2025,1975,2000
10543,2025,1975,2000
10657,2025,1975,2000
10774,2025,1975,2000
10889,2025,1975,2000
11005,2025,1975,2000
11120,2025,1975,2000
11236,2025,1975,2000
11351,2025,1975,2000
11475,2025,1975,2000
11604,2025,1975,2000
11737,2025,1975,2000
11867,2025,1975,2000
12052,2025,1975,2000
12283,2025,1975,2000
12480,2025,1975,2000
12679,2025,1975,2000
12887,2025,1975,2000
13073,2025,1975,2000
13271,2025,1975,2000
13400,2003,1685,2148
13532,2003,1685,2148
13663,2003,1685,2148
13795,2003,1685,2148
13927,2003,1685,2148
14062,2003,1685,2148
14193,2003,1685,2148
14325,2003,1685,2148
14460,2003,1685,2148
14603,2003,1685,2148
14738,2003,1685,2148
14876,2003,1685,2148
15007,2003,1685,2148
15142,2003,1685,2148
15271,2003,1685,2148
15402,2003,1685,2148
15534,2003,1685,2148
15669,2003,1685,2148
15797,2003,1685,2148
15929,2003,1685,2148
16061,2003,1685,2148
16197,2003,1685,2148
16324,2003,1685,2148
16459,2003,1685,2148
16592,2003,1685,2148
16723,2003,1685,2148
16854,2003,1685,2148
16986,2003,1685,2148
17115,2003,1685,2148
17249,2003,1685,2148
17384,2003,1685,2148
17519,2003,1685,2148
17647,2003,1685,2148
17779,2003,1685,2148
17908,2025,1975,2000
18045,2070,2023,1968
18173,2082,2039,1959
18312,2082,2039,1959
18452,2074,2027,1965
18586,2050,1988,1987
18742,2003,1882,2037
18870,1997,1827,2058
19007,2009,1764,2075
19146,2033,1734,2077
19297,2043,1729,2075
19428,2043,1729,2075
19564,2043,1729,2075
19702,2043,1729,2075
19840,2043,1729,2075
19968,2043,1729,2075
20121,2043,1729,2075
20257,2043,1729,2075
20400,2043,1729,2075
20550,2043,1729,2075
20678,2043,1729,2075
20814,2043,1729,2075
20950,2043,1729,2075
21093,2043,1729,2075
21244,2043,1729,2075
21371,2043,1729,2075
21507,2043,1729,2075
21647,2043,1729,2075
21784,2043,1729,2075
21920,2043,1729,2075
22050,2043,1729,2075
22200,2043,1729,2075
