T,pwm1,pwm2,pwm3
6981,2025,1975,2000
7096,2025,1975,2000
7214,2025,1975,2000
7328,2025,1975,2000
7447,2025,1975,2000
7561,2025,1975,2000
7679,2025,1975,2000
7793,2025,1975,2000
7912,2025,1975,2000
8026,2025,1975,2000
8145,2025,1975,2000
8263,2025,1975,2000
8377,2025,1975,2000
8495,2025,1975,2000
8610,2025,1975,2000
8728,2025,1975,2000
8842,2025,1975,2000
8959,2025,1975,2000
9073,2025,1975,2000
9189,2025,1975,2000
9304,2025,1975,2000
9421,2025,1975,2000
9535,2025,1975,2000
9652,2025,1975,2000
9766,2025,1975,2000
9882,2025,1975,2000
9997,2025,1975,2000
10114,2025,1975,2000
10229,2025,1975,2000
10345,2025,1975,2000
10460,2025,1975,2000
10576,2025,1975,2000
10691,2025,1975,2000
10807,2025,1975,2000
10922,2025,1975,2000
11038,2025,1975,2000
11153,2025,1975,2000
11269,2025,1975,2000
11384,2025,1975,2000
11500,2025,1975,2000
11615,2025,1975,2000
11731,2025,1975,2000
11846,2025,1975,2000
11962,2025,1975,2000
12077,2025,1975,2000
12205,2025,1975,2000
12338,2025,1975,2000
12465,2025,1975,2000
12595,2025,1975,2000
12726,2025,1975,2000
12859,2025,1975,2000
12989,2025,1975,2000
13120,2025,1975,2000
13256,2025,1975,2000
13387,2025,1975,2000
13517,2025,1975,2000
13650,2025,1975,2000
13781,2025,1975,2000
13910,2025,1975,2000
14044,2025,1975,2000
14174,2025,1975,2000
14308,2025,1975,2000
14438,2025,1975,2000
14560,2025,1975,2000
14691,2025,1975,2000
14824,2025,1975,2000
14951,2025,1975,2000
15081,2025,1975,2000
15215,2025,1975,2000
15345,2025,1975,2000
15478,2025,1975,2000
15609,2025,1975,2000
15735,2025,1975,2000
15872,2025,1975,2000
16002,2025,1975,2000
16133,2025,1975,2000
16273,2025,1975,2000
16403,2025,1975,2000
16533,2025,1975,2000
16667,2025,1975,2000
16797,2025,1975,2000
16924,2025,1975,2000
17057,2025,1975,2000
17187,2025,1975,2000
17318,2025,1975,2000
17448,2025,1975,2000
17579,2025,1975,2000
17709,2025,1975,2000
17842,2025,1975,2000
17972,2025,1975,2000
18105,2025,1975,2000
18233,2025,1975,2000
18366,2025,1975,2000
18496,2025,1975,2000
18619,2025,1975,2000
18749,2025,1975,2000
18879,2025,1975,2000
19009,2025,1975,2000
19140,2025,1975,2000
19270,2025,1975,2000
19400,2025,1975,2000
19533,2025,1975,2000
19663,2025,1975,2000
19794,2025,1975,2000
19924,2025,1975,2000
20054,2025,1975,2000
20185,2025,1975,2000
20318,2025,1975,2000
20448,2025,1975,2000
20579,2025,1975,2000
20709,2025,1975,2000
20840,2025,1975,2000
20962,2025,1975,2000
21092,2025,1975,2000
21222,2025,1975,2000
21353,2025,1975,2000
21483,2025,1975,2000
21613,2025,1975,2000
21743,2025,1975,2000
21875,2025,1975,2000
22004,2025,1975,2000
