T,L1,L2,L3
6755,0, 0, 0
6891,155, 158, 121
7010,234, 240, 247
7124,276, 281, 279
7243,298, 296, 306
7357,308, 308, 321
7476,313, 315, 329
7590,316, 318, 334
7709,317, 321, 333
7823,319, 324, 333
7942,319, 324, 333
8056,319, 324, 332
8175,318, 323, 332
8289,315, 324, 332
8406,314, 324, 330
8520,313, 323, 330
8637,313, 324, 329
8751,313, 324, 327
8868,313, 324, 328
8982,314, 322, 330
9099,313, 322, 330
9213,312, 324, 331
9330,312, 325, 330
9444,313, 326, 328
9561,313, 324, 328
9675,313, 323, 329
9792,314, 323, 330
9906,315, 325, 331
10023,316, 325, 326
10138,316, 325, 323
10255,314, 327, 322
10370,314, 326, 321
10486,314, 325, 322
10601,313, 325, 324
10717,314, 324, 323
10832,313, 324, 322
10950,314, 325, 322
11080,315, 325, 322
11211,315, 325, 324
11341,314, 322, 325
11471,314, 322, 324
11602,314, 324, 321
11728,314, 325, 317
11862,314, 324, 315
11988,315, 325, 314
12126,315, 326, 315
12251,315, 325, 315
12385,315, 327, 314
12520,314, 326, 313
12650,315, 325, 315
12776,315, 324, 318
12906,315, 325, 322
13037,314, 324, 322
13167,314, 324, 321
13297,314, 324, 321
13427,317, 325, 320
13558,317, 325, 318
13688,316, 324, 315
13818,316, 323, 314
13958,315, 325, 312
14098,316, 323, 310
14229,316, 324, 311
14362,315, 324, 312
14492,315, 322, 313
14626,314, 323, 314
14756,314, 323, 316
14886,314, 322, 317
15031,315, 321, 320
15157,315, 321, 321
15291,316, 322, 319
15420,317, 322, 316
15551,316, 322, 314
15681,317, 322, 313
15811,316, 323, 313
15942,316, 325, 312
16072,316, 325, 312
16202,314, 325, 311
16333,315, 326, 312
16463,313, 326, 313
16593,314, 327, 316
16723,315, 325, 318
16863,315, 325, 319
16994,315, 324, 319
17124,315, 325, 317
17254,315, 322, 317
17388,315, 322, 317
17520,316, 323, 315
17651,316, 323, 314
17783,317, 324, 313
17918,318, 325, 313
18053,317, 325, 317
18188,315, 324, 319
18319,316, 323, 321
18451,315, 327, 321
18583,315, 328, 322
18715,315, 326, 322
18850,314, 325, 323
18992,316, 324, 323
19124,316, 324, 323
19256,315, 324, 321
19387,317, 324, 321
19519,316, 323, 322
19654,314, 322, 323
19785,315, 322, 324
19917,316, 323, 326
20045,316, 325, 327
20177,315, 327, 328
20304,313, 325, 329
20436,314, 324, 330
20567,315, 324, 329
20699,315, 325, 329
20831,315, 325, 329
20965,315, 323, 328
21097,313, 323, 326
21233,314, 323, 326
21360,314, 325, 329
21492,314, 324, 329
21624,314, 324, 331
21755,314, 322, 331
21890,312, 322, 331
22022,309, 321, 330
22161,306, 317, 328
22293,298, 309, 321
22424,283, 298, 309
22556,268, 279, 291
22691,255, 266, 277
22819,243, 254, 265
22946,228, 239, 253
23092,219, 228, 240
23223,207, 219, 232
23355,197, 205, 218
23487,184, 191, 203
23618,166, 178, 192
23760,157, 167, 181
23891,150, 160, 174
24023,145, 155, 170
24155,143, 151, 169
24286,138, 148, 165
24431,132, 142, 157
24563,124, 133, 146
24699,105, 114, 132
24826,89, 98, 114
24962,78, 87, 103
25089,66, 78, 94
25220,58, 69, 82
25352,50, 62, 73
25483,40, 48, 61
25614,0, 0, 52
25758,0, 0, 41
25892,0, 0, 36
26040,0, 0, 35
26172,0, 0, 35
26322,0, 0, 33
26468,0, 0, 32
26604,0, 0, 33
26741,0, 0, 32
26876,0, 0, 32
27022,0, 0, 31
27158,0, 0, 31
27295,0, 0, 31
27426,0, 0, 32
27562,0, 9, 32
27703,0, 0, 34
27830,0, 4, 33
27970,4, 0, 33
28107,0, 0, 33
28243,0, 9, 33
28374,0, 8, 33
28511,0, 0, 35
2847,0, 5, 35
28781,0, 8, 34
28931,0, 0, 34
29068,0, 0, 35
29207,0, 0, 33
29357,0, 0, 35
29503,0, 0, 35
29640,0, 0, 35
29785,0, 5, 37
29931,0, 0, 36
30068,0, 0, 37
30218,0, 0, 36
30354,0, 0, 37
30494,0, 4, 36
