T,pwm1,pwm2,pwm3
7577,2025,1975,2000
7691,2025,1975,2000
7810,2025,1975,2000
7924,2025,1975,2000
8043,2025,1975,2000
8157,2025,1975,2000
8276,2025,1975,2000
8390,2025,1975,2000
8509,2025,1975,2000
8627,2025,1975,2000
8742,2025,1975,2000
8860,2025,1975,2000
8974,2025,1975,2000
9091,2025,1975,2000
9206,2025,1975,2000
9323,2025,1975,2000
9437,2025,1975,2000
9553,2025,1975,2000
9668,2025,1975,2000
9784,2025,1975,2000
9899,2025,1975,2000
10016,2025,1975,2000
10131,2025,1975,2000
10247,2025,1975,2000
10362,2025,1975,2000
10478,2025,1975,2000
10593,2025,1975,2000
10709,2025,1975,2000
10824,2025,1975,2000
10940,2025,1975,2000
11073,2025,1975,2000
11196,2025,1975,2000
11326,2025,1975,2000
11456,2025,1975,2000
11587,2025,1975,2000
11720,2025,1975,2000
11847,2025,1975,2000
11974,2025,1975,2000
12218,2025,1975,2000
12448,2025,1975,2000
12689,2025,1975,2000
12835,1923,1937,2071
12970,1923,1937,2071
13108,1923,1937,2071
13240,1923,1937,2071
13372,1923,1937,2071
13504,1923,1937,2071
13636,1923,1937,2071
13767,1923,1937,2071
13899,1923,1937,2071
14031,1923,1937,2071
14163,1923,1937,2071
14295,1923,1937,2071
14426,1923,1937,2071
14558,1923,1937,2071
14690,1923,1937,2071
14821,1923,1937,2071
14953,1923,1937,2071
15085,1923,1937,2071
15217,1923,1937,2071
15348,1923,1937,2071
15480,1923,1937,2071
15612,1923,1937,2071
15744,1923,1937,2071
15875,1923,1937,2071
16007,1923,1937,2071
16142,1923,1937,2071
16274,1923,1937,2071
16405,1923,1937,2071
16537,1923,1937,2071
16669,1923,1937,2071
16801,1923,1937,2071
16932,1923,1937,2071
17064,1923,1937,2071
17196,1923,1937,2071
17328,1923,1937,2071
17460,1923,1937,2071
17591,1923,1937,2071
17726,1923,1937,2071
17858,1923,1937,2071
17993,1923,1937,2071
18124,1923,1937,2071
18270,1923,1937,2071
18405,1923,1937,2071
18537,1923,1937,2071
18668,1923,1937,2071
18800,1923,1937,2071
18932,1923,1937,2071
19064,1923,1937,2071
19195,1923,1937,2071
19334,1923,1937,2071
19465,1923,1937,2071
19600,1923,1937,2071
19732,1923,1937,2071
19864,1923,1937,2071
19995,1923,1937,2071
20127,1923,1937,2071
20259,1923,1937,2071
20391,1923,1937,2071
20522,1923,1937,2071
20654,1923,1937,2071
20786,1923,1937,2071
20918,1923,1937,2071
21049,1923,1937,2071
21184,1923,1937,2071
21316,1923,1937,2071
21448,1923,1937,2071
21579,1923,1937,2071
21711,1923,1937,2071
21843,1923,1937,2071
21975,1923,1937,2071
22110,1923,1937,2071
22238,1923,1937,2071
22370,1923,1937,2071
22502,1923,1937,2071
22634,1923,1937,2071
22768,1923,1937,2071
22900,1923,1937,2071
23032,1923,1937,2071
23163,1923,1937,2071
23295,1923,1937,2071
23431,1923,1937,2071
23557,1923,1937,2071
23689,1923,1937,2071
23820,1923,1937,2071
23952,1923,1937,2071
24083,1923,1937,2071
24215,1923,1937,2071
24349,1923,1937,2071
24484,2425,2375,2400
24612,2425,2375,2400
24747,2425,2375,2400
24881,2425,2375,2400
25010,2425,2375,2400
25144,2425,2375,2400
25281,2425,2375,2400
25419,2425,2375,2400
25561,2425,2375,2400
25692,2425,2375,2400
25824,2425,2375,2400
25947,2425,2375,2400
26089,2425,2375,2400
26224,2425,2375,2400
26351,2425,2375,2400
26488,2425,2375,2400
26624,2425,2375,2400
26758,2425,2375,2400
26892,2425,2375,2400
27021,2425,2375,2400
27155,2425,2375,2400
27283,2425,2375,2400
27415,2425,2375,2400
27546,2425,2375,2400
27683,2425,2375,2400
27818,2425,2375,2400
27952,2425,2375,2400
28087,2425,2375,2400
28222,2425,2375,2400
28356,2425,2375,2400
28498,2425,2375,2400
28633,2425,2375,2400
28767,2425,2375,2400
28901,2425,2375,2400
29031,2425,2375,2400
29170,2425,2375,2400
29304,2425,2375,2400
29433,2425,2375,2400
29567,2425,2375,2400
29698,2425,2375,2400
29827,2425,2375,2400
29954,2425,2375,2400
30089,2425,2375,2400
30221,2425,2375,2400
30348,2425,2375,2400
30489,2425,2375,2400
30621,2425,2375,2400
30758,2425,2375,2400
30892,2425,2375,2400
31021,2425,2375,2400
31155,2425,2375,2400
31286,2425,2375,2400
31421,2425,2375,2400
31555,2425,2375,2400
31689,2425,2375,2400
31818,2425,2375,2400
31952,2425,2375,2400
32094,2425,2375,2400
32226,2425,2375,2400
