T,a1,a2,a3
6763,3807, 2319, 2854
6891,2902, 2805, 2779
7009,2845, 2904, 2859
7123,2800, 2745, 2874
7241,2799, 2777, 2864
7355,2822, 2944, 2823
7473,2785, 2799, 2855
7587,2831, 2769, 2850
7706,2831, 2869, 2818
7820,2779, 2862, 2917
7939,2845, 2795, 2834
8053,2907, 2821, 2864
8171,2935, 2747, 2879
8285,2915, 2848, 2851
8404,2919, 2830, 2946
8518,2868, 2909, 2831
8636,2880, 2870, 2859
8752,2878, 2843, 2855
8868,2880, 2791, 2871
8983,2887, 2855, 2837
9099,2883, 2853, 2857
9214,2877, 2935, 2945
9330,2892, 2843, 2812
9445,2865, 2873, 2795
9561,2903, 2807, 2882
9676,2911, 2897, 2864
9792,2927, 2823, 2925
9907,2880, 2864, 2871
10023,2846, 3129, 2868
10138,2855, 2924, 2774
10254,2896, 2862, 2767
10369,2896, 2757, 2912
10486,2849, 2891, 2875
10601,2881, 2777, 3200
10717,2903, 2919, 2743
10832,2905, 2866, 2815
10948,2934, 2843, 2932
11063,2874, 2832, 2886
11179,2859, 2932, 2800
11294,2896, 2895, 2847
11410,2891, 2915, 2783
11525,2907, 2791, 2829
11641,2933, 2803, 2859
11756,2903, 2779, 2855
11872,2896, 2838, 2727
11987,2909, 2800, 2850
12103,2861, 2819, 2610
12218,2903, 2751, 2897
12334,2871, 2826, 2873
12449,2918, 2816, 2816
12565,2875, 2881, 2781
12680,2894, 2774, 2814
12796,2863, 2850, 2867
12911,2880, 2880, 2855
13026,2921, 2829, 2854
13199,2895, 2784, 2897
13394,2898, 2799, 2859
13625,2896, 2909, 2896
13815,2879, 2916, 2904
13995,2877, 2832, 2790
14115,2867, 2434, 2752
14232,2982, 2650, 2855
14348,3013, 2641, 2921
14469,3010, 2699, 2930
14585,3025, 2551, 2863
14706,3018, 2556, 2856
14836,2958, 2715, 2902
14968,2970, 2623, 2929
15099,2969, 2763, 2880
15231,2985, 2652, 2870
15362,2967, 2592, 2880
15494,3030, 2631, 2890
15626,2978, 2621, 2954
15757,3009, 2624, 2885
15889,2958, 2579, 2880
16023,2981, 2533, 2909
16155,3092, 2554, 2899
16287,3021, 2595, 2860
16418,2993, 2637, 2929
16550,3008, 2559, 2912
16682,2973, 2681, 2761
16816,2989, 2672, 2890
16944,3244, 2610, 2901
17076,2965, 2583, 2923
17208,2992, 2515, 2978
17341,3006, 2634, 2901
17475,2951, 2646, 2851
17606,2943, 2559, 3033
17739,3024, 2551, 2886
17869,2993, 2613, 3044
17998,2992, 2602, 2883
18132,2954, 2593, 2928
18264,2974, 2339, 2955
18396,2949, 2640, 2905
18527,3002, 2592, 2891
18663,2992, 2503, 3008
18794,2995, 2548, 3043
18926,3029, 2682, 2893
19067,2985, 2608, 2906
19205,3013, 2535, 2842
19340,3052, 2531, 2850
19471,3020, 2559, 2913
19603,3001, 2512, 2919
19735,3011, 2624, 2976
19866,3031, 2599, 2896
19998,3005, 2583, 2907
20129,2963, 2592, 2915
20261,3019, 2559, 2922
20392,2975, 2673, 2894
20524,2990, 2519, 2901
20655,2961, 2538, 2882
20787,2971, 2601, 2861
20919,2971, 2544, 2886
21050,2980, 2559, 2877
21185,2994, 2559, 2928
21316,3024, 2559, 2838
21448,2967, 2616, 2896
21579,2989, 2683, 2896
21710,3024, 2622, 2925
21842,2979, 2529, 2462
21973,3005, 2604, 2911
22104,3210, 2485, 2880
22241,2953, 2673, 2843
22380,2864, 2671, 2866
22528,2890, 2803, 2915
22659,2863, 2724, 2925
22796,2962, 2540, 2911
22933,3025, 2507, 2836
23073,3119, 2530, 2845
23215,3266, 2497, 2701
23362,3353, 2498, 2646
23498,3534, 2381, 2747
23635,3603, 2401, 2657
23778,3629, 2404, 2661
23906,3605, 2425, 2623
24043,3791, 2399, 2672
24179,3567, 2399, 2619
24313,3871, 2375, 2627
24456,3676, 2404, 2650
24592,3639, 2341, 2673
24733,3805, 2422, 2640
24864,3632, 2336, 2704
25003,3829, 2411, 2654
25140,3805, 2353, 2656
25276,3827, 2401, 2720
25407,3678, 2410, 2608
25543,4095, 2367, 2656
25703,3771, 2315, 2723
25839,3843, 2340, 2712
25979,3581, 2171, 2537
26110,3600, 2476, 2612
26250,3835, 2295, 2549
26396,3626, 2375, 2716
26533,3837, 2507, 2559
26676,3847, 2379, 2698
