T,pci,rci
7778,0.00,0.00
7892,0.00,0.00
8010,0.00,0.00
8124,0.00,0.00
8242,0.00,0.00
8356,0.00,0.00
8474,0.00,0.00
8588,0.00,0.00
8706,0.00,0.00
8824,0.00,0.00
8938,0.00,0.00
9056,0.00,0.00
9170,0.00,0.00
9288,0.00,0.00
9402,0.00,0.00
9520,0.00,0.00
9634,0.00,0.00
9752,0.00,0.00
9866,0.00,0.00
9984,0.00,0.00
10098,0.00,0.00
10217,0.00,0.00
10332,0.00,0.00
10448,0.00,0.00
10563,0.00,0.00
10679,0.00,0.00
10794,0.00,0.00
10910,0.00,0.00
11025,0.00,0.00
11141,0.00,0.00
11256,0.00,0.00
11372,0.00,0.00
11487,0.00,0.00
11603,0.00,0.00
11718,0.00,0.00
11852,0.00,0.00
11997,0.00,0.00
12128,0.00,0.00
12250,0.00,0.00
12380,0.00,0.00
12510,0.00,0.00
12641,0.00,0.00
12771,0.00,0.00
12902,0.00,0.00
13032,0.00,0.00
13162,0.00,0.00
13293,0.00,0.00
13423,0.00,0.00
13556,0.00,0.00
13686,0.00,0.00
13817,0.00,0.00
13947,0.00,0.00
14078,0.00,0.00
14208,0.00,0.00
14330,0.00,0.00
14461,0.00,0.00
14591,0.00,0.00
14724,0.00,0.00
14872,0.00,0.00
14999,0.00,0.00
15132,0.00,0.00
15264,0.00,0.00
15386,0.00,0.00
15516,0.00,0.00
15647,0.00,0.00
15777,0.00,0.00
15907,0.00,0.00
16038,0.00,0.00
16168,0.00,0.00
16300,0.00,0.00
16432,0.00,0.00
16562,0.00,0.00
16697,0.00,0.00
16826,0.00,0.00
16956,0.00,0.00
17093,0.00,0.00
17224,0.00,0.00
17354,0.00,0.00
17485,0.00,0.00
17615,0.00,0.00
17748,0.00,0.00
17879,0.00,0.00
18006,0.00,0.00
18140,0.00,0.00
18270,0.00,0.00
18401,0.00,0.00
18531,0.00,0.00
18662,0.00,0.00
18784,0.00,0.00
18917,0.00,0.00
19048,0.00,0.00
19175,0.00,0.00
19305,0.00,0.00
19436,0.00,0.00
19569,0.00,0.00
19696,0.00,0.00
19827,0.00,0.00
19957,0.00,0.00
20097,0.00,0.00
20228,0.00,0.00
20358,0.00,0.00
20488,0.00,0.00
20619,0.00,0.00
20752,0.00,0.00
20882,0.00,0.00
21015,0.00,0.00
21152,0.00,0.00
21282,0.00,0.00
21417,0.00,0.00
21546,0.00,0.00
21676,0.00,0.00
21884,0.00,0.00
22082,0.00,0.00
22304,0.00,0.00
22507,0.00,0.00
22697,0.00,0.00
22827,0.00,0.00
22943,0.00,0.00
23064,0.00,0.00
23184,0.00,0.00
23316,0.00,0.00
23448,0.00,0.00
23580,0.00,0.00
23712,0.00,0.00
23843,0.00,0.00
23975,0.00,0.00
24107,0.00,0.00
24239,0.00,0.00
24371,0.00,0.00
24494,0.00,0.00
24633,0.00,0.00
24758,0.00,0.00
24890,0.00,0.00
25022,0.00,0.00
25153,0.00,0.00
25299,0.00,0.00
25431,0.00,0.00
25563,0.00,0.00
25698,0.00,0.00
25829,0.00,0.00
25964,0.00,0.00
26099,0.00,0.00
26231,0.00,0.00
26363,0.00,0.00
26501,0.00,0.00
26636,0.00,0.00
26783,0.00,0.00
26915,0.00,0.00
27052,0.00,0.00
27184,0.00,0.00
27316,0.00,0.00
27448,0.00,0.00
27583,0.00,0.00
27714,0.00,0.00
27846,0.00,0.00
27978,0.00,0.00
28113,0.00,0.00
28248,0.00,0.00
28379,0.00,0.00
28508,0.00,0.00
28640,0.00,0.00
28771,0.00,0.00
28903,0.00,0.00
29035,0.00,0.00
29167,0.00,0.00
29298,0.00,0.00
29433,0.00,0.00
29566,0.00,0.00
29699,0.00,0.00
29831,0.00,0.00
29968,-3.14,1.41
30120,0.00,0.00
30262,0.00,0.00
30396,5.19,0.72
30533,5.68,0.00
30677,4.31,-1.30
30813,0.00,0.00
30944,0.00,0.00
31077,0.00,0.00
31223,0.00,0.00
31368,0.00,0.00
31499,0.00,0.00
31637,0.00,0.00
31773,0.00,0.00
31910,0.00,0.00
32044,0.00,0.00
32180,0.00,0.00
32331,0.00,0.00
32467,0.00,0.00
32598,0.00,0.00
32729,0.00,0.00
32856,0.00,0.00
33014,0.00,0.00
33138,0.00,0.00
33282,0.00,0.00
33419,0.00,0.00
33549,0.00,0.00
33692,0.00,0.00
33828,0.00,0.00
33978,0.00,0.00
34117,0.00,0.00
34245,0.00,0.00
34384,0.00,0.00
34521,0.00,0.00
34649,0.00,0.00
34785,0.00,0.00
34935,0.00,0.00
35075,0.00,0.00
35203,0.00,0.00
35339,0.00,0.00
35475,0.00,0.00
35615,0.00,0.00
35746,0.00,0.00
35896,0.00,0.00
36039,0.00,0.00
36189,0.00,0.00
36328,0.00,0.00
36465,0.00,0.00
36593,0.00,0.00
36732,0.00,0.00
36868,0.00,0.00
36996,0.00,0.00
37130,0.00,0.00
37279,0.00,0.00
37419,0.00,0.00
37549,0.00,0.00
37682,0.00,0.00
37822,0.00,0.00
37953,0.00,0.00
38089,0.00,0.00
38234,0.00,0.00
38370,0.00,0.00
38512,0.00,0.00
38643,0.00,0.00
38782,0.00,0.00
38932,0.00,0.00
39069,0.00,0.00
39208,0.00,0.00
39339,0.00,0.00
39476,0.00,0.00
39635,0.00,0.00
39785,0.00,0.00
39931,0.00,0.00
40081,0.00,0.00
40221,0.00,0.00
40352,0.00,0.00
40485,0.00,0.00
40624,0.00,0.00
40753,0.00,0.00
