T,a1,a2,a3
7753,1884, 1632, 1904
7881,2494, 2371, 2367
7999,2822, 2823, 2826
8113,2846, 2766, 2835
8231,2815, 2868, 2843
8345,2815, 2814, 2843
8463,2864, 2845, 2841
8577,2842, 2786, 2838
8695,2817, 2828, 2791
8809,2830, 2800, 2830
8927,2896, 2846, 2805
9041,2878, 2821, 2848
9159,2877, 2811, 2890
9273,2869, 2889, 2822
9391,2880, 2836, 2832
9505,2858, 2851, 2831
9623,2867, 2876, 2841
9737,2897, 2880, 2865
9855,2913, 2770, 2832
9969,2927, 2865, 2861
10087,2875, 2770, 2850
10204,2843, 2827, 3014
10321,2896, 2819, 2829
10436,2896, 2811, 2803
10552,2559, 2791, 2826
10667,2883, 2834, 2800
10783,2914, 2783, 2624
10898,2897, 2890, 2807
11014,2885, 2832, 2828
11129,2879, 2823, 2729
11245,2895, 2768, 2832
11360,2894, 2831, 2831
11476,2854, 2779, 2847
11591,2859, 2671, 2819
11707,2849, 2809, 2810
11836,2926, 2835, 2782
11976,2897, 2866, 2783
12107,2890, 2819, 2846
12237,2877, 2758, 2782
12367,2850, 2805, 2832
12498,2870, 2821, 2797
12628,2880, 2878, 2867
12758,2885, 2832, 2830
12889,2853, 2864, 2832
13019,2875, 2787, 2851
13150,2924, 2823, 2833
13280,2877, 2802, 2818
13406,2874, 2832, 2874
13536,2880, 2781, 2861
13666,2907, 2752, 2815
13797,2889, 2882, 2861
13927,2926, 2835, 2816
14057,2890, 2864, 2858
14187,2913, 2831, 2853
14318,2896, 2795, 2768
14448,2882, 2887, 2822
14578,2896, 2800, 2815
14712,2747, 2853, 2832
14852,2874, 2789, 2855
14982,2911, 2864, 2789
15112,2833, 2785, 2806
15243,2861, 2842, 2800
15373,2908, 2787, 2832
15503,2891, 2832, 2878
15634,2892, 2739, 2823
15764,2874, 2849, 2861
15895,2880, 2820, 2846
16025,2867, 2771, 2835
16155,2886, 2838, 2880
16286,2906, 2785, 2839
16419,2885, 2881, 2848
16550,2896, 3018, 2831
16680,2877, 2877, 2795
16810,2859, 2779, 2884
16936,2883, 2830, 2801
17081,2895, 2841, 2831
17211,2896, 2849, 2833
17341,2878, 2859, 2807
17472,2916, 2867, 2853
17602,2873, 2783, 2816
17728,2855, 2830, 2779
17859,2910, 2881, 2820
17989,2890, 2874, 2831
18119,2906, 2826, 2807
18250,2881, 2781, 2843
18380,2847, 2775, 2832
18510,2880, 2799, 2831
18641,2891, 2869, 2851
18771,2893, 2804, 2779
18903,2865, 2785, 2811
19032,2912, 2786, 2842
19162,2842, 2819, 2857
19293,2880, 2861, 2915
19423,2893, 2701, 2827
19553,2875, 2849, 2854
19684,2882, 2933, 2821
19814,2903, 2757, 2928
19940,2915, 2787, 2811
20071,2850, 2867, 2829
20215,2899, 2842, 2804
20345,2880, 2831, 2896
20476,2881, 2631, 2767
20606,2897, 2848, 2893
20739,2896, 2819, 2791
20870,2890, 2788, 2864
20995,2846, 2828, 2854
21126,2865, 2787, 2800
21270,2860, 2847, 2853
21400,2878, 2906, 2771
21530,2878, 2826, 2819
21664,2945, 2799, 2820
21813,2860, 2880, 2800
22038,2847, 2857, 2799
22241,2879, 2833, 2822
22445,2798, 2845, 3149
22667,2914, 2879, 2864
22814,2871, 2775, 2877
22930,2736, 2583, 3011
23051,2768, 2633, 3041
23167,2703, 2554, 3042
23296,2767, 2534, 3054
23427,2718, 2382, 3062
23559,2711, 2512, 3054
23691,2674, 2523, 3002
23822,2793, 2481, 3066
23954,2741, 2527, 3021
24086,2755, 2521, 3053
24218,2699, 2469, 3050
24350,2721, 2487, 3031
24482,2729, 2496, 3170
24613,2702, 2545, 3034
24745,2698, 2509, 3002
24877,2767, 2533, 3056
25009,2743, 2539, 3047
25141,2715, 2559, 3159
