T,a1,a2,a3
7795,2742,2759,2919
7825,2760,2736,2960
7858,2771,2691,2953
7891,2739,2794,2942
7924,2839,2749,2974
7957,2818,2769,2922
7990,2759,2753,2896
8023,2795,2749,2944
8056,2795,2769,2855
8089,2807,2589,2834
8122,2912,2819,2867
8155,2850,2892,2845
8188,2883,2731,2891
8221,2901,2727,2949
8254,2858,2890,2927
8287,2879,2896,2899
8320,2847,2859,2832
8353,2896,2843,2864
8386,2855,2892,2915
8419,2866,2831,2866
8452,2857,2750,2945
8485,2895,2739,2877
8518,2887,2840,3005
8551,2877,2852,2842
8584,2807,2827,2855
8617,2823,2874,2878
8650,2831,2850,2867
8683,2832,2800,2864
8716,2845,2799,2837
8749,2744,2821,2849
8782,2856,2800,2890
8815,2826,2754,2864
8848,2846,2965,2897
8881,2849,2834,2860
8914,2736,2814,2851
8947,2836,2814,2871
8980,2832,2832,2900
9013,2863,2753,2963
9046,2853,2814,2926
9079,2823,2754,2819
9112,2823,2900,2853
9145,2908,2896,2861
9178,2844,2771,2901
9211,2855,2754,2903
9244,2897,2770,2925
9277,2884,2803,2879
9310,2882,2816,2891
9343,2890,2870,2896
9376,2881,2826,2912
9409,2864,3009,2877
9442,2884,2837,2819
9475,2844,2791,2887
9508,2899,2884,2842
9541,2871,2869,2835
9574,2877,2803,2880
9607,2913,2853,2832
9640,2909,2802,2877
9673,2865,2779,2861
9706,2934,2742,2815
9739,2903,2801,2896
9772,2887,2933,2896
9805,2879,2850,2874
9838,2878,2813,2929
9871,2931,2837,2887
9904,2879,2651,2833
9937,2823,2886,2860
9970,2879,2845,2819
10003,2879,2875,2855
10036,2773,2886,2904
10069,2880,2753,2897
10102,2878,2822,2874
10135,2914,2896,2883
10168,2899,2850,2860
10201,2899,2827,2930
10234,2863,2722,2723
10267,2877,2763,2902
10300,2890,2878,2890
10333,2937,2741,2913
10366,2894,2847,2927
10399,2873,2787,2906
10432,2878,2865,2879
10465,2896,2848,2895
10498,2803,2837,2935
10531,2880,2939,2857
10564,2886,2865,2904
10597,2863,2809,2919
10630,2900,2874,2877
10663,2853,2736,2851
10696,2931,2916,3012
10729,2934,3059,2813
10762,2896,2880,2862
10795,2887,2832,2807
10828,2896,2917,2884
10861,2879,2813,2883
10894,2859,2829,2929
10927,2878,2743,2919
10960,2918,2805,2850
10993,2869,2770,2933
11026,2881,2858,2886
11059,2925,2769,2896
11092,2896,2836,2973
11125,2910,2875,2898
11158,2941,2795,2942
11191,2902,2786,2955
11224,2931,2803,2942
11257,2921,2721,2904
11290,2917,2898,2883
11323,2881,2816,2995
11356,2910,2910,2854
11389,2947,2767,2901
11422,2902,2797,2945
11455,2895,2861,2879
11488,2877,2710,3215
11521,2878,2826,2827
11554,2879,2909,2913
11587,2890,2900,2848
11620,2896,2749,2850
11653,2930,2817,2910
11686,2899,2727,2922
11719,2990,2775,2865
11752,2911,2869,2882
11785,2800,2783,2881
11818,2896,3042,2878
11851,2871,2896,2920
11884,2928,2851,2899
11917,2898,2881,2878
11950,2896,2773,2911
11983,2909,2860,2879
12016,2925,2861,2839
12049,2929,2827,2906
12082,2900,2775,2864
12115,2919,2817,2833
12148,2923,2811,2914
12181,2949,2776,2870
12214,2902,2914,2868
12247,2928,2843,2992
12280,2897,2834,2869
12313,2942,3203,2896
12346,2887,2798,2769
12379,2943,2833,2751
12412,2934,3004,2902
12445,2937,2812,2852
12478,2944,2860,2933
12511,2903,2736,2894
12544,2915,2870,2905
12577,2918,2803,2901
12610,2662,2819,2737
12643,2941,2835,2838
12676,2847,2857,2886
12709,2875,2912,2818
12742,2919,2769,2884
12775,2940,2924,2845
12808,2942,2781,2942
12841,2849,2795,2937
12874,2896,2188,2928
12907,2885,2834,2858
12940,2917,2763,2810
12973,2880,2807,2887
13006,2880,2811,2928
13039,2909,2854,2864
13072,2879,2801,2815
13105,2889,2787,2881
13138,2877,2854,2889
13171,2880,2763,2889
13204,2934,2814,2871
13237,2902,2833,2687
13270,2931,2842,3054
13303,3090,2896,2935
13336,2959,2787,2906
13369,2942,2864,3061
13402,2957,2674,2880
13435,2930,2765,2900
13468,2910,2803,2831
13501,2886,2775,2896
13534,2890,2832,2882
13567,2886,2833,2951
13600,2943,2850,2956
13633,2929,2789,2841
13666,2944,2848,2491
13699,2908,2813,2896
13732,2947,2759,2873
13765,2922,2786,2928
13798,2855,2859,2851
13831,2905,2873,2895
13864,2894,2811,2875
13897,2911,2781,2847
13930,2882,2783,2897
13963,2942,2892,2879
13996,2907,2768,2901
14029,2947,2801,2875
14062,2893,2768,2661
14095,2919,2917,2858
14128,2928,2770,2912
14161,2907,2845,2811
14194,2943,2856,2889
14227,2911,2829,2911
14260,2895,2829,2935
14293,2918,2836,3322
14326,2922,2807,2911
14359,2930,2797,2846
14392,2867,2850,2931
14425,2864,2714,2948
14458,2860,2762,2899
14491,2877,2857,2813
14524,2871,2855,2888
14557,2938,2837,2820
14590,2896,2763,2889
14623,2929,2873,2928
14656,2883,2805,2864
14689,2930,2797,2815
14722,2896,2870,2899
14755,2903,2759,2818
14788,2937,2810,2707
14821,2941,2804,2932
14854,2921,2859,2860
14887,2861,2800,2857
14920,2940,2768,2894
14953,2916,2749,2863
14986,2932,2768,3055
15019,2927,2786,2917
15052,2933,2908,2872
15085,2928,2848,2783
15118,2911,2774,2923
15151,2907,2807,2945
15184,2915,2851,2783
15217,2909,2771,2896
15250,2880,2864,2807
15283,2933,2757,2909
15316,2925,2902,2922
15349,2918,2830,2883
15382,2894,2829,2900
15415,2909,2873,2542
15448,2903,2897,2842
15481,2945,2803,2784
15514,2939,2773,2887
15547,2890,2865,2908
15580,2689,2859,2882
15613,2903,2901,2817
15646,2912,2912,2863
15679,2906,2793,2893
15712,2911,2882,2863
15745,2895,2745,2879
15778,2933,2928,2736
15811,2874,2843,2862
15844,2898,2832,2909
15877,2946,2802,2944
15910,2886,2827,2864
15943,2908,2793,2952
15976,2896,2833,2872
16009,2896,2908,2815
16042,2890,2798,2884
16075,2879,2734,2891
16108,2883,2750,2880
16141,2899,2779,2889
16174,2960,2880,2813
16207,2928,2835,2953
16240,2915,2761,2880
16273,2870,2834,2854
16306,2895,2685,2922
16339,2915,2810,2803
16372,2893,2769,2826
16405,2903,2818,2891
16438,2937,2919,2800
16471,2929,2753,2877
16504,2879,2737,2900
16537,2914,2778,2879
16570,2923,2796,2819
16603,2899,2826,2909
16636,2938,2901,2879
16669,2911,2857,2896
16702,2875,2731,2961
16735,2903,2869,2826
16768,2907,2885,2864
16801,2944,2834,2864
16834,2947,2879,2863
16867,2909,2877,2882
16900,2893,2763,2845
16933,2901,2731,2861
16966,2976,2853,2906
16999,2898,2601,2869
17032,2921,2864,2919
17065,2865,2861,2949
17098,2905,2865,2903
17131,2891,2729,2881
17164,2906,2800,2929
17197,2878,2781,2807
17230,2934,2861,2842
17263,2944,2821,2860
17296,2947,2829,2880
17329,2947,2823,3088
17362,2964,2814,2907
17395,2965,2800,3039
17428,2909,2742,2899
17461,3067,2800,2934
17494,2896,2850,2902
17527,2873,2896,2891
17560,2877,2830,2802
17593,2947,2865,2891
17626,2892,2805,2935
17659,2872,2850,2871
17692,2911,2882,2851
17725,2886,2777,2878
17758,2886,2775,2893
17791,2903,2779,2917
17824,3037,2823,2863
17857,2891,2726,2848
17890,2882,2767,2913
17923,2909,2831,2893
17956,2883,2759,2912
17989,2895,2818,2896
18022,2942,2813,2955
18055,2931,2855,2930
18088,2874,2688,2939
18121,2918,2865,2878
18154,2919,2823,2866
18187,2894,2871,2837
18220,2942,2823,2885
18253,2909,2896,2843
18286,2867,2790,2921
18319,2899,2835,2917
18352,2943,2873,2878
18385,2897,2800,2855
18418,2903,2855,2917
18451,2846,2795,2850
18484,2934,2806,2969
18517,2945,2743,2867
18550,2915,2775,2818
18583,2957,2811,2896
18616,2912,2879,2879
18649,2891,2793,2822
18682,2873,2775,2869
18715,2899,2821,2887
18748,2890,2829,2861
18781,2922,2743,2888
18814,2929,2785,2855
18847,2944,2842,2815
18880,2895,2787,2911
18913,2944,2823,2924
18946,2933,2767,2757
18979,2959,2784,2880
19012,2870,2765,2874
19045,2864,2894,2823
19078,2881,2842,2874
19111,2976,2714,2853
19144,2928,2844,2853
19177,2906,2779,2916
19210,2896,2832,2853
19243,2934,2843,2789
19276,2938,2873,2907
19309,2817,2869,3120
19342,2975,2882,2882
19375,2906,2766,2893
19408,2913,2783,2976
19441,2928,2784,2896
19474,2881,2751,2894
19507,2909,2810,2904
19540,2916,2781,2885
19573,2890,2895,2870
19606,2913,2651,2832
19639,2918,2802,2926
19672,2887,2896,2878
19705,2891,2660,2842
19738,2864,2896,2896
19771,2927,2771,2882
19804,2902,3088,2954
19837,2910,2768,2912
19870,2905,2825,2838
19903,2957,2807,2850
19936,2947,2813,2880
19969,2910,2794,2912
20002,2889,2819,2917
20035,2881,2859,2906
20068,2928,2775,2970
20101,2920,2893,2913
20134,2902,2842,2908
20167,2864,2891,2846
20200,2911,2795,2832
20233,2899,2753,2897
20266,2928,2838,2879
20299,2931,2832,2866
20332,2898,2751,2900
20365,2906,2836,2896
20398,2887,2753,2752
20431,2943,2779,2832
20464,2945,2827,2875
20497,2705,2783,2897
20530,2930,2829,2847
