T,state
10453,3
10600,1
10608,1
10618,1
10628,1
10637,1
10652,1
10691,1
10701,1
10715,1
10725,1
10734,1
10748,1
10758,1
10767,1
10783,1
10822,1
10831,1
10845,1
10855,1
10864,1
10878,1
10888,1
10898,1
10913,1
10952,1
10962,1
10975,1
10985,1
10995,1
11009,1
11018,1
11028,1
11043,1
11082,1
11092,1
11106,1
11115,1
11125,1
11139,1
11149,1
11158,1
11173,1
11212,1
11222,1
11232,1
11246,1
11255,1
11269,1
11279,1
11289,1
11303,1
11339,1
11359,3
11399,3
11427,3
11574,3
11636,3
11690,3
11794,3
11859,3
11903,3
12051,3
16152,3
16158,3
16168,3
16177,3
16193,3
16233,3
16243,3
16256,3
16266,3
16276,3
16290,3
16299,3
16309,3
16324,3
16365,3
16374,3
16388,3
16398,3
16408,3
16421,3
16431,3
16441,3
16456,3
16496,3
16506,3
16520,3
16530,3
16539,3
16553,3
16563,3
16573,3
16588,3
16628,3
16638,3
16652,3
16661,3
16661,3
16674,3
16688,3
16698,3
16707,3
16722,3
16763,3
16773,3
16787,3
16796,3
16796,3
16813,3
16823,3
16833,3
16846,3
16857,3
16898,3
16907,3
16921,3
16931,3
16945,3
16955,3
16964,3
16978,3
16989,3
17030,3
17030,3
17047,3
17056,3
17066,3
17080,3
17089,3
17099,3
17113,3
17124,3
17164,3
17178,3
17188,3
17198,3
17212,3
17221,3
17231,3
17245,3
17255,3
17296,3
17310,3
17320,3
17329,3
17343,3
17353,3
17363,3
17377,3
17387,3
17428,3
17442,3
17452,3
17461,3
17475,3
17485,3
17494,3
17508,3
17519,3
17560,3
17574,3
17583,3
17593,3
17607,3
17617,3
17626,3
17640,3
17650,3
17662,3
17705,3
17715,3
17725,3
17739,3
17748,3
17758,3
17772,3
17781,3
17794,3
17837,3
17847,3
17856,3
17870,3
17880,3
17890,3
17904,3
17913,3
17925,3
17969,3
17978,3
17988,3
18002,3
18012,3
18021,3
18035,3
18045,3
18055,3
18100,3
18110,3
18110,3
18123,3
18137,3
18146,3
18146,3
18159,3
18173,3
18183,3
18205,3
18238,3
18248,3
18257,3
18271,3
18281,3
18290,3
18304,3
18314,3
18326,3
18370,3
18379,3
18389,3
18403,3
18412,3
18422,3
18436,3
18446,3
18458,3
18501,3
18511,3
18520,3
18534,3
18544,3
18554,3
18568,3
18577,3
18589,3
18633,3
18642,3
18652,3
18666,3
18675,3
18685,3
18699,3
18709,3
18718,3
18764,3
18774,3
18783,3
18797,3
18807,3
18817,3
18831,3
18840,3
18851,3
18896,3
18906,4
18920,4
18934,4
18943,4
18953,4
18972,4
18984,4
19032,4
19042,4
19051,4
19070,4
19080,4
19094,4
19103,4
19119,4
19169,4
19178,4
19192,4
19202,4
19211,4
19230,4
19240,4
19249,4
19293,4
19310,4
19329,4
19338,4
19348,4
19362,4
19376,4
19390,4
19401,4
19446,4
19460,4
19475,4
19489,4
19498,4
19508,4
19527,4
19537,4
19575,4
19597,4
19606,4
19625,4
19635,4
19644,4
19658,4
19673,4
19688,4
19733,4
19743,4
19756,4
19771,4
19785,4
19795,4
19804,4
19825,4
19870,4
19883,4
19893,4
19903,4
19922,4
19931,4
19941,4
19956,4
19986,4
20015,4
20030,4
20039,4
20053,4
20063,4
20082,4
20091,4
20103,4
20151,4
20161,4
20180,4
20189,4
20189,4
20202,4
20221,4
20231,4
20242,4
20291,4
20300,4
20319,4
20329,4
20338,4
20352,4
20362,4
20382,4
20427,4
20437,4
20451,4
20460,4
20479,4
20489,4
20498,4
20512,4
20558,4
20577,4
20587,4
20596,4
20610,4
20625,4
20635,4
20650,4
20695,4
20709,4
20723,4
20733,4
20747,4
20756,4
20775,4
