T,a1,a2,a3
6961,2987, 4095, 2207
7089,2866, 2899, 2645
7208,2870, 2839, 2818
7322,2818, 2832, 3008
7441,2855, 2905, 2866
7555,2841, 2864, 2831
7674,2843, 2862, 2841
7788,2860, 2818, 2850
7906,2864, 2841, 2823
8020,2827, 2859, 2831
8139,2883, 2863, 2928
8253,2855, 3260, 2837
8372,2939, 2705, 2863
8488,2930, 2853, 2896
8604,2907, 2801, 2864
8719,2943, 2713, 2820
8835,2939, 2835, 2864
8950,2905, 2900, 2887
9066,2900, 2862, 2800
9181,2849, 2858, 2817
9297,2870, 2759, 2888
9412,2931, 2815, 2847
9528,2928, 2878, 2817
9643,2903, 2817, 2845
9759,2899, 2889, 2805
9874,2933, 2778, 2861
9990,2909, 2910, 2767
10105,2903, 2871, 2851
10222,2967, 2832, 2828
10337,2941, 2769, 2860
10452,2925, 2783, 2786
10567,2903, 2768, 2960
10731,2886, 2865, 2855
10929,2928, 2751, 2861
11117,2961, 2837, 2815
11307,2912, 2832, 2870
11510,2915, 2857, 2852
11720,2907, 2873, 2819
11919,2971, 2864, 2800
12090,2895, 2880, 2819
12207,2933, 2769, 2846
12328,2954, 2738, 2992
12444,2863, 2863, 3008
12565,2666, 2509, 3137
12686,2879, 2423, 3129
12812,2891, 2441, 3165
12951,2894, 2256, 3194
13085,2895, 2276, 3050
13220,2861, 2170, 3174
13352,2891, 2277, 3149
13484,2848, 2235, 3051
13617,2887, 2264, 3099
13747,2890, 2208, 3110
13875,2896, 2443, 3122
14007,2839, 2191, 3295
14131,2870, 2251, 2951
14277,2908, 2256, 3183
14412,2922, 2235, 3176
14540,2873, 2188, 3152
14669,2881, 2191, 3123
14800,2902, 2256, 3185
14932,2864, 2464, 3151
15064,2880, 2214, 3437
15196,2896, 2203, 3118
15327,3168, 2326, 3136
15462,2906, 2202, 3179
15594,2935, 2324, 3152
15729,2866, 2257, 3153
15864,2894, 2272, 3137
15995,2894, 2224, 3190
16127,2862, 2175, 3115
16255,2915, 2329, 3093
16387,2870, 2192, 3071
16519,2942, 2578, 3247
16651,2912, 2275, 3100
16786,2895, 2204, 3169
16920,2907, 2275, 3069
17058,2942, 2294, 3376
17190,2888, 2210, 3146
17322,2897, 2224, 3216
17454,2892, 2241, 3183
17586,2849, 2263, 3011
17717,2925, 2276, 3154
17849,2867, 2246, 3154
17981,2853, 2129, 3195
18113,2865, 2261, 3176
18244,2879, 2277, 3157
18376,2896, 2167, 3183
18508,2875, 2235, 3142
18640,2896, 2308, 3153
18772,2865, 2287, 3195
18907,2863, 2371, 3095
19038,2897, 2297, 3005
19170,2877, 2161, 3196
19301,2919, 2272, 3180
19433,2879, 2317, 3169
19565,2859, 2192, 3145
19701,2880, 2201, 3102
19831,2855, 2257, 3127
19969,2905, 2273, 3030
20113,2870, 2263, 2960
20256,2935, 2391, 2921
20393,2893, 2559, 2853
20533,2922, 2430, 2860
20661,2958, 2417, 2928
20798,3027, 2320, 2903
20942,2967, 2180, 2891
21073,3023, 2063, 2942
21219,3009, 2015, 2992
21355,3136, 2065, 2947
21505,3206, 2026, 2903
21642,3039, 2052, 2907
21781,3139, 2061, 2871
21919,3038, 1919, 2988
22060,3198, 1990, 2992
22196,3133, 1991, 2799
22332,3251, 2015, 2955
22486,3021, 2026, 2941
22610,3187, 2007, 2966
22760,3133, 1995, 2962
22896,2993, 1984, 2961
23033,2753, 2103, 2835
23164,2998, 2112, 3161
23300,3051, 1980, 3037
23450,3173, 2045, 2941
23587,3174, 2089, 2909
23729,3152, 2024, 2944
23874,2975, 1965, 3216
24017,3063, 2062, 2845
24163,3145, 1984, 2977
24304,2992, 2066, 2936
24443,3138, 2112, 2965
24584,3059, 2022, 2997
24721,3139, 2047, 2966
24864,3186, 1937, 2958
