T,a1,a2,a3
6805,2963,3631,2199
6835,2924,3563,2192
6868,2963,3701,2165
6901,2896,3611,2254
6934,2987,4095,2207
6967,2910,3687,2241
7000,2870,3281,2297
7033,2896,3047,2503
7066,2866,2899,2645
7099,2871,2869,2609
7132,2928,2937,2733
7165,2805,2879,2848
7198,2870,2839,2818
7231,2949,2825,2800
7264,2859,2659,2906
7297,2818,2832,3008
7330,2880,2871,2844
7363,2806,2803,2880
7396,2871,2878,2822
7429,2855,2905,2866
7462,2867,2822,2816
7495,2848,2801,2827
7528,2841,2864,2831
7561,2842,2330,2851
7594,2814,2903,2833
7627,2839,2759,2876
7660,2843,2862,2841
7693,2863,2793,2911
7726,2892,2853,2925
7759,2860,2818,2850
7792,2832,2851,2787
7825,2855,2803,2899
7858,3082,2871,2799
7891,2864,2841,2823
7924,2851,2891,2854
7957,2854,2743,2755
7990,2827,2859,2831
8023,2884,2912,2885
8056,2869,2922,2815
8089,2818,2864,2812
8122,2883,2863,2928
8155,2857,2908,2771
8188,2864,2827,2989
8221,2855,3260,2837
8254,2891,2881,2855
8287,2818,2801,2811
8320,2917,2781,2862
8353,2939,2705,2863
8386,2921,2852,2819
8419,2903,2848,2803
8452,2940,2832,2848
8485,2930,2853,2896
8518,2986,2795,2837
8551,2896,2930,2845
8584,2907,2801,2864
8617,2879,2837,2864
8650,2926,2868,2827
8683,2933,2750,2902
8716,2943,2713,2820
8749,2953,2775,2793
8782,2934,2802,2863
8815,2939,2835,2864
8848,2931,2755,2850
8881,2928,2899,2835
8914,2915,2807,2864
8947,2905,2900,2887
8980,2928,2790,2851
9013,2897,2816,2925
9046,2900,2862,2800
9079,2929,2841,2841
9112,2910,2796,2784
9145,2870,2862,2811
9178,2849,2858,2817
9211,2934,2733,2794
9244,2951,2832,2813
9277,2870,2759,2888
9310,2931,2832,2807
9343,2971,2819,2844
9376,2893,2670,2797
9409,2931,2815,2847
9442,2915,2897,2857
9475,2885,2830,2835
9508,2928,2878,2817
9541,2917,2805,2905
9574,2971,2815,2832
9607,2816,2859,2807
9640,2903,2817,2845
9673,2927,3071,2811
9706,2911,2878,2845
9739,2899,2889,2805
9772,2923,2791,2862
9805,2899,2815,2862
9838,2914,2814,2928
9871,2933,2778,2861
9904,2929,2657,2807
9937,2881,2829,2897
9970,2909,2910,2767
10003,2950,2770,2875
10036,2890,2868,2909
10069,2879,2896,2855
10102,2903,2871,2851
10135,2915,2771,2896
10168,2900,2762,2838
10201,2967,2832,2828
10234,2925,2875,2886
10267,2925,2752,2869
10300,2898,2758,2864
10333,2941,2769,2860
10366,2949,2820,2790
10399,2933,2871,2834
10432,2925,2783,2786
10465,2911,2847,2864
10498,2896,2769,3015
10531,2927,2906,2903
10564,2903,2768,2960
10597,2896,2833,2819
10630,2928,2865,2844
10663,2885,2817,2810
10696,2933,2854,2846
10729,2886,2865,2855
10762,2919,2841,2899
10795,2909,2831,2828
10828,2887,2836,2856
10861,2902,2830,2908
10894,2928,2866,2854
10927,2928,2751,2861
10960,2927,2791,2847
10993,2898,2933,2864
11026,2895,2820,2890
11059,2925,2851,2835
11092,2961,2837,2815
11125,2945,2928,2832
11158,2916,2813,2416
11191,2927,2839,2840
11224,2906,2823,2819
11257,2931,2755,2904
11290,2912,2832,2870
11323,2869,2785,2807
11356,2937,2864,2805
11389,2905,2798,2835
11422,2915,2832,2837
11455,2927,2827,2931
11488,2915,2857,2852
11521,2929,2782,2815
11554,2953,2829,2783
11587,2927,2797,2822
11620,2903,2888,2831
11653,2928,2609,2878
11686,2880,2794,2800
11719,2907,2873,2819
11752,2906,2871,2802
11785,2961,2894,2961
11818,2940,2771,2851
11851,2902,2832,2903
11884,2926,2845,2827
11917,2971,2864,2800
11950,2769,2848,2862
11983,2967,2863,2843
