T,a1,a2,a3
9535,2675, 2624, 2975
9663,2822, 2891, 2847
9781,2849, 2777, 2903
9895,2847, 2838, 2863
10013,2881, 2667, 2798
10128,2866, 2870, 2845
10247,2844, 2814, 2914
10362,2850, 2686, 2855
10481,2847, 2896, 2846
10596,839, 2882, 2891
10715,2832, 2873, 2850
10831,2841, 2800, 2923
10948,2864, 2937, 2807
11063,2905, 2799, 2861
11179,2832, 2798, 2845
11294,2878, 2862, 2897
11410,2854, 2859, 2895
11525,2871, 2850, 2896
11640,2879, 2869, 2890
11755,2847, 2823, 2865
11871,2864, 2866, 2839
11986,2862, 2886, 2837
12103,2903, 2843, 2789
12218,2951, 2828, 2896
12334,2812, 2797, 2908
12449,2847, 2850, 2847
12565,2880, 2780, 2944
12680,2855, 2798, 2861
12796,2868, 2965, 2821
12911,2870, 2799, 2885
13027,2906, 2807, 2929
13142,2900, 2807, 2849
13258,2862, 2795, 2817
13373,2883, 2855, 2896
13489,2864, 2779, 2903
13604,2863, 2880, 2863
13720,2898, 2777, 2920
13835,2859, 2853, 2943
13951,2881, 2859, 2839
14066,2878, 2764, 2918
14182,2866, 2559, 2789
14297,2934, 2880, 2947
14413,3174, 2781, 2861
14528,2966, 2784, 2867
14646,2833, 2832, 3021
14819,2827, 2822, 2867
15049,2849, 3138, 2817
15283,2842, 2831, 2830
15449,2862, 2903, 2850
15581,2880, 2758, 2955
15712,2685, 2823, 2958
15844,2690, 2897, 2994
15976,2671, 2832, 3024
16108,2615, 2910, 2960
16243,2673, 2867, 2919
16385,2679, 2739, 3023
16517,2641, 2904, 3046
16649,2672, 2846, 2958
16781,2688, 2782, 2975
16913,2665, 2887, 2945
17045,2650, 2761, 2990
17177,2639, 2861, 2977
17308,2646, 2828, 2986
17440,2672, 2781, 3050
17572,2671, 2797, 2938
17704,2647, 2834, 2933
17836,2700, 2775, 2766
17967,2659, 2883, 3354
18091,2704, 2810, 2923
18234,2666, 2794, 3010
18365,2602, 2832, 2990
18497,2646, 2942, 2845
18628,2657, 2911, 2891
18760,2688, 2765, 3088
18892,2687, 2896, 2928
19026,2640, 2864, 3027
19157,2559, 2896, 2931
19293,2736, 2791, 2917
19420,2755, 2865, 2842
19566,2785, 2815, 2907
19717,2545, 2780, 2916
19853,2507, 2770, 2957
19990,2429, 2667, 3024
20121,2262, 2719, 2980
20267,2177, 2607, 2992
20418,2231, 2823, 3099
20555,2341, 2637, 3006
20691,2358, 2775, 2979
20822,2286, 2746, 2905
20959,2245, 2816, 2942
21102,2431, 2742, 2960
21242,2377, 2799, 2951
21373,2147, 2769, 3024
21519,2256, 2826, 3047
21655,2411, 2776, 2862
21808,2283, 2721, 3015
21942,2301, 2727, 2927
22084,2383, 2742, 2976
22212,2424, 2749, 2880
22366,2242, 2896, 2976
22502,2285, 2637, 3067
22638,2236, 2864, 2929
22770,2419, 2768, 3029
22906,2288, 2731, 3038
23056,2231, 2736, 2987
23193,2259, 2711, 2960
23336,2269, 2816, 3014
23485,2427, 2631, 2949
23613,2278, 2781, 2927
23749,2379, 2857, 2951
23895,2298, 2733, 2993
24032,2225, 2798, 2976
24163,2241, 2864, 2917
24313,2208, 2769, 2918
24450,2383, 2802, 3024
24600,2466, 2762, 3007
24736,2381, 2827, 3045
24867,2412, 2764, 3056
