T,pwm1,pwm2,pwm3
6981,2025,1975,2000
7096,2025,1975,2000
7215,2025,1975,2000
7329,2025,1975,2000
7448,2025,1975,2000
7562,2025,1975,2000
7681,2025,1975,2000
7795,2025,1975,2000
7913,2025,1975,2000
8027,2025,1975,2000
8146,2025,1975,2000
8264,2025,1975,2000
8379,2025,1975,2000
8496,2025,1975,2000
8611,2025,1975,2000
8728,2025,1975,2000
8842,2025,1975,2000
8959,2025,1975,2000
9073,2025,1975,2000
9189,2025,1975,2000
9304,2025,1975,2000
9421,2025,1975,2000
9535,2025,1975,2000
9652,2025,1975,2000
9766,2025,1975,2000
9883,2025,1975,2000
9997,2025,1975,2000
10114,2025,1975,2000
10229,2025,1975,2000
10345,2025,1975,2000
10459,2025,1975,2000
10576,2025,1975,2000
10775,2025,1975,2000
10961,2025,1975,2000
11143,2025,1975,2000
11347,2025,1975,2000
11537,2025,1975,2000
11755,2025,1975,2000
11964,2025,1975,2000
12099,2016,1634,2166
12216,2016,1634,2166
12337,2016,1634,2166
12457,2016,1634,2166
12574,2016,1634,2166
12695,2016,1634,2166
12827,2016,1634,2166
12959,2016,1634,2166
13097,2016,1634,2166
13229,2016,1634,2166
13362,2016,1634,2166
13492,2016,1634,2166
13627,2016,1634,2166
13755,2016,1634,2166
13887,2016,1634,2166
14016,2016,1634,2166
14151,2016,1634,2166
14286,2016,1634,2166
14420,2016,1634,2166
14548,2016,1634,2166
14677,2016,1634,2166
14809,2016,1634,2166
14941,2016,1634,2166
15072,2016,1634,2166
15204,2016,1634,2166
15339,2016,1634,2166
15471,2016,1634,2166
15603,2016,1634,2166
15737,2016,1634,2166
15872,2016,1634,2166
16004,2016,1634,2166
16136,2016,1634,2166
16264,2016,1634,2166
16396,2016,1634,2166
16528,2016,1634,2166
16659,2016,1634,2166
16794,2016,1634,2166
16929,2016,1634,2166
17067,2016,1634,2166
17199,2016,1634,2166
17330,2016,1634,2166
17462,2016,1634,2166
17594,2016,1634,2166
17726,2016,1634,2166
17858,2016,1634,2166
17989,2016,1634,2166
18121,2016,1634,2166
18253,2016,1634,2166
18385,2016,1634,2166
18522,2016,1634,2166
18648,2016,1634,2166
18780,2016,1634,2166
18915,2016,1634,2166
19047,2016,1634,2166
19178,2016,1634,2166
19313,2016,1634,2166
19442,2016,1634,2166
19573,2016,1634,2166
19709,2025,1975,2000
19839,2025,1975,2000
19987,2025,1975,2000
20121,2050,1941,2002
20265,2060,1868,2023
20401,2068,1771,2053
20545,2083,1672,2081
20678,2099,1621,2092
20810,2131,1576,2097
20950,2153,1575,2095
21090,2153,1575,2095
21227,2153,1575,2095
21383,2153,1575,2095
21514,2153,1575,2095
21650,2153,1575,2095
21801,2153,1575,2095
21940,2153,1575,2095
22068,2153,1575,2095
22205,2153,1575,2095
22344,2153,1575,2095
22494,2153,1575,2095
22637,2153,1575,2095
22768,2153,1575,2095
22905,2153,1575,2095
23041,2153,1575,2095
23172,2153,1575,2095
23316,2153,1575,2095
23462,2153,1575,2095
23595,2153,1575,2095
23749,2153,1575,2095
23895,2153,1575,2095
24038,2153,1575,2095
24176,2153,1575,2095
24312,2153,1575,2095
24452,2153,1575,2095
24591,2153,1575,2095
24742,2153,1575,2095
24873,2153,1575,2095
