17752,709, 767, 801
17882,706, 766, 799
18012,708, 757, 802
18142,707, 752, 800
18282,705, 756, 802
18413,709, 755, 806
18552,712, 755, 804
18682,712, 755, 801
18813,714, 758, 803
18943,716, 761, 798
19073,714, 762, 795
19203,712, 761, 798
19336,716, 758, 800
19476,715, 752, 796
19607,717, 750, 799
19737,715, 752, 805
19867,717, 750, 805
19997,716, 759, 805
20127,713, 758, 801
20257,711, 759, 796
20397,711, 762, 802
20527,714, 759, 801
