T,yaw,pitch,roll
6623,0.14, -0.01, -0.01
6749,0.14, 0.00, -0.00
6867,0.15, -0.00, -0.01
6981,0.16, -0.00, -0.02
7100,0.16, 0.00, -0.02
7214,0.16, 0.01, -0.02
7332,0.16, 0.02, -0.01
7446,0.16, 0.01, -0.01
7564,0.16, -0.00, -0.02
7678,0.17, -0.01, -0.03
7797,0.17, 0.00, -0.03
7911,0.17, 0.01, -0.02
8029,0.17, 0.02, -0.01
8144,0.17, 0.01, -0.00
8262,0.16, -0.00, -0.01
8376,0.16, -0.01, -0.02
8495,0.16, 0.01, -0.02
8612,0.16, 0.02, -0.01
8726,0.16, 0.02, -0.01
8843,0.16, 0.02, -0.00
8957,0.16, -0.00, -0.02
9074,0.16, -0.00, -0.03
9188,0.16, 0.01, -0.03
9305,0.16, 0.03, -0.02
9419,0.16, 0.03, -0.02
9536,0.16, 0.01, -0.02
9650,0.16, -0.03, -0.01
9767,0.16, -0.04, -0.00
9881,0.16, -0.01, 0.00
9998,0.16, 0.03, -0.00
10113,0.16, 0.04, -0.02
10241,0.16, 0.04, -0.03
10371,0.16, 0.01, -0.03
10502,0.16, 0.01, -0.02
10635,0.16, 0.01, -0.02
10765,0.16, 0.02, -0.01
10895,0.16, 0.00, -0.02
11025,0.16, -0.01, -0.02
11159,0.17, -0.01, -0.00
11289,0.17, -0.00, 0.00
11423,0.17, 0.02, -0.01
11545,0.17, 0.03, -0.03
11675,0.18, 0.02, -0.04
11809,0.18, 0.00, -0.03
11939,0.18, -0.00, -0.02
12069,0.18, 0.00, -0.01
12199,0.19, 0.01, -0.02
12331,0.19, 0.01, -0.02
12463,0.20, 0.00, -.01
12599,0.20, 0.00, 0.00
12730,0.21, 0.01, 0.00
12863,0.21, 0.02, -0.02
13007,0.22, 0.02, -0.04
13173,0.23, 0.01, -0.03
13382,0.24, -0.00, -0.01
13605,0.25, 0.00, -0.02
13853,0.27, 0.00, -0.01
14022,0.28, 0.00, 0.00
14250,0.30, 0.01, -0.02
14389,0.31, 0.01, -0.03
14512,0.32, 0.02, -0.04
14644,0.33, 0.02, -0.02
14776,0.34, 0.01, -0.01
1907,0.35, 0.00, -0.02
15039,0.36, 0.00, -0.02
15170,0.38, 0.01, -0.03
15302,0.40, 0.02, -0.02
15437,0.41, 0.02, -0.01
15568,0.43, 0.02, -0.02
15700,0.44, 0.02, -0.04
15831,0.46, 0.02, -0.05
15963,0.48, 0.03, -0.04
16094,0.50, 0.02, -0.02
16226,0.51, 0.00, -0.01
16364,0.53, -0.01, -0.02
16492,0.55, -0.00, -0.02
16624,0.57, 0.02, -0.03
16756,0.59, 0.03, -0.02
16887,0.61, 0.03, -0.02
17019,0.63, 0.01, -0.02
17150,0.66, 0.00, -0.03
17282,0.67, 0.01, -0.04
17417,0.70, 0.02, -0.04
17551,0.73, 0.02, -0.03
17694,0.75, -0.00, -0.02
17825,0.77, -0.02, -0.02
17957,0.80, -0.02, -0.02
18089,0.82, -0.00, -0.02
18221,0.85, 0.02, -0.02
18358,0.88, 0.02, -0.01
18490,0.90, 0.00, -0.01
18621,0.93, -0.01, -0.02
18753,0.96, 0.00, -0.03
18885,0.98, 0.01, -0.03
19016,1.01, 0.02, -0.03
19148,1.04, 0.01, -0.02
19279,1.06, -0.01, -0.02
19411,1.08, -0.02, -0.02
19543,1.11, -0.01, -0.03
19674,1.13, 0.00, -0.02
19809,1.16, 0.01, -0.02
19941,1.18, 0.00, -0.02
20072,1.21, -0.01, -0.02
20210,1.23, -0.01, -0.02
20342,1.25, 0.00, -0.02
20474,1.28, 0.02, -0.02
20605,1.31, 0.02, -0.02
20740,1.33, 0.01, -0.02
20868,1.35, -0.01, -0.02
21009,1.38, -0.01, -0.02
21141,1.40, -0.00, -0.0
21272,1.42, 0.01, -0.02
21404,1.45, 0.01, -0.03
21535,1.47, 0.00, -0.03
21669,1.50, 0.02, -0.02
21800,1.52, 0.03, -0.01
21937,1.53, 0.03, -0.01
22073,1.55, -0.04, 0.03
22204,1.56, -0.07, 0.05
22348,1.57, -0.08, 0.07
22484,1.58, -0.07, 0.08
22621,1.59, -0.03, 0.07
22752,1.61, 0.00, 0.04
22888,1.62, 0.01, 0.02
23024,1.63, 0.02, 0.01
23155,1.65, 0.02, 0.01
23291,1.66, 0.02, 0.01
23435,1.68, 0.02, 0.01
23572,1.69, 0.02, 0.01
23702,1.71, 0.02, 0.01
23845,1.73, 0.02, 0.01
23981,1.74, 0.02, 0.02
24124,1.75, 0.02, 0.02
24262,1.77, 0.02, 0.02
24401,1.79, 0.02, 0.02
24544,1.80, 0.02, 0.02
24684,1.82, 0.02, 0.02
24823,1.83, 0.02, 0.02
24975,1.85, 0.02, 0.02
25125,1.86, 0.02, 0.02
25256,1.88, 0.02, 0.02
25402,1.90, 0.02, 0.02
25538,1.91, 0.02, 0.02
25681,1.93, 0.02, 0.02
25818,1.94, 0.02, 0.02
25946,1.96, 0.02, 0.02
26091,1.97, 0.02, 0.02
26230,1.99, 0.02, 0.02
26380,2.00, 0.02, 0.02
26523,2.02, 0.02, 0.02
