T,L1,L2,L3
6755,0, 0, 0
6891,196, 218, 167
7010,292, 328, 339
7124,340, 384, 382
7243,365, 404, 419
7357,380, 422, 438
7476,386, 431, 447
7590,389, 437, 452
7709,389, 441, 455
7823,388, 441, 457
7942,385, 438, 460
8056,383, 436, 461
8175,384, 435, 461
8289,384, 437, 460
8406,384, 439, 461
8520,386, 442, 463
8637,387, 442, 462
8751,387, 440, 462
8868,388, 439, 460
8982,389, 440, 459
9099,391, 444, 458
9213,393, 443, 459
9330,390, 442, 458
9444,387, 441, 458
9561,385, 438, 460
9675,385, 438, 459
9792,383, 439, 458
9906,383, 443, 458
10023,383, 442, 459
10138,382, 443, 459
10255,384, 439, 462
10370,384, 437, 462
10492,386, 437, 460
10622,386, 441, 460
10752,389, 442, 461
10883,388, 441, 461
11013,389, 437, 459
11143,388, 439, 458
11285,387, 441, 457
11424,388, 441, 457
11554,385, 441, 460
11684,382, 439, 460
11829,384, 436, 462
11959,385, 437, 460
12085,383, 440, 460
12215,384, 440, 459
12346,384, 439, 458
12476,384, 437, 460
12606,385, 434, 460
12747,388, 440, 458
12877,390, 444, 459
13007,390, 442, 459
13141,387, 438, 460
13271,385, 436, 460
13405,384, 438, 458
13668,380, 439, 456
13900,378, 435, 462
14132,378, 435, 461
14390,382, 441, 459
14575,380, 438, 459
14700,381, 435, 459
14817,381, 435, 455
14938,386, 437, 449
15054,391, 439, 444
15173,395, 438, 439
15300,399, 434, 434
15432,403, 426, 432
15564,399, 416, 426
15696,387, 408, 414
15828,368, 391, 396
15960,339, 360, 361
16092,283, 319, 314
16224,238, 257, 266
16356,198, 221, 215
16487,169, 196, 189
16629,139, 171, 161
16761,120, 148, 139
16893,93, 121, 118
17025,73, 98, 99
17156,54, 72, 75
17288,0, 54, 58
17425,6, 5, 50
17561,0, 0, 41
17693,0, 0, 36
17844,0, 0, 33
17990,0, 8, 32
18141,0, 18, 32
18277,0, 23, 33
18414,0, 25, 35
18545,0, 27, 35
18685,0, 26, 35
18826,0, 25, 35
18962,0, 25, 35
19094,0, 25, 34
19240,0, 26, 35
19390,0, 25, 35
19527,0, 25, 35
19663,0, 10, 36
19795,5, 0, 36
19931,0, 5, 36
20067,0, 4, 36
20221,0, 0, 35
20360,0, 0, 35
20492,0, 5, 33
20628,0, 0, 32
20778,0, 14, 31
20915,0, 20, 31
21046,0, 4, 32
21183,0, 15, 32
21319,0, 5, 33
21459,0, 12, 34
21609,0, 18, 34
21741,0, 9, 34
21877,0, 19, 36
22014,0, 22, 36
22145,0, 24, 36
22285,0, 24, 36
22426,0, 24, 36
22562,0, 25, 36
22694,0, 25, 36
22840,0, 0, 37
22980,0, 5, 37
23126,0, 5, 37
23273,4, 17, 37
23406,0, 21, 37
23543,0, 0, 37
23686,0, 14, 35
23826,0, 0, 33
23976,0, 0, 32
24116,0, 0, 31
24259,0, 0, 30
24391,0, 0, 30
24528,0, 0, 31
24658,0, 4, 31
24801,18, 4, 31
24937,48, 0, 31
25080,102, 14, 32
25223,163, 0, 36
25365,197, 0, 37
25513,214, 0, 37
25650,235, 15, 37
25797,252, 4, 38
25966,284, 0, 38
26104,315, 12, 38
26247,352, 12, 39
26394,370, 4, 39
26537,371, 12, 38
26700,346, 5, 34
26847,258, 0, 32
26990,0, 14, 6
27132,8, 0, 23
27289,37, 0, 27
27431,47, 0, 27
27583,0, 4, 0
27746,0, 17, 0
27888,0, 22, 0
28034,0, 23, 0
28175,0, 25, 5
28317,0, 26, 9
28454,0, 25, 0
28600,0, 5, 0
28767,0, 10, 0
28909,0, 19, 8
29046,0, 24, 0
29192,0, 26, 0
29334,0, 27, 0
29475,0, 28, 11
29619,0, 26, 19
29763,0, 27, 23
29900,0, 27, 24
30046,0, 25, 24
30188,0, 27, 25
30330,0, 27, 26
30476,0, 27, 26
30618,0, 26, 26
