T,pwm1,pwm2,pwm3
6783,2025,1975,2000
6898,2025,1975,200
7016,2025,1975,2000
7130,2025,1975,2000
7248,2025,1975,2000
7362,2025,1975,2000
7481,2025,1975,2000
7595,2025,1975,2000
7713,2025,1975,2000
7827,2025,1975,2000
7945,2025,1975,2000
8059,2025,1975,2000
8177,2025,1975,2000
8291,2025,1975,2000
8410,2025,1975,2000
8528,2025,1975,2000
8643,2025,1975,2000
8760,2025,1975,2000
8875,2025,1975,2000
8991,2025,1975,2000
9106,2025,1975,2000
9222,2025,1975,2000
9337,2025,1975,2000
9454,2025,1975,2000
9568,2025,1975,2000
9685,2025,1975,2000
9799,2025,1975,2000
9916,2025,1975,2000
10030,2025,1975,2000
10147,2025,1975,2000
10283,2025,1975,2000
10413,2025,1975,2000
10550,2025,1975,2000
10685,2025,1975,2000
10816,2025,1975,2000
10946,2025,1975,2000
11079,2025,1975,2000
11207,2025,1975,2000
11340,2025,1975,2000
11471,2025,1975,2000
11601,2025,1975,2000
11723,2025,1975,2000
11854,2025,1975,2000
11984,2025,1975,2000
12114,2025,1975,2000
12244,2025,1975,2000
12375,2025,1975,2000
12501,2025,1975,2000
12629,2025,1975,2000
12759,2025,1975,2000
12892,2025,1975,2000
13022,2025,1975,2000
13156,2025,1975,2000
13283,2025,1975,2000
13417,2025,1975,2000
13546,2025,1975,2000
13680,2025,1975,2000
13810,2025,1975,2000
13933,2025,1975,2000
14132,2025,1975,2000
14363,2025,1975,2000
14593,2025,1975,2000
14792,2025,1975,2000
14987,2025,1975,2000
15186,2025,1975,2000
15384,2025,1643,2157
15505,2025,1643,2157
15625,2025,1643,2157
15742,2025,16432157
15863,2025,1643,2157
15979,2025,1643,2157
16107,2025,1643,2157
16239,2025,1643,2157
16374,2025,1643,2157
16506,2025,1643,2157
16637,2025,1643,2157
16769,2025,1643,2157
16901,2025,1643,2157
17033,2025,1643,2157
17164,2025,1643,2157
17296,2025,1643,2157
17431,2025,1643,2157
17560,2025,1643,2157
17692,2025,1643,2157
17820,2025,1643,2157
17948,2025,1643,2157
18077,2025,1643,2157
18208,2025,1643,2157
18340,2025,1643,2157
18472,2025,1643,2157
18604,2025,1643,2157
18735,2025,1643,2157
18867,2025,1643,2157
19002,2025,1643,2157
19131,2025,1643,2157
19263,2025,1643,2157
19397,2025,1643,2157
19532,2025,1643,2157
19664,2025,1643,2157
19796,2025,1643,2157
19927,2025,1643,2157
20059,2025,1643,2157
20190,2025,1643,2157
20322,2025,1643,2157
20456,2042,2001,1985
20593,2118,2087,1931
20744,2190,2128,1893
20878,2306,2156,1845
21016,2390,2149,1819
21156,2425,2112,1814
21306,2425,2043,1830
21446,2420,1942,1865
21575,2411,1868,1893
21721,2395,1766,1932
21865,2389,1700,1956
22004,2389,1685,1961
22133,2389,1685,1961
22269,2389,1685,1961
22405,2389,1685,1961
22559,2384,1707,1956
22698,2376,1740,1947
22827,2376,1740,1947
22963,2376,1740,1947
23099,2376,1740,1947
23239,2376,1740,1947
23386,2376,1740,1947
23520,2376,1740,1947
23657,2376,1740,1947
23796,2376,1740,1947
23927,2376,1740,1947
24064,2376,1740,1947
24208,2376,1740,1947
24344,2376,1740,1947
24475,2376,1740,197
24621,2376,1740,1947
24757,2376,1740,1947
24907,2376,1740,1947
25048,2376,1740,1947
25197,2376,1740,1947
