T,x1,y1,z1,x2,y2,z2,x3,y3,z3,pitch,roll
6649,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
6791,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
6909,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7023,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7142,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7256,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7375,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7489,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7607,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7721,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7840,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
7954,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8072,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8186,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8305,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8419,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8537,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8651,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8768,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8882,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
8999,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9113,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9230,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9344,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9461,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9575,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9692,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9806,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
9923,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10037,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10154,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10269,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10399,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10529,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10663,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10793,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
10923,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11054,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11184,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11314,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11448,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11585,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11718,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11845,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
11976,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12109,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12239,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12373,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12503,0, 0, 0,	0, 0, 0,	0, 0, 0,	0.00, 0.00
12639,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
12866,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
13097,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
13301,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
13502,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
13700,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
13904,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
14076,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
14192,98, -169, 802,	99, 171, 737,	-190, 0, 811,	8.15, 10.80
