T,a1,a2,a3
6607,2868,2769,2880
6637,2901,2838,2884
6670,2883,2849,2877
6703,2855,2888,2847
6736,2878,2829,2832
6769,2880,2766,2885
6802,2886,2783,2845
6835,2851,2743,2880
6868,2897,2915,2863
6901,2890,2882,2855
6934,2866,2811,2849
6967,2865,2811,2882
7000,2880,2861,2833
7033,2885,2832,2975
7066,2826,2769,2886
7099,2827,2893,2838
7132,2835,2960,2957
7165,2865,2896,2903
7198,2880,2782,2854
7231,2863,2808,2583
7264,2832,2881,2885
7297,2875,2881,2839
7330,2815,2842,2691
7363,2864,2811,2858
7396,2864,2861,2890
7429,2831,2777,2855
7462,2838,2807,2850
7495,2861,2933,2876
7528,2818,2795,2829
7561,2896,2817,2797
7594,2843,2768,3009
7627,2857,2821,2840
7660,2886,2754,2869
7693,2807,2766,2879
7726,2870,2853,2858
7759,2853,2823,2901
7792,2863,2762,2885
7825,2819,2825,2830
7858,2843,2829,2832
7891,2827,2783,2818
7924,2818,2884,2881
7957,2891,2855,2880
7990,2834,2864,2880
8023,2842,2954,2812
8056,2906,2861,2813
8089,2911,2783,2886
8122,2882,2923,2811
8155,2875,2838,2851
8188,2851,2864,3223
8221,2896,2684,2807
8254,2907,2896,2864
8287,2839,2847,2829
8320,2867,2832,2898
8353,2907,3000,2925
8386,2889,2774,2642
8419,2906,2755,2944
8452,2886,2809,2853
8485,2931,2960,2855
8518,2897,2839,2907
8551,2911,2875,2834
8584,2934,2773,3069
8617,2892,2860,2843
8650,2941,2791,2852
8683,2932,2832,2880
8716,2898,2761,2881
8749,2736,2848,2884
8782,2917,2803,2831
8815,2912,2826,2876
8848,2862,2880,2893
8881,2877,2827,2789
8914,2877,2925,2837
8947,2918,2866,2752
8980,2842,3007,2832
9013,2917,2803,2865
9046,2910,2817,2858
9079,2947,2746,2896
9112,2955,2834,2747
9145,2886,2886,2864
9178,2899,2925,2818
9211,2931,2719,2839
9244,2928,2816,2851
9277,2874,2855,2864
9310,2917,2810,2925
9343,2861,2874,2823
9376,2896,2839,2918
9409,2866,2833,2869
9442,2913,2831,2875
9475,2901,2864,2795
9508,2918,2835,2927
9541,2928,2869,2785
9574,2881,2832,2787
9607,2874,2881,2830
9640,2881,2843,2903
9673,2896,2928,2867
9706,2933,2589,2896
9739,2891,2865,2857
9772,2553,2795,2905
9805,2868,2782,2859
9838,2992,2896,2891
9871,2935,2848,2889
9904,2919,2815,2867
9937,2908,2843,2882
9970,2878,2874,2881
10003,2931,2830,2783
10036,2896,2739,2818
10069,2932,2806,2895
10102,2915,2832,2875
10135,2922,2851,2927
10168,2924,2860,2901
10201,2928,2826,2887
10234,2896,2737,2925
10267,2879,2771,2817
10300,2898,2858,2898
10333,2896,2941,2873
10366,2903,2711,2916
10399,2912,2800,2771
10432,2927,2758,2916
10465,2980,2771,2805
10498,2895,2880,2864
10531,2917,2816,2863
10564,2883,2841,2937
10597,2867,2834,2851
10630,2903,2870,2865
10663,2911,3020,2871
10696,2895,2811,2843
10729,2925,2936,2834
10762,2918,2866,2788
10795,2943,2877,2861
10828,2876,2861,2849
10861,2885,2865,2895
10894,2964,2770,2870
10927,2922,2784,2556
10960,2919,2751,2892
10993,2939,2867,2886
11026,2907,2849,2847
11059,2905,2725,2850
11092,2862,2830,2875
11125,2915,2943,2842
11158,2914,2843,2815
11191,2896,2882,2914
11224,2915,2881,2832
11257,2899,2985,2900
11290,2927,2841,2854
11323,2885,2846,2925
11356,2946,2757,2815
11389,2887,2806,2897
11422,2900,2722,2885
11455,2877,2894,2864
11488,2881,2916,2867
11521,2935,2960,2862
11554,2863,2794,2783
11587,2871,2773,2883
11620,2946,2882,2852
11653,2906,2912,2853
11686,2901,2815,3115
11719,2929,2843,2848
11752,2895,2871,2853
11785,2891,2838,2791
11818,2919,2820,2843
11851,2921,2767,2864
11884,2923,2814,2850
11917,2929,2830,2783
11950,2949,2739,2806
11983,2937,2887,2847
12016,2889,2823,2847
12049,2901,2892,2827
12082,2927,2864,2797
12115,2933,2829,2855
12148,2882,2910,2878
12181,2906,2873,2827
12214,2885,2838,2896
12247,2902,2755,3013
12280,2896,2791,2880
12313,2896,2851,2855
12346,2881,2652,2923
12379,2926,2797,2800
12412,2916,2851,2847
12445,2896,2865,2873
12478,2893,2817,2866
12511,2887,2880,2883
12544,2897,2883,2817
12577,2891,2785,2864
12610,2882,2768,2832
12643,2922,2880,2849
12676,2896,2823,2884
12709,2909,2815,2880
12742,2919,2880,2934
12775,2903,2823,2891
12808,2846,2882,2799
12841,2896,2892,2751
12874,2931,2864,2864
12907,2919,2898,2891
12940,2869,2853,2800
12973,2914,2854,2902
13006,2922,2885,2877
13039,2879,2877,2867
13072,2902,2833,2979
13105,2923,2811,2842
13138,2915,2864,2826
13171,2944,2806,2869
13204,2887,2782,2896
13237,2895,2805,2886
13270,2909,2803,2918
13303,2916,2749,2880
13336,2879,2771,2961
13369,2926,2864,2913
13402,2888,2791,2851
13435,3061,2739,2835
13468,2905,2897,2815
13501,2910,2746,2828
13534,2909,2834,2858
13567,2875,2851,2862
13600,2910,2767,2870
13633,2989,2735,2880
13666,2896,2832,2791
13699,2890,2738,2896
13732,2801,2848,2916
13765,2820,2778,2914
13798,2960,2845,2815
13831,2871,2883,2767
13864,2912,3010,2905
13897,2912,2762,2899
13930,2930,2899,2798
13963,2896,2848,2875
13996,2894,2912,2823
14029,2867,2820,2845
14062,2885,2866,2861
14095,2917,2984,2805
14128,2882,2880,2817
14161,2915,2682,2896
14194,2915,2767,2866
14227,2922,2899,2898
14260,2928,2816,2800
14293,2924,2861,2897
14326,2938,2847,2903
14359,2890,2990,2890
14392,2931,2867,2845
14425,2920,2839,2787
14458,2905,2882,2863
14491,2926,2909,2909
14524,3120,2822,2803
14557,2900,2811,2869
14590,2899,2810,2896
14623,2893,2846,2811
14656,2906,2864,2853
14689,2944,2606,2841
14722,2915,2827,2845
14755,2893,3046,2896
14788,2905,3159,2923
14821,2893,2842,2822
14854,2914,2686,2868
14887,2882,2883,2779
14920,2895,2806,2863
14953,2961,2870,2881
14986,2896,2873,2832
15019,2893,2899,2835
15052,2931,2818,2900
15085,2933,2875,2874
15118,2864,2755,2881
15151,2928,2896,2879
15184,2931,2832,2845
15217,2909,2904,2883
15250,2832,2843,2854
15283,2867,2818,2846
15316,2845,2817,2832
15349,2928,2783,2864
15382,2870,2928,2886
15415,2928,3098,2894
15448,2946,2607,2845
15481,2919,2767,2862
15514,2955,2832,2821
15547,2866,2768,2894
15580,2955,2774,2994
15613,2896,2448,3024
15646,2853,2648,2958
15679,2877,2625,3041
15712,2867,2704,3105
15745,2885,2611,3091
15778,2885,2507,2881
15811,2911,2363,3118
15844,3007,2478,3136
15877,2905,2606,3146
15910,2938,2518,3141
15943,2898,2506,3087
15976,2911,2411,3092
16009,2878,2381,3131
16042,2895,2407,3100
16075,2875,2401,3043
16108,2913,2374,3162
16141,2967,2240,3127
16174,2896,2288,3085
16207,2915,2370,3156
16240,2890,2320,3071
16273,2931,2397,3083
16306,2899,2195,3163
16339,2918,2295,3162
16372,2939,2295,3157
16405,2944,2255,3153
16438,2875,2288,3136
16471,2944,2213,3117
16504,2898,2279,3119
16537,2902,2251,3106
16570,2891,1911,3157
16603,2863,2214,3159
16636,2915,2223,3171
16669,2875,2123,3131
16702,2889,2198,3111
16735,2933,2308,3056
16768,2882,2243,3134
16801,2931,2270,3044
16834,2910,2268,3102
16867,2946,2277,3191
16900,2942,2294,3047
16933,2890,2179,3116
16966,2903,2216,3101
16999,2904,2227,3312
17032,2891,2312,3066
17065,2844,2215,3131
17098,2940,2301,3344
17131,2928,2227,3179
17164,2925,2259,3063
17197,2927,2290,3152
17230,2928,2123,3123
17263,2890,2266,3113
17296,2944,2347,3107
17329,2887,2267,3141
17362,2928,2255,3110
17395,2923,2245,3152
17428,2870,2224,3139
17461,2909,2208,3123
17494,2919,2266,3071
17527,3091,2211,3111
17560,2880,2149,3136
17593,2922,2311,3047
17626,2944,2250,3109
17659,2898,2242,3098
17692,2866,2293,3188
17725,2891,2171,3412
17758,2922,2243,3139
17791,2913,2256,3111
17824,2908,2330,2502
17857,2887,2214,3202
17890,2903,2265,3065
17923,2939,2243,3191
17956,2896,2246,3135
17989,2897,2161,3160
18022,2896,2186,3088
18055,2942,2199,3152
18088,2880,2285,3098
18121,2951,2320,3107
18154,2903,2225,3168
18187,2875,2304,3093
18220,2914,2301,3170
18253,2890,2259,3157
18286,2927,2240,2992
18319,2879,2279,3190
18352,2885,2390,3087
18385,2923,2211,3131
18418,2914,2287,3200
18451,2882,2175,3152
18484,2896,2148,3123
18517,2873,2201,3091
18550,2878,2288,3181
18583,2875,2234,3680
18616,2937,2230,3055
18649,2917,2159,3158
18682,2930,2318,3211
18715,3152,2256,3061
18748,2946,2278,3145
18781,2885,2289,3168
