T,a1,a2,a3
6513,2901,2737,2885
6543,2927,2810,2882
6576,2896,2839,2815
6609,2902,2939,2855
6642,2876,2800,2905
6675,2897,2993,2876
6708,2882,2967,2846
6741,2890,2801,2796
6774,2922,2733,2791
6807,2860,2788,2859
6840,2870,2780,2901
6873,2859,2811,2983
6906,2880,2833,2797
6939,2849,2854,2850
6972,2876,2834,2856
7005,2805,2859,2835
7038,2864,2864,2929
7071,2859,2858,2905
7104,2885,2800,2839
7137,2833,2859,2785
7170,2867,2834,2899
7203,2855,2700,2807
7236,2835,2941,2899
7269,2854,2795,2864
7302,2815,2891,2829
7335,2822,2813,2846
7368,2889,2771,2805
7401,2842,2815,2868
7434,2864,2859,2793
7467,2847,2827,2875
7500,2810,2838,2835
7533,2842,2803,2899
7566,2832,2832,2818
7599,2815,2871,2891
7632,2865,2775,2864
7665,2891,2812,2826
7698,2891,2806,2803
7731,2861,2832,2858
7764,2806,2764,2892
7797,2862,2675,2881
7830,2877,2766,2864
7863,2841,2851,2880
7896,2853,2794,2886
7929,2901,2803,2944
7962,2815,2790,2838
7995,2869,2738,2827
8028,2914,2948,2854
8061,2886,2791,2851
8094,2911,2755,2807
8127,2884,2754,2849
8160,2865,2800,2828
8193,2886,2759,2853
8226,2881,2853,2864
8259,2937,2816,2896
8292,2855,2830,2880
8325,2995,2775,2841
8358,2862,2795,2797
8391,2867,2822,2355
8424,2878,2800,2899
8457,2908,2800,2837
8490,2863,2835,2843
8523,2932,2811,2867
8556,2931,2868,2781
8589,2925,2802,2923
8622,2902,2739,2874
8655,2874,2918,2834
8688,2929,2825,2822
8721,2924,2855,2810
8754,2841,2831,2926
8787,2919,2883,2858
8820,2915,2811,2825
8853,2928,2835,2832
8886,2928,2865,2906
8919,2874,2833,2969
8952,2884,2772,2834
8985,2864,2837,2835
9018,2883,2775,2875
9051,2894,2875,2885
9084,2865,2852,2863
9117,2899,2830,2833
9150,2847,2752,2928
9183,2885,2771,2903
9216,2901,2807,2832
9249,2879,2845,2881
9282,2867,2858,2775
9315,2895,2877,2896
9348,2897,2751,2896
9381,2907,2834,2879
9414,2908,2868,2833
9447,2879,2864,2848
9480,2919,2815,2850
9513,2705,2809,2864
9546,2928,2841,2923
9579,2913,2781,2880
9612,2871,2812,2913
9645,2867,2864,2930
9678,2866,2864,2887
9711,2877,2800,2832
9744,2880,2749,2871
9777,2902,2824,2853
9810,2914,2845,2832
9843,2914,2801,3031
9876,2867,2837,2862
9909,2881,2766,2907
9942,2851,2767,2859
9975,2885,2747,2841
10008,2855,2807,2895
10041,2886,2799,2862
10074,2996,2866,2882
10107,2864,2847,2925
10140,2891,2804,2842
10173,2868,2901,2896
10206,2860,2771,2871
10239,2880,2707,2919
10272,2916,2824,2866
10305,2864,2874,2892
10338,2878,2784,2893
10371,2943,2864,2871
10404,2905,2809,2866
10437,2882,2823,2817
10470,2877,2834,2998
10503,2865,2825,2854
10536,2902,2736,2893
10569,2880,2810,2901
10602,2896,2811,2866
10635,2907,2873,2835
10668,2879,2820,2855
10701,2879,2812,2854
10734,2922,2881,2839
10767,2894,2767,2851
10800,2896,2797,2922
10833,2937,2895,2865
10866,2905,2832,2914
10899,2879,2783,2912
10932,2957,2795,2881
10965,2864,2832,2832
10998,2928,2881,2877
11031,2878,2835,2864
11064,2907,2876,2817
11097,2880,2847,2867
11130,2927,2734,2864
11163,2889,2800,2902
11196,2902,2850,2834
11229,2907,2827,2901
11262,2902,2829,2861
11295,2875,2791,2890
11328,2915,2838,2930
11361,2890,2935,2866
11394,2942,2859,2838
11427,2914,2771,2862
11460,2893,2807,2855
11493,2884,2783,2912
11526,2879,2800,2889
11559,2853,2808,2880
11592,2921,2854,2827
11625,2914,2876,2819
11658,2903,2882,2789
11691,2898,2741,2864
11724,2896,2797,2840
11757,2848,2795,2855
11790,2933,2789,2914
11823,2896,2872,2922
11856,2853,2775,2806
11889,2883,2817,2823
11922,2871,2865,2890
11955,2879,2883,2855
11988,2887,2758,2914
12021,2885,2796,2893
12054,2876,2819,2898
12087,2880,2859,2794
12120,2883,2819,3179
12153,2943,2860,2928
12186,2943,2811,2895
12219,2928,2782,2859
12252,2930,2887,2864
12285,2913,2610,2911
12318,2832,2784,2870
12351,2747,2846,2953
12384,2736,2753,2980
12417,2547,2863,2958
12450,2661,2848,3021
12483,2642,2742,3010
12516,2713,2928,3234
12549,2667,2827,3071
12582,2643,2758,3150
12615,2639,2914,3071
12648,2543,2849,3137
12681,2559,2888,3119
12714,2555,2837,2963
12747,2559,2864,3087
12780,2479,2851,3051
12813,2465,2775,3071
12846,2704,2839,3110
12879,2411,2853,3083
12912,2399,2734,3099
12945,2398,2795,3162
12978,2461,2827,3024
13011,2418,2787,3150
13044,2382,2762,3153
13077,2273,2765,3119
13110,2397,2811,3185
13143,2383,2802,3126
13176,2388,2758,3126
13209,2470,2803,3187
13242,2448,2802,3120
13275,2407,2770,3150
13308,2431,2891,3039
13341,2153,2862,3069
13374,2413,2805,3090
13407,2384,2816,3106
13440,2442,2867,3129
13473,2419,2688,3039
13506,2412,2819,3081
13539,2429,3002,3146
13572,2386,2635,3141
13605,2410,2857,3088
13638,2437,2832,3014
13671,2418,2845,3088
13704,2339,2879,3114
13737,2420,2811,3131
13770,2446,2880,3071
13803,2411,2745,2920
13836,2414,2717,3142
13869,2434,3206,3102
13902,2384,2854,3111
13935,2379,2853,3071
13968,2374,2799,3120
14001,2384,2873,3098
14034,2388,2832,3103
14067,2416,2810,3030
14100,2398,2690,3124
14133,2407,2830,3008
14166,2397,2873,3120
14199,2426,2768,3317
14232,2448,2810,3124
14265,2416,2763,3115
14298,2415,2754,3013
14331,2412,2839,2870
14364,2425,2850,3061
14397,2423,2815,3010
14430,2399,2815,3091
14463,2432,2891,3126
14496,2430,2818,3125
14529,2390,2754,3099
14562,2415,2692,3055
14595,2474,2809,3035
14628,2392,2830,3119
14661,2450,2891,3182
14694,2389,2725,3095
14727,2205,2737,3150
14760,2413,2848,3091
14793,2432,2750,3116
14826,2448,2767,3024
14859,2395,2807,3038
14892,2400,2884,3139
14925,2473,2790,3120
14958,2432,2837,3115
14991,2448,2813,3055
15024,2416,2846,3011
15057,2431,2868,3023
15090,2387,2831,3103
15123,2409,2806,3056
15156,2321,2846,3160
15189,2393,2859,3104
15222,2321,2766,3143
15255,2381,2816,3165
15288,2377,2786,3218
15321,2415,2863,3055
15354,2342,2976,3091
15387,2451,2858,3150
15420,2399,2768,3266
15453,2559,2715,3232
15486,2490,2841,3153
15519,2453,3026,3327
15552,2559,2880,3264
15585,2500,2879,3297
15618,2624,2978,3327
15651,2656,2933,3254
15684,2559,3057,3373
15717,2737,3031,3214
15750,2694,2975,3455
15783,2679,3082,3527
15816,2704,2665,4016
15849,2691,3139,3455
15882,2727,3241,3519
15915,2766,3379,3626
15948,2777,3265,3507
15981,2853,3312,3672
16014,2802,3362,3839
16047,2900,3317,3632
16080,2907,3290,3630
16113,2901,3330,3643
16146,2923,3466,3715
16179,2924,3379,3622
16212,3091,3440,3650
16245,2934,3539,3719
16278,2864,3429,3638
16311,2849,3536,3583
16344,2791,3882,3659
16377,2761,3635,3695
16410,2762,3532,3678
16443,2710,3565,3686
16476,2739,3565,3574
16509,2708,3521,3642
16542,2679,3506,3652
16575,2713,3632,3805
16608,2621,3502,3705
16641,2694,3493,3725
16674,2611,3486,3705
