T,yaw,pitch,roll
6770,-0.02, 0.01, 0.01
6893,-0.03, 0.00, 0.00
7011,-0.03, 0.00, 0.01
7125,-0.03, -0.00, 0.02
7244,-0.04, -0.01, 0.03
7359,-0.04, -0.02, 0.02
7477,-0.05, -0.02, 0.01
7591,-0.05, -0.01, 0.01
7710,-0.06, -0.00, 0.02
7824,-0.06, 0.00, 0.03
7942,-0.07, 0.00, 0.04
8056,-0.07, 0.00, 0.03
8174,-0.08, 0.01, 0.01
8288,-0.09, 0.01, -0.01
8407,-0.09, 0.01, -0.00
8525,-0.10, 0.01, 0.01
8639,-0.11, -0.01, 0.03
8756,-0.11, -0.02, 0.02
8870,-0.12, -0.02, 0.02
8987,-0.13, -0.01, 0.01
9102,-0.13, 0.00, 0.01
9218,-0.14, 0.01, 0.02
9332,-0.15, 0.01, 0.03
9449,-0.16, 0.00, 0.02
9563,-0.16, -0.00, 0.01
9680,-0.17, 0.01, -0.00
9794,-0.18, 0.02, 0.00
9911,-0.19, 0.03, 0.01
10026,-0.20, 0.02, 0.02
10143,-0.21, -0.01, 0.02
10258,-0.22, -0.02, 0.01
10374,-0.23, -0.02, 0.01
10489,-0.24, -0.00, 0.02
10605,-0.25, 0.01, 0.02
10720,-0.26, 0.01, 0.03
10846,-0.27, -0.00, 0.02
10980,-0.28, -0.00, 0.01
11110,-0.29, 0.01, 0.00
11326,-0.31, 0.03, 0.01
11489,-0.33, 0.01, 0.01
11723,-0.35, -0.01, 0.01
11950,-0.37, 0.01, 0.02
12172,-0.39, 0.01, 0.02
12376,-0.41, -0.00, 0.01
12567,-0.43, 0.02, 0.01
12772,-0.45, 0.03, 0.01
12974,-0.47, 0.00, 0.01
13141,-0.50, -0.01, 0.01
13274,-0.51, 0.00, 0.02
13406,-0.52, 0.02, 0.02
13545,-0.54, 0.02, 0.01
13670,-0.55, 0.02, 0.01
13801,-0.57, 0.01, 0.00
13933,-0.58, 0.02, 0.00
14065,-0.59, 0.04, -0.00
14204,-0.61, 0.05, -0.01
14329,-0.62, 0.03, -0.01
14460,-0.64, 0.01, 0.00
14592,-0.65, 0.01, 0.01
14724,-0.66, 0.02, 0.01
14856,-0.68, 0.03, 0.00
15001,-0.70, 0.03, -0.00
15133,-0.71, 0.02, -0.01
15268,-0.72, 0.02, -0.00
15400,-0.74, 0.03, 0.00
15531,-0.75, 0.04, -0.00
15663,-0.77, 0.04, -0.01
15795,-0.78, 0.02, -0.01
15927,-0.79, 0.02, -0.00
16059,-0.81, 0.02, 0.01
16192,-0.83, 0.04, 0.01
16322,-0.84, 0.04, 0.00
16454,-0.85, 0.04, -0.01
16586,-0.87, 0.03, -0.01
16718,-0.88, 0.03, 0.00
16850,-0.90, 0.04, 0.01
16981,-0.91, 0.05, 0.01
17116,-0.93, 0.05, -0.00
17248,-0.95, 0.02, -0.02
17383,-0.96, 0.01, -0.02
17515,-0.98, 0.01, -0.01
17647,-1.00, 0.02, 0.01
17778,-1.01, 0.03, 0.01
17910,-1.03, 0.02, -0.01
18042,-1.04, 0.01, -0.01
18174,-1.05, 0.01, -0.01
18306,-1.06, 0.03, 0.01
18437,-1.07, 0.05, 0.01
18569,-1.08, 0.05, 0.00
18701,-1.09, 0.03, -0.02
18833,-1.09, 0.02, -0.02
18965,-1.10, 0.02, -0.00
19096,-1.10, 0.02, 0.01
19238,-1.10, 0.03, 0.00
19373,-1.11, 0.02, -0.01
19511,-1.11, 0.01, -0.02
19643,-1.11, 0.00, -0.01
19775,-1.11, 0.01, 0.00
19907,-1.12, 0.02, 0.01
20038,-1.12, 0.02, -0.00
20181,-1.12, 0.02, -0.01
20316,-1.12, 0.02, -0.02
20447,-1.13, 0.02, 0.00
20586,-1.13, 0.02, 0.02
20717,-1.13, 0.02, 0.01
20849,-1.14, 0.02, -0.01
20981,-1.14, 0.01, -0.02
21113,-1.14, 0.01, -0.02
21245,-1.15, 0.01, -0.00
21376,-1.15, 0.01, 0.01
21511,-1.16, 0.01, 0.01
21640,-1.16, 0.00, -0.01
21772,-1.16, 0.01, -0.02
21907,-1.17, 0.02, -0.01
22039,-1.17, 0.02, 0.00
22173,-1.18, 0.02, 0.01
22305,-1.18, 0.02, 0.01
22437,-1.19, 0.02, -0.01
22572,-1.19, 0.02, -0.01
22706,-1.20, 0.03, -0.00
