T,yaw,pitch,roll
22838,-1.20, 0.03, 0.01
22970,-1.20, 0.02, 0.01
23101,-1.21, 0.01, 0.00
23233,-1.21, 0.03, -0.00
23364,-1.22, 0.10, 0.01
23501,-1.21, 0.12, 0.06
23646,-1.25, 0.05, 0.07
23782,-1.27, 0.01, 0.07
23911,-1.29, -0.04, 0.07
24051,-1.32, -0.10, 0.08
24188,-1.34, -0.13, 0.11
24338,-1.34, -0.12, 0.14
24470,-1.34, -0.09, 0.15
24613,-1.35, -0.04, 0.13
24750,-1.35, -0.01, 0.10
24887,-1.35, 0.00, 0.05
25018,-1.35, 0.01, 0.03
25162,-1.37, 0.03, -0.01
25305,-1.37, 0.03, -0.01
25444,-1.38, 0.03, -0.01
25595,-1.40, 0.03, -0.01
25728,-1.40, 0.03, -0.01
25859,-1.41, 0.03, -0.01
26005,-1.42, 0.03, -0.01
26142,-1.43, 0.03, -0.01
26289,-1.44, 0.03, -0.01
26432,-1.45, 0.03, -0.01
26563,-1.46, 0.03, -0.01
26700,-1.47, 0.03, -0.02
26836,-1.48, 0.03, -0.02
26967,-1.49, 0.03, -0.01
27112,-1.50, 0.03, -0.02
27254,-1.51, 0.03, -0.02
27395,-1.52, 0.03, -0.02
27544,-1.53, 0.03, -0.02
27680,-1.53, 0.03, -0.02
27834,-1.54, 0.03, -0.02
27958,-1.55, 0.03, -0.02
28099,-1.56, 0.03, -0.02
28241,-1.57, 0.03, -0.02
28384,-1.58, 0.03, -0.02
28518,-1.59, 0.03, -0.02
28663,-1.60, 0.03, -0.02
