T,yaw,pitch,roll
6697,-0.02, -0.01, 0.01
6823,-0.02, -0.00, 0.02
6942,-0.03, -0.00, 0.01
7056,-0.03, -0.00, 0.01
7175,-0.03, -0.01, 0.01
7289,-0.04, -0.00, 0.01
7408,-0.04, -0.00, 0.01
7522,-0.04, -0.00, 0.01
7641,-0.05, -0.01, -0.00
7755,-0.05, -0.01, -0.01
7875,-0.06, -0.01, -0.01
7993,-0.06, -0.02, -0.00
8108,-0.06, -0.02, 0.01
8224,-0.07, -0.01, 0.02
8338,-0.07, 0.01, 0.02
8455,-0.08, 0.03, 0.01
8569,-0.08, 0.04, -0.00
8686,-0.09, 0.02, -0.00
8800,-0.09, 0.00, -0.00
8917,-0.10, -0.03, 0.00
9031,-0.10, -0.04, -0.00
9148,-0.11, -0.03, -0.01
9262,-0.11, -0.02, -0.01
9379,-0.12, 0.00, -0.00
9493,-0.13, 0.02, 0.01
9610,-0.13, 0.02, 0.03
9724,-0.14, 0.00, 0.03
9841,-0.15, -0.00, 0.01
9955,-0.15, -0.01, -0.01
10072,-0.16, 0.00, -0.01
10187,-0.17, 0.01, -0.00
10304,-0.17, -0.00, 0.01
10428,-0.18, -0.02, 0.01
10559,-0.19, -0.02, -0.00
10689,-0.20, 0.01, -0.01
10819,-0.21, 0.04, 0.01
10949,-0.21, 0.03, 0.02
11080,-0.23, -0.02, 0.02
11213,-0.23, -0.05, 0.01
11343,-0.24, -0.03, 0.00
11470,-0.25, 0.03, 0.01
11597,-0.26, 0.04, 0.01
11727,-0.27, 0.00, -0.01
11861,-0.28, -0.02, -0.02
11991,-0.29, -0.01, -0.01
12131,-0.30, 0.05, 0.01
12261,-0.31, 0.06, 0.02
12391,-0.32, 0.01, 0.02
12522,-0.34, -0.05, 0.01
12651,-0.35, -0.06, 0.00
12788,-0.36, -0.01, 0.01
12922,-0.37, 0.04, 0.00
13052,-0.38, 0.03, -0.01
13182,-0.40, -0.01, -0.02
13319,-0.41, -0.02, -0.00
13446,-0.42, 0.00, 0.01
13576,-0.43, 0.05, 0.02
13706,-0.44, 0.05, 0.01
13840,-0.46, -0.00, 0.00
13962,-0.47, -0.04, 0.00
14093,-0.48, -0.04, 0.02
14223,-0.50, 0.01, 0.02
14353,-0.51, 0.04, 0.00
14483,-0.52, 0.03, -0.02
14614,-0.53, 0.00, -0.02
14744,-0.55, -0.02, 0.00
14920,-0.57, 0.03, 0.03
15140,-0.59, 0.03, 0.00
15362,-0.61, -0.03, -0.00
15547,-0.64, -0.02, 0.02
15717,-0.66, 0.04, -0.00
15833,-0.67, 0.05, -0.03
15972,-0.68, 0.02, -0.04
16103,-0.70, -0.01, -0.01
16235,-0.72, 0.00, 0.02
16368,-0.73, 0.04, 0.02
16630,-0.76, 0.01, -0.02
16761,-0.77, -0.02, -0.02
16893,-0.79, -0.03, 0.01
17028,-0.81, 0.00, 0.02
17159,-0.82, 0.03, 0.00
17291,-0.84, 0.06, -0.03
17426,-0.86, 0.04, -0.03
17554,-0.87, 0.02, -0.01
17686,-0.89, 0.01, 0.03
17818,-0.91, 0.03, 0.03
17949,-0.92, 0.04, 0.01
18084,-0.94, 0.03, -0.02
18215,-0.95, 0.01, -0.03
18347,-0.97, -0.01, 0.00
18479,-1.00, -0.02, 0.03
18610,-1.01, -0.00, 0.03
18742,-1.03, 0.02, -0.01
18874,-1.04, 0.03, -0.05
19006,-1.06, 0.03, -0.04
19137,-1.08, 0.02, 0.00
19272,-1.10, 0.02, 0.03
19403,-1.12, 0.02, 0.02
19535,-1.13, 0.04, -0.02
19667,-1.15, 0.05, -0.03
19798,-1.17, 0.04, -0.02
19930,-1.19, 0.02, 0.02
20061,-1.21, 0.00, 0.04
20192,-1.23, -0.00, 0.02
20324,-1.25, 0.01, -0.01
20455,-1.27, 0.05, 0.02
20591,-1.30, 0.01, 0.04
20738,-1.30, -0.04, 0.07
20874,-1.32, -0.05, 0.09
21003,-1.32, -0.05, 0.09
21139,-1.34, -0.02, 0.07
21279,-1.35, 0.01, 0.03
21429,-1.36, 0.01, 0.01
21553,-1.37, 0.01, 0.01
21693,-1.38, 0.01, 0.01
21832,-1.39, 0.01, 0.01
21976,-1.41, 0.01, 0.01
22126,-1.42, 0.01, 0.01
22256,-1.42, 0.01, 0.01
22399,-1.44, 0.01, 0.01
22535,-1.45, 0.01, 0.01
22669,-1.46, 0.01, 0.01
22805,-1.47, 0.01, 0.01
22949,-1.48, 0.01, 0.01
23082,-1.49, 0.01, 0.01
23216,-1.50, 0.01, 0.01
23374,-1.52, 0.01, 0.01
23498,-1.52, 0.01, 0.01
23642,-1.53, 0.01, 0.01
23778,-1.55, 0.01, 0.01
23909,-1.55, 0.01, 0.01
24055,-1.57, 0.01, 0.01
24191,-1.58, 0.01, 0.01
24344,-1.59, 0.01, 0.01
24480,-1.60, 0.01, 0.01
