T,a1,a2,a3
6607,2915,2877,2879
6637,2881,2805,3035
6670,2865,2802,2856
6703,2919,2847,2898
6736,2906,2908,2886
6769,2975,2897,2851
6802,2899,2777,2922
6835,2901,2896,2896
6868,2863,2841,3257
6901,2864,2908,2922
6934,2861,2864,2893
6967,2889,2865,2867
7000,2853,2903,2906
7033,3120,2757,2926
7066,2880,2896,2878
7099,2831,2797,2941
7132,2870,2815,2905
7165,2841,2829,2889
7198,2832,2832,2858
7231,2839,3131,2925
7264,2863,2751,2906
7297,2833,2847,2905
7330,2814,2803,2905
7363,2867,2791,2893
7396,2894,2780,2866
7429,2891,2773,2885
7462,2906,2821,2944
7495,2887,2810,2864
7528,2838,2825,2768
7561,2830,2789,2931
7594,2816,2778,2928
7627,2869,2836,2806
7660,2876,2747,2833
7693,2832,2938,3051
7726,2857,2796,2913
7759,2881,2864,2896
7792,2850,2807,2885
7825,2832,2878,3018
7858,2817,2631,2763
7891,2852,2849,2843
7924,2876,2829,2855
7957,2843,2766,2727
7990,2848,2881,3157
8023,2832,2832,2869
8056,2878,2896,2866
8089,2912,2817,2875
8122,2858,2857,2881
8155,2878,2812,3004
8188,2960,2845,2849
8221,2848,2822,2815
8254,2890,2767,2911
8287,2866,2843,2919
8320,2877,2905,2914
8353,3023,2768,2866
8386,2923,2773,2895
8419,2879,2927,2881
8452,2929,2897,2896
8485,2871,2774,2901
8518,2894,2873,2835
8551,2897,3007,2857
8584,2891,2830,2912
8617,2908,2912,2817
8650,2934,2872,2886
8683,2870,2865,2797
8716,2890,2921,2839
8749,2880,2829,2977
8782,2890,2815,2871
8815,2893,2871,2903
8848,3003,2794,2883
8881,2903,2838,2829
8914,2940,2839,2905
8947,2896,2803,2872
8980,2885,2951,2875
9013,2937,2797,2861
9046,2933,2881,2877
9079,2909,2770,2896
9112,2912,2751,2885
9145,2868,2805,2867
9178,2851,2850,2897
9211,2835,2781,2917
9244,2880,2864,2917
9277,2913,2821,2928
9310,2865,2789,2718
9343,2896,2862,2813
9376,2869,2815,2879
9409,2906,2830,2713
9442,2862,2801,2876
9475,2879,2895,2870
9508,2893,2799,2899
9541,2907,2834,2807
9574,2879,2880,2891
9607,2887,2803,2960
9640,2957,2862,2832
9673,2925,2801,2861
9706,2879,2780,2927
9739,2885,2896,2896
9772,2859,2833,2864
9805,2913,2928,2832
9838,2873,2881,2741
9871,2875,2791,2978
9904,2897,2762,3201
9937,2926,2817,2832
9970,2723,2880,2813
10003,2894,2900,2838
10036,2940,2794,2867
10069,2882,2774,2908
10102,2923,2823,2829
10135,2985,2832,2851
