T,pci,rci
6788,0.00,0.00
6902,0.00,0.00
7020,0.00,0.00
7134,0.00,0.00
7252,0.00,0.00
7366,0.00,0.00
7485,0.00,0.00
7603,0.00,0.00
7717,0.00,0.00
7835,0.00,0.00
7949,0.00,0.00
8067,0.00,0.00
8181,0.00,0.00
8299,0.00,0.00
8414,0.00,0.00
8532,0.00,0.00
8647,0.00,0.00
8764,0.00,0.00
8879,0.0,0.00
8996,0.00,0.00
9110,0.00,0.00
9227,0.00,0.00
9341,0.00,0.00
9458,0.00,0.00
9572,0.00,0.00
9689,0.00,0.00
9803,0.00,0.00
9920,0.00,0.00
10034,0.00,0.00
10151,0.00,0.00
10286,0.00,0.00
10416,0.00,0.00
10559,0.00,0.00
10689,0.00,0.00
10820,0.00,0.00
10950,0.00,0.00
11083,0.00,0.00
11211,0.00,0.00
11344,0.00,0.00
11474,0.00,0.00
11605,0.00,0.00
11732,0.00,0.00
11866,0.00,0.00
11996,0.00,0.00
12118,0.00,0.00
12248,0.00,0.00
12379,0.00,0.00
12506,0.00,0.00
12633,0.00,0.00
12763,0.00,0.00
12896,0.00,0.00
13027,0.00,0.00
13160,0.00,0.00
13287,0.00,0.00
13420,0.00,0.00
13551,0.00,0.00
13684,0.00,0.00
13814,0.00,0.00
13945,0.00,0.00
14163,0.00,0.00
14396,0.00,0.00
14610,0.00,0.00
14814,0.00,0.00
15004,0.00,0.00
15208,0.00,0.00
15393,0.00,0.00
15509,0.00,0.00
15629,0.00,0.00
15746,0.00,0.00
15867,0.00,0.00
15987,0.00,0.00
16112,0.00,0.00
16243,0.00,0.00
16386,0.00,0.00
16518,0.00,0.00
16650,0.00,0.00
16782,0.00,0.00
16913,0.00,0.00
17045,0.00,0.00
17177,0.00,0.00
17309,0.00,0.00
17440,0.00,0.00
17564,0.00,0.00
17696,0.00,0.00
17824,0.00,0.00
17952,0.00,0.00
18081,0.00,0.00
18213,0.00,0.00
18344,0.00,0.00
18476,0.00,0.00
18608,0.00,0.00
18743,0.00,0.00
18871,0.00,0.00
19006,0.00,0.00
19135,0.00,0.00
19267,0.00,0.00
19403,0.00,0.00
19536,0.00,0.00
19668,0.00,0.00
19800,0.00,0.00
19931,0.00,0.00
20063,0.00,0.00
20195,0.00,0.00
20326,0.00,0.00
20461,-7.34,2.17
20597,-9.70,-0.57
20748,-9.22,-7.25
20889,-5.26,-7.38
21020,-3.27,-7.67
21160,0.40,-7.42
21311,4.07,-7.59
21450,6.33,-8.20
21579,7.11,-7.52
21733,4.92,-5.81
21869,3.17,-4.19
22009,0.00,0.00
22137,0.00,0.00
22273,0.00,0.00
22409,0.00,0.00
22563,0.00,0.00
22703,-1.31,3.36
22840,0.00,0.00
22967,0.00,0.00
23104,0.00,0.00
23254,0.00,0.00
23390,0.00,0.00
23524,0.00,0.00
23661,0.00,0.00
23800,0.00,0.00
23945,0.00,0.00
24076,0.00,0.00
24212,0.00,0.00
24348,0.00,0.00
24491,0.00,0.00
24625,0.00,0.00
24770,0.00,0.00
24912,0.00,0.00
25051,0.00,0.00
25201,0.00,0.00
