T,yaw,pitch,roll
20382,-0.46, -0.00, -0.01
20514,-0.44, -0.02, 0.01
20645,-0.43, -0.03, 0.03
20780,-0.42, -0.03, 0.04
20912,-0.41, -0.02, 0.03
21047,-0.39, -0.01, 0.02
21189,-0.38, -0.02, 0.02
21320,-0.37, -0.03, 0.03
21452,-0.36, -0.03, 0.04
21584,-0.35, -0.03, 0.02
21716,-0.34, -0.01, -0.00
21848,-0.32, 0.00, -0.01
21980,-0.32, 0.00, -0.00
22112,-0.30, -0.01, 0.02
22243,-0.29, -0.02, 0.03
22375,-0.29, -0.02, 0.02
22510,-0.28, -0.02, 0.00
22638,-0.27, -0.01, 0.00
22785,-0.26, -0.01, 0.02
22909,-0.27, 0.01, -0.04
23050,-0.29, -0.03, -0.09
23189,-0.29, -0.10, -0.08
23318,-0.29, -0.14, -0.08
23454,-0.29, -0.16, -0.08
23594,-0.27, -0.08, -0.07
23744,-0.27, -0.01, -0.08
23876,-0.27, 0.01, -0.07
24019,-0.28, 0.03, -0.03
24156,-0.29, 0.04, 0.02
24292,-0.29, 0.04, 0.02
24423,-0.29, 0.04, 0.02
24560,-0.30, 0.04, 0.01
24710,-0.30, 0.04, 0.01
24846,-0.30, 0.04, 0.01
24986,-0.31, 0.04, 0.01
25132,-0.31, 0.04, 0.01
25264,-0.31, 0.05, 0.01
25400,-0.31, 0.05, 0.01
25532,-0.32, 0.05, 0.01
25691,-0.32, 0.05, 0.01
25828,-0.32, 0.05, 0.01
25964,-0.32, 0.05, 0.01
26101,-0.33, 0.05, 0.01
26232,-0.33, 0.05, 0.01
26368,-0.33, 0.05, 0.01
26505,-0.33, 0.05, 0.01
26649,-0.34, 0.05, 0.01
26780,-0.34, 0.05, 0.01
26919,-0.34, 0.05, 0.01
27062,-0.34, 0.05, 0.01
27199,-0.35, 0.05, 0.01
27342,-0.35, 0.05, 0.01
27474,-0.35, 0.05, 0.01
27613,-0.36, 0.05, 0.01
27752,-0.36, 0.05, 0.01
27889,-0.36, 0.05, 0.01
28017,-0.36, 0.05, 0.01
28153,-0.37, 0.05, 0.01
