T,yaw,pitch,roll
6770,-0.03, -0.00, 0.00
6893,-0.03, -0.03, 0.03
7012,-0.04, -0.04, 0.05
7127,-0.04, -0.04, 0.06
7245,-0.05, -0.03, 0.05
7359,-0.05, -0.03, 0.04
7479,-0.05, -0.04, 0.04
7592,-0.06, -0.03, 0.04
7711,-0.06, -0.01, 0.02
7825,-0.07, 0.01, 0.00
7943,-0.07, 0.01, -0.02
8057,-0.08, -0.01, -0.01
8176,-0.08, -0.02, 0.00
8294,-0.09, -0.04, 0.05
8408,-0.09, -0.04, 0.07
8525,-0.10, -0.03, 0.06
8639,-0.11, -0.03, 0.04
8756,-0.11, -0.02, 0.03
8870,-0.12, -0.01, 0.02
8987,-0.12, -0.00, 0.01
9101,-0.13, -0.00, 0.00
9218,-0.14, -0.00, -0.01
9332,-0.14, -0.01, -0.01
9449,-0.15, -0.02, 0.01
9563,-0.16, -0.03, 0.04
9680,-0.16, -0.04, 0.06
9794,-0.17, -0.03, 0.06
9911,-0.18, -0.02, 0.04
10026,-0.19, -0.01, 0.02
10143,-0.20, -0.01, 0.01
10258,-0.20, -0.01, 0.02
10384,-0.21, -0.01, 0.02
10514,-0.22, -0.00, -0.00
10644,-0.24, -0.01, 0.00
10778,-0.24, -0.02, 0.02
10908,-0.25, -0.03, 0.06
11038,-0.26, -0.04, 0.06
11172,-0.27, -0.02, 0.04
11302,-0.29, -0.01, 0.01
11432,-0.30, -0.00, 0.01
11555,-0.31, -0.00, 0.01
11685,-0.32, -0.01, 0.01
11816,-0.33, -0.01, 0.00
11946,-0.34, -0.02, 0.02
12076,-0.35, -0.02, 0.03
12206,-0.37, -0.03, 0.05
12337,-0.38, -0.02, 0.05
12463,-0.39, -0.02, 0.03
12591,-0.41, -0.00, 0.01
12724,-0.42, 0.00, 0.01
12854,-0.43, 0.00, 0.01
12984,-0.44, -0.01, 0.01
13118,-0.46, -0.02, 0.02
13241,-0.47, -0.02, 0.03
13371,-0.48, -0.02, 0.04
13501,-0.50, -0.02, 0.05
13632,-0.51, -0.02, 0.05
13762,-0.53, -0.01, 0.02
13892,-0.54, -0.00, -0.00
14023,-0.55, 0.00, -0.00
14153,-0.57, -0.00, 0.01
14283,-0.58, -0.01, 0.02
14413,-0.60, -0.02, 0.03
14547,-0.62, -0.02, 0.03
14677,-0.63, -0.01, 0.04
14807,-0.64, -0.01, 0.05
14937,-0.66, -0.01, 0.03
15155,-0.68, -0.01, 0.00
15377,-0.71, -0.00, 0.01
15581,-0.73, -0.01, 0.03
15771,-0.75, -0.02, 0.03
15975,-0.77, -0.01, 0.03
16165,-0.77, -0.00, 0.03
16370,-0.77, -0.01, 0.02
16584,-0.76, -0.01, 0.00
16773,-0.74, -0.02, 0.02
16970,-0.73, -0.03, 0.04
17117,-0.71, -0.03, 0.03
17233,-0.70, -0.02, 0.02
17354,-0.69, -0.01, 0.01
17475,-0.68, -0.01, 0.01
17591,-0.67, -0.01, 0.00
17712,-0.66, -0.01, 0.00
17833,-0.66, -0.01, 0.01
17949,-0.64, -0.00, 0.02
18070,-0.64, -0.00, 0.03
18187,-0.63, -0.01, 0.03
18307,-0.62, -0.02, 0.03
18427,-0.61, -0.02, 0.03
18543,-0.60, -0.00, 0.01
18664,-0.59, 0.01, -0.01
18780,-0.58, 0.01, -0.01
18911,-0.57, -0.01, -0.00
19049,-0.56, -0.03, 0.03
19181,-0.55, -0.04, 0.05
19313,-0.54, -0.02, 0.06
19445,-0.53, -0.01, 0.04
19591,-0.52, -0.00, 0.01
19722,-0.51, -0.01, 0.01
19854,-0.50, -0.02, 0.02
19986,-0.49, -0.01, 0.02
20118,-0.48, 0.00, 0.00
20250,-0.46, 0.01, -0.01
