T,yaw,pitch,roll
31551,-0.60, 0.01, 0.01
31682,-0.60, 0.01, -0.00
31814,-0.59, 0.00, -0.00
31946,-0.59, 0.00, 0.00
32078,-0.59, 0.01, 0.01
32209,-0.58, 0.01, 0.01
32341,-0.57, 0.01, 0.00
32476,-0.57, 0.02, -0.01
32611,-0.56, 0.02, -0.01
32742,-0.55, 0.02, -0.00
32874,-0.55, 0.02, 0.00
33006,-0.54, 0.01, -0.00
33138,-0.54, 0.01, -0.01
33269,-0.53, 0.01, -0.01
33401,-0.52, 0.01, 0.00
33536,-0.52, 0.01, 0.01
33664,-0.51, 0.01, 0.01
33799,-0.50, 0.00, 0.01
33931,-0.50, 0.01, 0.01
34063,-0.49, 0.01, 0.00
34194,-0.48, 0.01, 0.00
34326,-0.48, 0.01, 0.00
34471,-0.47, 0.01, 0.00
34603,-0.46, 0.01, -0.01
34737,-0.45, 0.01, -0.01
34869,-0.44, 0.02, -0.01
35000,-0.44, 0.02, -0.00
35132,-0.43, 0.02, -0.00
35263,-0.42, 0.01, 0.00
35395,-0.41, 0.01, 0.00
35529,-0.40, 0.01, 0.00
35674,-0.39, 0.01, 0.00
35824,-0.38, 0.06, 0.01
36009,-0.36, 0.08, 0.04
36191,-0.36, 0.10, 0.07
36331,-0.36, 0.09, 0.06
36471,-0.37, 0.05, 0.05
36618,-0.37, 0.01, 0.04
36749,-0.37, 0.00, 0.03
36888,-0.37, 0.00, 0.03
37028,0.38, 0.00, 0.03
37177,-0.38, 0.00, 0.03
37309,-0.38, 0.00, 0.02
37445,-0.38, 0.00, 0.02
37581,-0.38, 0.00, 0.02
37721,-0.38, 0.00, 0.02
37848,-0.38, 0.00, 0.02
38002,-0.38, 0.00, 0.02
38144,-0.38, 0.00, 0.02
38280,-0.38, 0.00, 0.02
38419,-0.39, 0.00, 0.02
38551,-0.39, 0.00, 0.02
38694,-0.39, 0.00, 0.03
38833,-0.39, 0.00, 0.03
38974,-0.39, 0.00, 0.03
39101,-0.39, 0.00, 0.03
39230,-0.39, 0.00, 0.03
39358,-0.39, 0.00, 0.03
