T,yaw,pitch,roll
6968,0.00, 0.00, 0.00
7091,-0.04, 0.02, 0.00
7209,-0.05, -0.02, -0.01
7324,-0.05, -0.04, -0.01
7443,-0.06, -0.01, 0.02
7556,-0.06, 0.02, 0.03
7674,-0.07, 0.05, 0.02
7788,-0.07, 0.05, -0.02
7907,-0.08, 0.02, -0.04
8021,-0.08, -0.01, -0.04
8140,-0.09, -0.01, 0.00
8254,-0.10, 0.01, 0.03
8372,-0.11, 0.04, 0.04
8487,-0.12, 0.05, 0.01
8606,-0.12, 0.04, -0.01
8723,-0.13, 0.01, -0.02
8837,-0.14, -0.02, 0.01
8954,-0.15, -0.01, 0.03
9068,-0.16, 0.01, 0.05
9185,-0.17, 0.04, 0.02
9299,-0.17, 0.04, -0.01
9416,-0.18, 0.02, -0.04
9530,-0.19, -0.00, -0.04
9647,-0.20, -0.01, -0.01
9761,-0.21, 0.01, 0.02
9878,-0.22, 0.03, 0.02
9992,-0.23, 0.05, -0.01
10110,-0.23, 0.04, -0.03
10225,-0.24, 0.02, -0.04
10341,-0.26, 0.00, -0.00
10456,-0.27, 0.01, 0.03
10572,-0.28, 0.02, 0.05
10687,-0.29, 0.04, 0.03
10803,-0.30, 0.04, -0.00
10918,-0.31, 0.03, -0.03
11034,-0.32, 0.01, -0.03
11149,-0.34, -0.00, 0.01
11265,-0.35, 0.00, 0.03
11380,-0.36, 0.02, 0.03
11496,-0.37, 0.03, -0.01
11611,-0.38, 0.03, -0.04
11727,-0.39, 0.02, -0.05
11842,-0.41, 0.01, -0.03
11958,-0.42, 0.01, 0.01
12073,-0.43, 0.02, 0.03
12200,-0.45, 0.03, 0.01
12332,-0.46, 0.04, -0.01
12461,-0.47, 0.03, -0.03
12591,-0.49, 0.02, -0.00
12721,-0.50, 0.02, 0.03
12855,-0.52, 0.02, 0.04
12985,-0.53, 0.02, 0.01
13108,-0.54, 0.02, -0.03
13252,-0.56, 0.02, -0.04
13382,-0.57, 0.01, -0.02
13512,-0.59, 0.01, 0.02
13646,-0.61, 0.02, 0.01
13768,-0.62, 0.02, -0.01
13906,-0.63, 0.03, -0.04
14032,-0.64, 0.03, -0.04
14162,-0.66, 0.03, -0.00
14296,-0.68, 0.03, 0.03
14426,-0.69, 0.02, 0.03
14556,-0.70, 0.02, 0.00
14686,-0.71, 0.02, -0.02
14818,-0.72, 0.02, -0.01
14947,-0.74, 0.01, 0.03
15077,-0.74, -0.00, 0.05
15210,-0.76, -0.01, 0.02
15341,-0.76, 0.02, -0.04
15474,-0.77, 0.04, -0.07
15604,-0.78, 0.06, -0.06
15731,-0.79, 0.05, -0.02
15868,-0.79, 0.03, 0.01
15998,-0.75, 0.04, -0.01
16128,-0.73, 0.04, -0.03
16268,-0.69, 0.02, -0.03
16399,-0.66, -0.01, 0.02
16529,-0.63, -0.02, 0.05
16662,-0.59, -0.02, 0.05
16793,-0.55, -0.01, 0.01
16919,-0.50, -0.01, -0.02
17053,-0.43, -0.01, -0.02
17183,-0.40, -0.02, -0.02
17313,-0.37, -0.02, -0.02
17444,-0.32, -0.00, -0.01
17574,-0.28, 0.01, -0.01
17704,-0.22, 0.03, -0.02
17838,-0.17, 0.03, -0.02
17968,-0.15, 0.02, -0.01
18101,-0.11, 0.01, 0.01
18224,-0.09, 0.01, 0.02
18354,-0.06, 0.01, 0.02
18484,-0.04, 0.02, 0.01
18615,-0.03, 0.02, 0.01
18745,-0.04, 0.02, .01
18875,-0.04, 0.02, 0.02
19005,-0.07, 0.01, 0.03
19135,-0.09, 0.02, 0.03
19266,-0.09, 0.02, 0.03
19396,-0.10, 0.03, 0.02
19529,-0.09, 0.03, 0.02
19659,-0.09, 0.02, 0.01
19789,-0.09, 0.00, -0.01
19920,-0.09, -0.01, -0.02
20050,-0.09, 0.00, -0.00
20180,-0.09, 0.01, 0.01
20314,-0.09, 0.01, 0.02
20444,-0.09, 0.00, -0.01
20567,-0.09, -0.01, -0.02
20697,-0.09, -0.00, -0.02
20827,-0.09, 0.01, -0.01
20958,-0.09, 0.03, 0.02
21088,-0.10, 0.03, 0.01
21218,-0.10, 0.02, -0.00
21348,-0.10, 0.01, -0.02
21479,-0.10, 0.00, -0.02
21609,-0.11, 0.01, 0.00
21739,-0.11, 0.02, 0.02
21869,-0.11, 0.01, 0.01
21999,-0.12, -0.01, -0.02
22130,-0.12, -0.02, -0.02
22260,-0.13, -0.01, -0.01
22394,-0.13, 0.02, 0.01
22527,-0.14, 0.03, 0.02
22659,-0.14, 0.03, 0.00
22790,-0.15, 0.02, -0.02
22922,-0.15, 0.02, -0.02
23054,-0.16, 0.03, 0.00
23186,-0.17, 0.04, 0.02
23317,-0.17, 0.04, 0.01
23449,-0.18, 0.02, -0.01
23581,-0.18, 0.00, -0.02
23713,-0.19, -0.00, -0.01
23847,-0.20, 0.00, 0.01
23979,-0.21, 0.01, 0.02
24114,-0.21, 0.01, 0.00
24245,-0.22, 0.00, -0.02
24377,-0.23, -0.00, -0.02
24509,-0.24, 0.01, -0.01
24641,-0.25, 0.03, 0.01
24773,-0.26, 0.04, 0.01
24904,-0.27, 0.03, -0.00
25036,-0.28, 0.02, -0.02
25168,-0.29, 0.02, -0.01
25300,-0.30, 0.02, 0.00
25434,-0.31, 0.03, 0.01
25566,-0.32, 0.02, 0.01
25698,-0.33, 0.01, -0.01
25829,-0.34, -0.00, -0.02
25961,-0.35, -0.00, -0.01
26093,-0.36, 0.01, 0.01
26228,-0.37, 0.02, 0.01
26356,-0.39, 0.02, -0.00
26488,-0.40, 0.02, -0.02
26620,-0.41, 0.02, -0.02
26752,-0.42, 0.03, -0.00
26883,-0.43, 0.04, 0.01
27018,-0.45, 0.04, 0.01
27150,-0.46, 0.03, -0.01
27285,-0.47, 0.02, -0.02
27413,-0.48, 0.01, -0.01
27545,-0.49, 0.01, 0.01
27677,-0.50, 0.02, 0.01
27809,-0.51, 0.01, 0.01
27940,-0.53, 0.01, -0.01
28072,-0.53, 0.00, -0.01
28204,-0.54, 0.01, -0.01
28339,-0.55, 0.02, 0.01
28473,-0.56, 0.03, 0.01
28614,-0.56, 0.03, -0.01
28746,-0.57, 0.03, -0.02
28878,-0.58, 0.03, -0.02
29010,-0.58, 0.03, -0.01
29142,-0.59, 0.03, 0.01
29273,-0.59, 0.03, 0.01
29405,-0.60, 0.02, -0.00
29540,-0.60, 0.01, -0.01
29686,-0.61, 0.00, 0.00
29818,-0.61, 0.01, 0.01
29952,-0.61, 0.01, 0.01
30083,-0.61, 0.01, 0.01
30215,-0.61, 0.01, -0.01
30344,-0.62, 0.01, -0.01
30475,-0.62, 0.02, -0.01
30607,-0.62, 0.03, 0.00
30743,-0.61, 0.03, 0.00
30874,-0.61, 0.03, -0.00
31006,-0.61, 0.02, -0.01
31140,-0.61, 0.02, -0.01
31278,-0.61, 0.02, 0.00
31413,-0.61, 0.02, 0.01
