T,state
9955,3
10186,1
10194,1
10194,1
10207,1
10221,1
10231,1
10240,1
10254,1
10264,1
10275,1
10318,1
10328,1
10337,1
10351,1
10361,1
10371,1
10385,1
10394,1
10405,1
10448,1
10458,1
10468,1
10482,1
10491,1
10491,1
10504,1
10518,1
10528,1
10548,1
10582,1
10591,1
10601,1
10615,1
10625,1
10634,1
10648,1
10658,1
10667,1
10712,1
10722,1
10731,1
10745,1
10755,1
10764,1
10778,1
10788,1
10799,1
10842,1
10852,1
10862,1
10876,1
10885,1
10895,1
10909,1
10918,1
10929,1
10973,1
10982,1
10992,1
11006,1
11015,1
11025,1
11039,1
11049,1
11059,1
11099,1
11112,1
11122,1
11132,1
11146,1
11155,1
11169,1
11179,1
11190,1
11229,1
11243,1
11253,1
11262,1
11276,1
11286,1
11295,1
11309,1
11320,1
11359,1
11373,1
11383,1
11393,1
11407,1
11416,1
11426,1
11440,1
11450,1
11486,1
11504,1
11513,1
11523,1
11537,1
11547,1
11556,1
11570,1
11580,1
11590,1
11634,1
11644,1
11653,1
11667,1
11677,1
11687,1
11701,1
11710,1
11721,1
11764,1
11774,1
11784,1
11798,1
11807,1
11817,1
11831,1
11840,1
11851,1
11895,1
11904,1
11904,1
11917,1
11931,1
11941,1
11950,1
11964,1
11974,1
11984,1
12028,1
12038,1
12047,1
12061,1
12071,1
12080,1
12094,1
12104,1
12115,1
12154,1
12168,1
12178,1
12187,1
12201,1
12211,1
12220,1
12234,1
12245,1
12284,1
12298,1
12308,1
12317,1
12331,1
12341,1
12351,1
12365,1
12375,1
12414,1
12428,1
12438,1
12448,1
12462,1
12471,1
12471,1
12484,1
12498,1
12509,1
12548,1
12568,3
12610,3
12691,3
12842,3
12942,3
15572,3
15578,3
15587,3
15601,3
15610,3
15625,3
15666,3
15676,3
15685,3
15699,3
15709,3
15719,3
15733,3
15742,3
15752,3
15794,3
15808,3
15817,3
15831,3
15841,3
15850,3
15864,3
15874,3
15884,3
15899,3
15939,3
15949,3
15963,3
15973,3
15982,3
15996,3
16006,3
16016,3
16031,3
16071,3
16081,3
16095,3
16105,3
16114,3
16128,3
16138,3
16147,3
16162,3
16203,3
16213,3
16227,3
16236,3
16246,3
16260,3
16270,3
16279,3
16294,3
16324,3
16344,3
16358,3
16368,3
16378,3
16392,3
16401,3
16411,3
16425,3
16435,3
16476,3
16490,3
16500,3
16509,3
16523,3
16533,3
16543,3
16556,3
16567,3
16588,3
16622,3
16631,3
16641,3
16655,3
16665,3
16674,3
16688,3
16698,3
16709,3
16750,3
16763,3
16773,3
16787,3
16796,3
16806,3
16820,3
16830,3
16839,3
16854,3
16895,3
16905,3
16919,3
16928,3
16938,3
16952,3
16962,3
16971,3
16986,3
17016,3
17037,3
17050,3
17060,3
17070,3
17084,3
17093,3
17103,3
17117,3
17128,3
17168,3
17182,3
17192,3
17202,3
17216,3
17225,3
17235,3
17249,3
17259,3
17300,3
17314,3
17324,3
17333,3
17347,3
17357,3
17367,3
17381,3
17391,3
17432,3
17446,3
17456,3
17465,3
17479,3
17489,3
17498,3
17512,3
17523,3
17564,3
17578,3
17587,3
17597,3
17611,3
17621,3
17630,3
17644,3
17655,3
17696,3
17710,3
17719,3
17729,3
17743,3
17753,3
17762,3
17776,3
17787,3
17827,3
17841,3
17851,3
17861,3
17875,3
17884,3
17894,3
17908,3
17919,3
17959,3
17973,3
17983,3
17992,3
18006,3
18016,3
18026,3
18040,3
18050,3
18091,3
18105,3
18115,3
18124,3
18138,3
18148,3
18157,3
18171,3
18182,3
18223,3
18237,3
18246,3
18256,3
18270,3
18280,3
18289,3
18303,3
18314,3
18354,3
18368,3
18378,3
18388,3
18402,3
18411,3
18411,3
18424,3
18438,3
18449,3
18489,3
18503,3
18513,3
18523,3
18537,3
18546,3
18546,3
18563,3
18573,3
18585,3
18628,3
18638,3
18648,3
18662,3
18671,3
18681,3
18695,3
18705,3
18717,3
18760,3
18770,3
18779,3
18793,3
18803,3
18813,3
18827,3
18836,3
18848,3
18892,3
18902,3
18911,3
18925,3
18935,3
18944,3
18958,3
18968,3
18980,3
19024,3
19033,3
19043,3
19057,3
19067,3
19076,3
19090,3
19100,3
19112,3
19156,3
19165,3
19175,3
19189,3
19199,3
19208,3
19222,3
19232,3
19242,3
19287,3
19297,3
19307,3
19321,3
19330,3
19340,3
19354,3
19364,3
19376,3
19419,3
19429,3
19439,3
19453,3
19462,3
19472,3
19486,3
19495,3
19506,3
19547,3
19561,3
19570,3
19584,3
19594,3
19604,3
19618,3
19627,3
19638,3
19679,3
19692,3
19702,3
19712,3
19726,3
19735,3
19749,3
19759,3
19770,3
19810,3
19824,3
19824,3
19837,3
19851,3
19861,3
19870,3
19884,3
19894,3
19906,3
19949,3
19959,3
19969,3
19983,3
19992,3
20002,3
20016,3
20026,3
20038,3
20081,3
20091,3
20100,3
20114,3
20124,3
20134,3
20148,3
20157,3
20157,3
20172,3
20216,3
20225,3
20235,3
20249,3
20259,3
20268,3
20282,3
20292,3
20304,3
20348,3
20357,3
20367,3
20381,3
20390,3
20390,3
20403,3
20417,3
20427,3
20436,3
20482,3
20492,3
20501,3
20515,3
20525,3
20535,3
20549,3
20558,3
20569,3
20614,3
20623,3
20633,3
20647,3
20657,3
20666,3
20680,3
20690,3
20701,3
20745,3
20755,3
20765,3
20779,3
20788,3
20798,3
20812,3
20822,3
20831,3
20877,3
20887,3
20896,3
20910,3
20920,3
20930,3
20944,3
20953,3
20965,4
21010,4
21023,4
21037,4
21051,4
21061,4
21075,4
21090,4
21103,4
21114,4
21160,4
21174,4
21188,4
21202,4
21212,4
21221,4
21235,4
21251,4
21301,4
21311,4
21320,4
21334,4
21349,4
21358,4
21372,4
21390,4
21438,4
21448,4
21457,4
21471,4
21481,4
21500,4
21509,4
21521,4
21570,4
21579,4
21598,4
21608,4
21618,4
21631,4
21646,4
21657,4
21707,4
21716,4
21730,4
21745,4
21754,4
21768,4
21778,4
21798,4
21843,4
21853,4
21867,4
21876,4
21895,4
21905,4
21914,4
21928,4
21975,4
21994,4
22003,4
22013,4
22027,4
22042,4
22051,4
22066,4
22111,4
22125,4
22140,4
22150,4
22164,4
22173,4
22173,4
22195,4
22206,4
22251,4
22265,4
22275,4
22294,4
22303,4
22313,4
22327,4
22343,4
22392,4
22402,4
22411,4
22425,4
22440,4
22449,4
22463,4
22474,4
22523,4
22538,4
22548,4
22561,4
22571,4
22581,4
22600,4
22611,4
22643,4
22669,4
22679,4
22698,4
22707,4
22721,4
22731,4
22745,4
22760,4
22806,4
22820,4
22829,4
22844,4
22858,4
22867,4
22877,4
22897,4
22942,4
22956,4
22965,4
22965,4
22978,4
22997,4
23007,4
23020,4
23030,4
23076,4
23095,4
23105,4
23119,4
23128,4
23143,4
23157,4
23167,4
23217,4
23226,4
23241,4
23255,4
23265,4
23274,4
23295,4
23339,4
23353,4
23363,4
23372,4
23391,4
23401,4
23415,4
23425,4
23471,4
23490,4
23499,4
23513,4
23523,4
23537,4
23551,4
23562,4
23611,4
23621,4
23621,4
23643,4
23653,4
23662,4
23672,4
23691,4
23703,4
23751,4
23760,4
23770,4
23789,4
23798,4
23812,4
23822,4
23831,4
23887,4
23897,4
23911,4
23920,4
23930,4
23949,4
23958,4
23969,4
24018,4
24028,4
24047,4
24057,4
24066,4
24080,4
24095,4
24109,4
24119,4
24165,4
24178,4
24193,4
24207,4
24217,4
24226,4
24245,4
24256,4
24306,4
24315,4
24315,4
24328,4
24347,4
24357,4
24371,4
24380,4
24397,4
24445,4
24455,4
24469,4
24478,4
24493,4
24507,4
24516,4
24529,4
24573,4
24591,4
24605,4
24615,4
24624,4
24643,4
24653,4
24667,4
24677,4
24722,4
24741,4
24751,4
24760,4
24774,4
24789,4
24803,4
24813,4
24859,4
24873,4
24873,4
24890,4
24904,4
24914,4
24923,4
24942,4
24954,4
25002,4
25012,4
25021,4
25040,4
25050,4
25064,4
25073,4
25091,4
25139,4
25148,4
25162,4
25172,4
25181,4
25200,4
25210,4
25222,4
25266,4
25279,4
25298,4
25308,4
25317,4
25331,4
25346,4
25360,4
25370,4
25416,4
25429,4
25444,4
25454,4
25468,4
25477,4
25496,4
25507,4
25552,4
25566,4
25575,4
25594,4
25604,4
25613,4
25627,4
25643,4
25683,4
25702,4
25712,4
25726,4
25740,4
25750,4
25764,4
25774,4
25824,4
25838,4
25848,4
25862,4
25871,4
25881,4
25900,4
25912,4
25960,4
25969,4
25979,4
25998,4
26007,4
26007,4
26024,4
26039,4
26054,4
26099,4
26109,4
26123,4
26132,4
26147,4
26161,4
26170,4
26180,4
26230,4
26245,4
26259,4
26268,4
26278,4
26297,4
26306,4
26322,4
26367,4
26367,4
26383,4
26398,4
26408,4
26422,4
26431,4
26450,4
26461,4
26506,4
26520,4
26529,4
26548,4
26558,4
26567,4
26581,4
26597,4
26646,4
26656,4
26665,4
26679,4
26694,4
26704,4
26717,4
