T,pci,rci
28532,0.00,0.00
28662,0.00,0.00
28793,0.00,0.00
28915,0.00,0.00
29048,0.00,0.00
29179,0.00,0.00
29306,0.00,0.00
29436,0.00,0.00
29567,0.00,0.00
29700,0.00,0.00
29831,0.00,0.00
29961,0.00,0.00
30094,0.00,0.00
30225,0.00,0.00
30358,0.00,0.00
30489,0.00,0.00
30619,0.00,0.00
30749,0.00,0.00
30880,0.00,0.00
31013,0.00,0.00
31143,0.00,0.00
31345,0.00,0.00
31584,0.00,0.00
31774,0.00,0.00
31902,0.00,0.00
32023,0.00,0.00
32140,0.00,0.00
32260,0.00,0.00
32377,0.00,0.00
32498,0.00,0.00
32636,0.00,0.00
32771,0.00,0.00
32900,0.00,0.00
33032,0.00,0.00
33168,0.00,0.00
33296,0.00,0.00
33427,0.00,0.00
33562,0.00,0.00
33694,0.00,0.00
33823,0.00,0.00
33955,0.00,0.00
34091,0.00,0.00
34219,0.00,0.00
34350,0.00,0.00
34485,0.00,0.00
34617,0.00,0.00
34746,0.00,0.00
34878,0.00,0.00
35014,0.00,0.00
35142,0.00,0.00
35273,0.00,0.00
35405,0.00,0.00
35537,0.00,0.00
35669,0.00,0.00
35801,0.00,0.00
35933,0.00,0.00
36064,0.00,0.00
36196,0.00,0.00
36328,0.00,0.00
36460,0.00,0.00
36592,0.00,0.00
36724,0.00,0.00
36855,0.00,0.00
36987,0.00,0.00
37122,0.00,0.00
37254,0.00,0.00
37392,0.00,0.00
37524,0.00,0.00
37656,0.00,0.00
37787,0.00,0.00
37919,0.00,0.00
38051,0.00,0.00
38186,0.00,0.00
38333,0.00,0.00
38465,0.00,0.00
38602,0.00,0.00
38734,0.00,0.00
38865,0.00,0.00
38994,0.00,0.00
39126,0.00,0.00
39258,0.00,0.00
39390,0.00,0.00
39525,0.00,0.00
39657,0.00,0.00
39788,0.00,0.00
39920,0.00,0.00
40052,0.00,0.00
40184,0.00,0.00
40316,0.00,0.00
40448,0.00,0.00
40580,0.00,0.00
40714,0.00,0.00
40846,0.00,0.00
40984,0.00,0.00
41116,0.00,0.00
41251,0.00,0.00
41379,0.00,0.00
41514,0.00,0.00
41647,0.00,0.00
41777,-0.67,3.40
41928,0.00,0.00
42063,0.00,0.00
42191,0.00,0.00
42328,0.00,0.00
42458,0.00,0.00
42593,7.83,-0.69
42725,7.31,-0.89
42858,4.98,-1.68
42998,2.98,-1.99
43129,0.00,0.00
43263,0.00,0.00
43396,0.00,0.00
43523,0.00,0.00
43660,0.00,0.00
43789,0.00,0.00
43917,0.00,0.00
44051,0.00,0.00
44183,0.00,0.00
44317,0.00,0.00
44469,0.00,0.00
44608,0.00,0.00
44741,0.00,0.00
44872,0.00,0.00
45004,0.00,0.00
45138,0.00,0.00
45272,0.00,0.00
45404,0.00,0.00
45535,0.00,0.00
45669,0.00,0.00
45798,0.00,0.00
45932,0.00,0.00
