T,L1,L2,L3
6685,0, 0, 0
6821,295, 206, 221
6940,407, 388, 420
7054,504, 479, 523
7173,553, 526, 575
7287,581, 550, 601
7406,594, 563, 614
7520,599, 568, 623
7639,605, 572, 625
7753,607, 573, 627
7872,607, 574, 627
7986,605, 573, 628
8105,601, 574, 625
8219,604, 578, 624
8336,612, 585, 635
8450,618, 598, 651
8567,634, 610, 671
8681,650, 625, 691
8798,666, 644, 700
8912,682, 656, 708
9029,695, 670, 712
9143,702, 681, 724
9260,716, 691, 735
9374,719, 697, 741
9491,722, 702, 747
9605,721, 704, 756
9722,720, 707, 756
9836,720, 706, 754
9953,722, 703, 755
10067,726, 702, 753
10184,725, 700, 755
10299,724, 702, 755
10420,724, 699, 752
10550,723, 695, 749
10681,724, 698, 748
10811,720, 696, 749
10941,719, 698, 753
11071,723, 702, 748
11205,722, 700, 741
11335,726, 702, 740
11462,726, 696, 746
11585,723, 697, 753
11715,723, 699, 753
11845,725, 699, 751
11975,728, 699, 749
12123,727, 699, 755
12253,724, 702, 764
12379,723, 704, 763
12513,724, 701, 756
12639,724, 703, 747
12776,727, 702, 744
12906,727, 698, 751
13039,724, 694, 758
13170,724, 698, 760
13303,731, 698, 753
13433,731, 700, 751
13564,724, 700, 756
13694,722, 703, 761
13824,720, 701 755
13954,723, 698, 751
14085,725, 698, 746
14215,722, 700, 744
14345,718, 699, 753
14475,721, 698, 760
14606,726, 700, 755
14736,726, 700, 751
14888,721, 696, 752
15114,719, 696, 754
15318,717, 691, 747
15539,715, 692, 740
15709,711, 688, 745
15829,717, 692, 745
15963,719, 702, 744
16095,720, 705, 731
16227,715, 712, 727
16358,706, 710, 720
16490,698, 701, 713
16621,684, 687, 699
16753,663, 662, 675
16885,639, 638, 641
17016,615, 614, 618
17151,589, 593, 602
17283,571, 572, 588
17414,549, 547, 570
17546,521, 512, 541
17678,489, 484, 495
17809,461, 459, 467
17941,438, 437, 445
18076,410, 400, 422
18207,381, 365, 377
18339,345, 331, 340
18471,317, 308, 308
18602,291, 286, 284
18734,262, 262, 260
18866,243, 234, 240
18997,224, 200, 220
19129,201, 178, 189
19264,175, 160, 165
19395,146, 142, 145
19527,130, 118, 125
19658,119, 101, 114
19790,107, 86, 101
19922,87, 75, 87
20053,74, 65, 75
20184,62, 58, 58
20316,53, 45, 46
20447,0, 0, 36
20583,0, 0, 0
20723,0, 0, 15
20854,0, 0, 20
20991,0, 0, 23
21132,0, 0, 25
21263,0, 0, 26
21409,0, 0, 27
21545,0, 0, 27
21681,0, 0, 27
21820,0, 0, 27
21959,0, 0, 27
22105,0, 0, 27
22241,0, 0, 28
22391,0, 0, 27
22527,0, 0, 28
22661,0, 0, 28
22797,0, 0, 28
22934,0, 0, 27
23070,0, 4, 0
23201,0, 0, 13
23354,0, 0, 23
23490,0, 5, 28
23626,0, 4, 29
23757,0, 11, 30
23894,0, 0, 30
24047,0, 0, 30
24183,0, 0, 31
24336,0, 0, 31
24472,0, 4, 30
