T,state
10056,3
11384,1
11390,1
11402,1
11413,1
11452,1
11462,1
11476,1
11485,1
11495,1
11509,1
11518,1
11528,1
11543,1
11582,1
11592,1
11606,1
11615,1
11625,1
11639,1
11649,1
11658,1
11673,1
11712,1
11722,1
11736,1
11746,1
11755,1
11769,1
11779,1
11789,1
11804,1
11843,1
11852,1
11866,1
11876,1
11886,1
11900,1
11909,1
11919,1
11934,1
11973,1
11983,1
11997,1
12006,1
12016,1
12030,1
12040,1
12049,1
12064,1
12103,1
12113,1
12123,1
12137,1
12146,1
12160,1
12170,1
12179,1
12194,1
12234,1
12234,1
12235,1
12249,1
12263,1
12273,1
12283,1
12297,1
12306,1
12317,1
12360,1
12370,1
12380,1
12394,1
12403,1
12413,1
12427,1
12436,1
12447,1
12491,1
12500,1
12510,1
12524,1
12540,3
12584,3
12710,3
12779,3
12911,3
13010,3
13126,3
16345,3
16359,3
16369,3
16378,3
16392,3
16402,3
16412,3
16426,3
16436,3
16477,3
16491,3
16501,3
16510,3
16524,3
16534,3
16544,3
16558,3
16568,3
16609,3
16623,3
16633,3
16642,3
16656,3
16666,3
16676,3
16690,3
16700,3
16741,3
16755,3
16765,3
16774,3
16788,3
16798,3
16808,3
16822,3
16832,3
16862,3
16887,3
16897,3
16906,3
16920,3
16930,3
16940,3
16954,3
16963,3
16974,3
17019,3
17029,3
17038,3
17052,3
17062,3
17072,3
17085,3
17095,3
17106,3
17151,3
17161,3
17170,3
17184,3
17194,3
17203,3
17217,3
17227,3
17238,3
17283,3
17283,3
17296,3
17310,3
17319,3
17319,3
17332,3
17346,3
17355,3
17355,3
17369,3
17414,3
17424,3
17434,3
17448,3
17457,3
17467,3
17481,3
17490,3
17490,3
17508,3
17549,3
17559,3
17573,3
17583,3
17592,3
17606,3
17616,3
17625,3
17625,
17643,3
17684,3
17694,3
17708,3
17717,3
17727,3
17741,3
17751,3
17760,3
17775,3
17816,3
17826,3
17840,3
17849,3
17859,3
17873,3
17883,3
17892,3
17908,3
17948,3
17958,3
17972,3
17981,3
17991,3
18005,3
18015,3
18024,3
18039,3
18080,3
18090,3
18104,3
18113,3
18123,3
18137,3
18147,3
18156,3
18172,3
18212,3
18222,3
18236,3
18245,3
18255,3
18269,3
18279,3
18288,3
18304,3
18344,3
18354,3
18368,3
18377,3
18387,3
18401,3
18411,3
18420,3
18435,3
18476,3
18486,3
18500,3
18509,3
18519,3
18533,3
18543,3
18552,3
18567,3
18608,3
18618,3
18632,3
18641,3
18651,3
18665,3
18675,3
18684,3
18700,3
18740,3
18750,3
18764,3
18773,3
18783,3
18797,3
18807,3
18816,3
18832,3
18872,3
18882,3
18896,3
18905,3
18915,3
18929,3
18939,3
18948,3
18963,3
19004,3
19014,3
19028,3
19037,3
19047,3
19061,3
19071,3
19080,3
19096,3
19136,3
19146,3
19160,3
19169,3
19179,3
19193,3
19203,3
19212,3
19228,3
19268,3
19278,3
