T,state
10850,3
10970,1
10976,1
10985,1
10995,1
11009,1
11019,1
11028,1
11042,1
11053,1
11092,1
11106,1
11116,1
11125,1
11139,1
11149,1
11159,1
11173,1
11183,1
11222,1
11232,1
11246,1
11256,1
11265,1
11279,1
11289,1
11298,1
11313,1
11353,1
11362,1
11376,1
11386,1
11396,1
11410,1
11419,1
11429,1
11444,1
11483,1
11493,1
11507,1
11516,1
11526,1
11540,1
11549,1
11559,1
11574,1
11613,1
11623,1
11637,1
11646,1
11656,1
11670,1
11680,1
11689,1
11705,1
11743,1
11753,1
11767,1
11777,1
11786,1
11800,1
11810,1
11820,1
11835,1
11874,1
11874,1
11886,1
11900,1
11910,1
11920,1
11934,1
11943,1
11953,1
11997,1
12007,1
12007,1
12008,1
12023,1
12037,1
12046,1
12056,1
12070,1
12079,1
12102,3
12187,3
12334,3
12387,3
12496,3
12557,3
12585,3
12753,3
12807,3
12816,3
12862,3
12872,3
12881,3
12895,3
12905,3
12915,3
12929,3
12938,3
12948,3
12990,3
13004,3
13013,3
13027,3
13037,3
13046,3
13060,3
13070,3
13080,3
13095,3
13135,3
13145,3
13159,3
13168,3
13178,3
13192,3
13202,3
13211,3
13226,3
13267,3
13277,3
13291,3
13300,3
13310,3
13324,3
13334,3
13343,3
13358,3
13399,3
13409,3
13423,3
13432,3
13442,3
13456,3
13465,3
13475,3
13490,3
13531,3
13540,3
13554,3
13564,3
13573,3
13587,3
13597,3
13607,3
13622,3
13662,3
13672,3
13686,3
13696,3
13705,3
13719,3
13729,3
13738,3
13754,3
13794,3
13804,3
13818,3
13827,3
13837,3
13851,3
13861,3
13870,3
13885,3
13926,3
13936,3
13949,3
13959,3
13969,3
13983,3
13992,3
14002,3
14017,3
14058,3
14067,3
14081,3
14091,3
14101,3
14115,3
14124,3
14134,3
14149,3
14189,3
14199,3
14213,3
14223,3
14232,3
14246,3
14256,3
14266,3
14281,3
14321,3
14331,3
14345,3
14354,3
14364,3
14378,3
14388,3
14397,3
14412,3
14453,3
14463,3
14477,3
14486,3
14496,3
14510,3
14519,3
14529,3
14544,3
14585,3
14594,3
14608,3
14618,3
14628,3
14642,3
14651,3
14661,3
14676,3
14716,3
14726,3
14740,3
14750,3
14759,3
14773,3
14783,3
14792,3
14807,3
14848,3
14858,3
14872,3
14881,3
14891,3
14905,3
14915,3
14924,3
14940,3
14980,3
14990,3
15003,3
15013,3
15023,3
15037,3
15046,3
15056,3
15071,3
15112,3
15121,3
15135,3
15145,3
15155,3
15168,3
15178,3
15188,3
15203,3
15243,3
15253,3
15267,3
15277,3
15286,3
15300,3
15310,3
15320,3
15335,3
15375,3
15385,3
15399,3
15408,3
15418,3
15432,3
15442,3
15451,3
15466,3
15507,3
15516,3
15530,3
15540,3
15550,3
15564,3
15573,3
15583,3
15598,3
15639,3
15648,3
15662,3
15672,3
15682,3
15695,3
15705,3
15715,3
15730,3
15770,3
15780,3
15794,3
15804,3
15813,3
15827,3
15837,3
15847,3
15862,3
15902,3
15912,3
15926,3
15935,3
15945,3
15959,3
15969,3
15978,3
15993,3
16034,3
16044,3
16058,3
16067,3
16077,3
16091,3
16100,3
16110,3
16125,3
16166,3
16175,3
16175,3
16192,3
16202,3
16212,3
16226,3
16235,3
16245,3
16260,3
16300,3
16310,3
