T,a1,a2,a3
6763,2710, 2926, 2607
6891,2858, 2802, 2839
7010,2898, 2813, 2819
7124,2941, 2819, 2892
7243,2854, 2796, 2879
7357,2832, 2767, 2876
7476,2833, 2816, 2855
7590,2864, 2765, 2939
7709,2814, 2764, 2939
7823,2771, 2781, 2880
7942,2835, 2848, 2871
8056,2906, 2832, 2903
8175,2858, 2829, 2767
8290,2896, 2763, 2871
8406,2928, 2823, 2802
8521,2889, 2791, 2893
8637,2930, 2813, 2880
8752,2875, 2675, 2801
8868,2918, 2882, 2813
8983,2877, 2851, 2888
9099,2902, 2864, 2831
9214,2890, 2880, 2859
9330,2866, 2860, 2849
9445,2869, 2958, 2800
9561,2909, 2912, 2826
9676,2864, 2783, 2869
9792,2930, 2880, 2853
9907,2875, 2843, 2815
10023,2859, 2882, 2810
10138,2880, 2861, 2885
10254,2891, 2799, 2733
10369,2858, 2675, 2994
10496,2857, 2828, 2934
10629,2928, 2866, 2826
10759,2903, 2884, 2960
10893,2867, 2912, 2880
11023,2889, 2841, 2879
11154,2847, 2707, 2847
11284,2944, 2865, 2843
11414,2887, 2906, 2877
11545,2915, 2730, 2928
11675,2858, 2832, 2843
11805,2869, 2799, 2865
11939,2887, 2874, 2834
12069,2841, 2864, 2910
12203,2898, 2794, 3123
12333,2907, 2825, 2779
12466,2878, 2848, 2880
12597,2891, 2797, 2880
12806,2893, 3010, 2650
13042,2939, 2926, 2817
13271,2865, 2900, 2832
13489,2846, 2791, 2827
13627,2846, 2816, 2875
13759,2704, 2816, 2947
13891,2703, 2834, 2843
14023,2649, 2864, 2951
14158,2643, 2800, 2943
14289,2642, 2822, 2919
14428,2662, 2823, 2941
14560,2641, 2892, 2945
14691,2654, 2887, 3050
14840,2672, 2908, 2903
14972,2650, 2914, 2992
15101,2657, 2771, 3033
15233,2659, 2815, 2707
15365,2640, 2807, 2990
15497,2645, 2798, 2996
15629,2675, 2873, 3041
15760,2625, 2763, 2978
15892,2675, 2816, 2967
16024,2688, 2758, 3014
16156,2815, 2751, 3216
16288,2663, 2833, 2970
16420,2677, 2785, 2960
16552,2586, 2864, 2887
16684,2667, 2864, 2943
16816,2654, 2785, 2983
16948,2655, 2865, 2938
17080,3067, 2829, 2891
17212,2608, 2797, 3008
17344,2634, 2759, 2944
17476,2635, 2956, 2951
17608,2687, 2779, 2987
17740,2688, 2765, 3002
17871,2645, 2794, 3038
18003,2637, 2820, 2941
18135,2467, 2850, 2929
18267,2637, 2757, 2966
18399,2623, 2834, 2935
18531,2684, 2866, 2948
18663,2642, 2815, 2928
18795,2613, 2874, 2929
18927,2642, 2835, 2944
19059,2667, 2871, 2960
19191,2652, 2800, 2950
19323,2704, 2832, 2977
19455,2651, 2864, 2951
19590,2650, 2715, 3024
19725,2647, 2771, 3010
19853,2627, 2793, 2999
19994,2669, 2787, 2999
20126,2633, 2836, 2928
20261,2651, 2867, 2975
20396,2650, 2847, 2966
20528,2663, 2832, 3023
20660,2685, 2774, 3177
20792,2643, 2896, 2975
20924,2659, 2859, 2945
21056,2608, 2813, 2918
21188,2672, 2850, 2983
21320,2653, 2806, 3005
21452,2629, 2934, 2913
21584,2669, 2916, 2912
21716,2643, 2835, 2898
21848,2689, 2848, 2943
21980,2535, 2880, 2918
22112,2637, 2918, 2967
22255,2610, 2929, 2979
22391,2683, 2844, 2992
22521,2653, 2887, 2963
22653,2698, 2811, 2881
22785,2661, 2896, 3001
22917,2677, 2775, 2960
23049,2651, 2859, 2979
23181,2672, 2960, 2959
23313,2717, 2832, 2931
23445,2679, 2849, 2960
23577,2623, 2755, 2992
23709,2659, 2783, 2983
23841,2640, 2916, 3120
23973,2759, 2811, 2988
24105,2651, 2812, 2957
24237,2670, 2880, 2998
24369,2635, 2749, 2949
24501,2646, 2893, 2945
24633,2624, 2796, 2964
24764,2455, 2791, 2983
24899,2683, 2771, 2992
25034,2703, 2843, 2941
25169,2628, 2985, 2836
25311,2649, 2800, 3165
25443,2653, 2880, 2994
25578,2694, 2814, 2957
25710,2693, 2884, 2941
25842,2643, 2743, 3008
25974,2638, 2867, 2947
26106,2709, 2859, 2854
26238,2773, 2750, 2640
26369,2880, 2873, 2913
26515,2877, 2767, 2899
26647,2865, 2787, 2852
26779,2859, 2811, 2883
26911,2903, 2883, 2907
27043,2871, 2906, 2843
27175,2909, 2783, 2907
27307,2898, 2759, 2854
27439,2857, 2759, 2896
27571,2917, 2812, 2915
27703,2846, 2878, 2913
27834,2871, 2830, 2801
27966,2895, 2816, 2692
28098,2882, 2775, 2859
28230,2861, 2811, 2919
28362,2908, 2920, 2902
28494,2889, 2800, 2861
28626,2843, 2858, 2889
28758,2880, 2842, 2865
