T,a1,a2,a3
6961,2958, 2819, 2839
7089,2855, 2864, 2736
7208,2859, 2773, 2886
7322,2827, 2898, 2879
7441,2845, 2763, 2945
7555,2810, 2791, 2839
7673,2832, 2833, 2885
7787,2886, 2919, 2909
7906,2868, 2791, 2875
8020,2829, 2783, 2909
8139,2848, 2807, 2911
8253,2889, 2816, 2933
8372,2864, 2837, 2915
8488,2880, 3050, 2809
8604,2867, 2835, 2864
8719,2913, 2878, 2862
8835,2885, 2816, 2910
8950,2928, 2881, 2806
9066,2931, 3019, 2877
9181,2887, 2899, 2929
9297,2928, 2887, 2870
9412,2897, 2783, 2861
9528,2883, 2896, 2843
9643,2929, 2865, 2892
9759,2923, 2949, 2803
9874,2944, 2864, 2928
9990,2827, 2837, 2864
10105,2863, 2804, 2895
10222,2907, 2817, 2900
10337,2916, 2835, 2914
10452,2895, 2663, 2887
10567,2885, 2895, 2873
10684,2883, 2906, 2896
10799,2906, 2960, 2890
10915,2941, 2887, 2915
11030,2880, 2855, 2910
11146,2900, 2959, 2861
11261,2915, 2831, 2857
11377,2936, 2810, 2910
11492,2859, 2865, 2931
11608,2889, 2839, 2916
11738,2925, 2799, 2875
11868,2880, 2960, 2915
11998,2944, 2822, 2867
12129,2879, 2855, 2914
12259,2905, 2851, 2879
12389,2880, 2807, 2903
12523,2896, 2842, 2705
12660,2862, 2899, 2838
12790,2896, 2919, 2870
12923,2863, 2747, 2960
13054,2899, 2850, 2952
13184,2928, 2853, 2845
13314,2890, 2814, 3102
13444,2886, 2814, 2896
13570,2860, 2770, 2837
13701,2917, 2802, 2949
13845,2897, 2767, 2897
13975,2915, 2818, 2940
14109,2911, 2703, 2707
14242,2888, 2839, 2854
14372,2885, 2812, 2870
14502,2896, 2799, 2865
14633,2928, 2817, 2891
14759,2916, 2795, 2896
14889,2879, 2890, 2864
15019,2906, 2843, 2919
15150,2943, 2921, 2882
15280,2816, 2807, 2896
15410,2851, 2960, 2895
15542,2887, 2768, 2891
15680,2865, 2805, 2855
15814,2879, 2865, 2935
15944,2935, 2804, 2941
16108,2864, 2782, 2941
16334,2918, 2823, 2839
16556,2865, 2768, 2894
16760,2933, 2829, 2875
16950,2895, 2843, 2958
17103,2887, 2805, 2981
17219,2594, 2774, 3024
17340,2559, 2732, 3059
17475,2531, 2768, 3035
17607,2519, 2889, 3102
17745,2559, 2850, 3003
17877,2559, 2779, 3034
18005,2546, 2831, 3050
18137,2559, 2787, 3104
18272,2506, 2791, 3108
18404,2544, 3209, 3105
18533,2557, 2771, 3014
18665,2531, 2853, 3121
18797,2539, 2840, 2978
18931,2311, 2720, 3099
19072,2535, 2799, 3090
19204,2544, 2815, 3088
19336,2559, 2768, 3009
19467,2541, 2924, 2977
19602,2435, 2750, 3089
19730,2657, 2752, 3210
19867,2679, 2924, 055
20015,2798, 2964, 3358
20145,2858, 3017, 3568
20282,2907, 3362, 3648
20425,3163, 3207, 3437
20561,3088, 3251, 3717
20705,3046, 3471, 3650
20829,2944, 3534, 3746
20973,2783, 3446, 3614
21110,2704, 3401, 3646
21241,2644, 3547, 3571
21377,2781, 3713, 3747
21514,2608, 3421, 3615
21665,2668, 3572, 3535
21802,2748, 3310, 3578
21936,2638, 3376, 3491
22079,2608, 3455, 3734
22229,2880, 3516, 3619
22375,2625, 3439, 3713
22512,2630, 3343, 3687
22658,2640, 3324, 3621
22787,2672, 3554, 3607
22933,2625, 3375, 3702
23069,2611, 3504, 3606
23205,2741, 3381, 3612
23337,2725, 3419, 3632
23477,2722, 3419, 3683
23614,2628, 3424, 3726
23750,2605, 3393, 3635
23884,2637, 3446, 3600
24027,2649, 3391, 3661
24177,2641, 3459, 3601
24314,2606, 3327, 3647
24450,2711, 3186, 3669
24581,2675, 3472, 3617
24718,2640, 3407, 360
24854,2631, 3406, 3729
24985,2608, 3507, 3725
25129,2608, 3430, 3611
25268,2559, 3344, 3737
25406,2723, 3477, 3675
25542,2728, 3394, 3638
25679,2605, 3366, 3600
25822,2684, 3483, 3743
25959,2635, 3359, 3638
26090,2643, 3394, 3749
26226,2747, 3387, 3609
26359,2740, 3408, 3597
26505,2422, 3385, 3619
26633,2753, 3317, 3667
26784,2640, 3395, 3628
26911,2635, 3456, 3602
27042,2687, 3466, 3696
27178,2703, 3450, 3613
27315,2655, 3567, 3600
27455,2615, 3461, 3499
27604,2715, 3311, 3556
27735,2639, 3379, 3690
27878,2623, 3440, 3610
28015,2639, 3317, 3711
28151,2617, 3431, 3627
28282,2601, 3380, 3711
28419,2640, 3452, 3760
28569,2676, 3405, 3600
28708,2672, 3405, 3696
28860,2707, 3376, 3714
28990,2629, 3520, 3339
29133,2617, 3433, 3711
29269,2678, 3510, 3692
29405,2595, 3474, 3661
29536,2671, 3271, 3664
29673,2699, 3478, 3696
29823,2681, 3407, 3713
29959,2704, 3471, 3754
30090,2650, 3428, 3549
30227,2672, 3456, 3693
30363,2606, 3520, 3499
30507,2721, 3396, 3712
30630,2646, 3554, 3583
30780,2713, 3376, 3691
30910,2646, 3546, 3569
31041,2672, 3498, 3693
31187,2672, 3516, 3648
31324,2732, 3375, 3706
31474,2662, 3420, 3632
31610,2650, 3410, 3632
31753,2683, 3334, 3597
3881,2737, 3331, 3712
32017,2609, 3479, 3709
32162,2750, 3318, 3639
32289,2720, 3520, 3487
32428,2757, 3387, 3685
32565,2642, 3505, 3632
32701,2645, 3425, 3504
