T,L1,L2,L3
7349,0, 0, 0
7485,200, 216, 162
7603,303, 326, 332
7717,357, 380, 374
7835,384, 408, 412
7949,398, 416, 433
8068,405, 423, 443
8182,408, 428, 446
8300,409, 433, 447
8414,408, 436, 448
8532,408, 438, 447
8646,407, 436, 448
8764,406, 433, 450
8878,406, 431, 449
8996,402, 431, 449
9110,399, 431, 444
9228,391, 426, 435
9342,381, 413, 427
9460,373, 400, 418
9574,364, 389, 408
9692,355, 382, 399
9806,349, 378, 393
9924,345, 377, 387
10038,343, 376, 383
10156,342, 374, 382
10271,342, 372, 382
10387,340, 370, 381
10502,339, 370, 382
10618,335, 370, 380
10733,335, 369, 378
10851,335, 368, 379
10981,337, 365, 378
11114,334, 363, 378
11244,333, 364, 377
11376,332, 365, 376
11514,333, 363, 375
11645,334, 361, 375
11775,334, 360, 375
11905,334, 362, 376
12035,334, 362, 376
12165,334, 363, 372
12295,333, 363, 372
12435,333, 364, 373
12565,333, 361, 373
12695,333, 361, 373
12825,332, 361, 372
12956,331, 359, 371
13086,328, 358, 370
13216,327, 358, 368
13346,327, 357, 368
13472,327, 356, 366
13602,324, 356, 366
13768,324, 356, 365
13957,324, 356, 364
14161,326, 354, 366
14328,327, 353, 367
14447,333, 354, 364
14577,340, 353, 359
14709,343, 348, 352
14840,337, 340, 344
14982,325, 327, 330
15114,310, 313, 315
15245,291, 296, 297
15377,263, 277, 276
15509,237, 245, 245
15641,209, 216, 217
15773,180, 189, 189
15904,148, 158, 165
16036,130, 141, 140
16177,112, 127, 125
16305,100, 109, 113
16444,88, 97, 96
16575,70, 85, 84
16711,58, 70, 69
16838,49, 61, 62
16970,43, 54, 56
17101,37, 46, 49
17231,0, 5, 45
17381,0, 0, 40
17518,0, 0, 34
17657,0, 0, 32
17789,0, 0, 29
17925,0, 4, 29
18076,0, 15, 29
18212,0, 0, 29
18343,0, 5, 30
18480,0, 15, 30
18616,0, 21, 31
18753,0, 24, 29
18895,0, 25, 31
19041,0, 27, 31
19177,0, 28, 30
19328,0, 28, 30
19464,0, 28, 31
19601,0, 27, 30
19732,0, 26, 30
19869,0, 27, 30
20005,0, 27, 30
20137,0, 26, 30
20278,0, 26, 30
20414,0, 9, 28
20546,0, 17, 29
20692,0, 22, 30
20828,0, 23, 31
20979,0, 5, 31
21115,0, 15, 30
21252,0, 21, 32
21383,0, 24, 30
21519,0, 26, 31
21663,0, 25, 31
21787,0, 26, 33
21928,0, 27, 32
22062,0, 27, 30
22196,0, 29, 30
22342,0, 28, 30
22479,0, 27, 29
22620,0, 26, 30
22747,0, 27, 30
22884,0, 27, 30
23027,0, 26, 30
23164,0, 26, 29
23300,0, 27, 30
23435,0, 27, 30
23585,0, 28, 31
23722,0, 28, 31
23858,0, 29, 34
23990,0, 28, 34
4126,0, 27, 33
