T,state
11245,3
11826,1
11833,1
11842,1
11852,1
11866,1
11876,1
11885,1
11899,1
11910,1
11949,1
11963,1
11973,1
11982,1
11982,1
11999,1
12009,1
12019,1
12033,1
12043,1
12083,1
12097,1
12106,1
12116,1
12130,1
12139,1
12149,1
12163,1
12174,1
12213,1
12227,1
12237,1
12246,1
12260,1
12270,1
12279,1
12279,1
12296,1
12307,1
12346,1
12360,1
12370,1
12380,1
12393,1
12403,1
12413,1
12427,1
12437,1
12473,1
12491,1
12500,1
12510,1
12524,1
12533,1
12543,1
12557,1
12567,1
12577,1
12613,1
12631,1
12640,1
12650,1
12664,1
12674,1
12683,1
12697,1
12707,1
12716,1
12761,1
12771,1
12780,1
12794,1
12804,1
12814,1
12828,1
12837,1
12847,1
12891,1
12901,1
12911,1
12925,1
12934,1
12944,1
12958,1
12968,1
12979,1
13022,1
13031,1
13041,1
13055,1
13065,1
13074,1
13088,1
13098,1
13109,1
13152,1
13162,1
13171,1
13185,1
13195,1
13205,1
13219,1
13228,1
13239,1
13283,1
13292,1
13302,1
13316,1
13325,1
13335,1
13349,1
13359,1
13369,1
13409,1
13423,1
13432,1
13442,1
13456,1
13465,1
13475,1
13489,1
13500,1
13539,1
13553,1
13563,1
13572,1
13586,1
13596,1
13605,1
13619,1
13630,1
13669,1
13683,1
13683,1
13696,1
13706,1
13720,1
13729,1
13739,1
13753,1
13763,1
13803,1
13817,1
13826,1
13836,1
13850,1
13860,1
13869,1
13883,1
13894,1
13933,1
13947,1
13957,1
13966,1
13980,1
13990,1
14000,1
14014,1
14024,1
14064,1
14078,1
14087,1
14097,1
14111,1
14120,1
14130,1
14144,1
14155,1
14194,1
14208,1
14218,1
14227,1
14241,1
14251,1
14260,1
14274,1
14285,1
14324,1
14338,1
14348,1
14358,1
14371,1
14381,1
14391,1
14405,1
14415,1
14455,1
14464,1
14478,1
14488,1
14498,1
14512,1
14521,1
14531,1
14546,1
14585,1
14595,1
14609,1
14618,1
14628,1
14642,1
14652,1
14661,1
14676,1
14715,1
14725,1
14739,1
14749,1
14758,1
14772,1
14782,1
14792,1
14807,1
14839,1
14855,1
14869,1
14879,1
14889,1
14903,1
14912,1
14922,1
14936,1
14947,1
14986,1
15000,1
15009,1
15019,1
15033,1
15043,1
15052,1
15066,1
15077,1
15116,1
15130,1
15140,1
15149,1
15163,1
15173,1
15183,1
15197,1
15207,1
15247,1
15256,1
15270,1
15280,1
15289,1
15303,1
15313,1
15323,1
15338,1
15377,1
15387,1
15401,1
15410,1
15420,1
15434,1
15443,1
15453,1
15468,1
15507,1
15517,1
15531,1
15541,1
15550,1
15564,1
15574,1
15583,1
15598,1
15638,1
15647,1
15661,1
15671,1
15681,1
15694,1
15704,1
15714,1
15729,1
15768,1
15778,1
15792,1
15801,1
15811,1
15825,1
15834,1
15844,1
15859,1
15898,1
15908,1
15918,1
15932,1
15941,1
15951,1
15965,1
15974,1
15989,1
16029,1
16038,1
16048,1
16062,1
16072,1
16081,1
16095,1
16105,1
16114,1
16159,1
16169,1
16178,1
16192,1
16202,1
16212,1
16227,3
16235,3
16246,3
16289,3
16299,3
16309,3
16323,3
16332,3
16342,3
16356,3
16365,3
16376,3
16420,3
16429,3
16439,3
16453,3
16463,3
16472,3
16486,3
16496,3
16506,3
16550,3
16560,3
16569,3
16583,3
16593,3
16603,3
16617,3
16626,3
16637,3
16676,3
16690,3
16700,3
16709,3
16723,3
16733,3
16743,3
16757,3
16767,3
16806,3
16820,3
16830,3
16840,3
16854,3
16863,3
16873,3
16887,3
16898,3
16937,3
16951,3
16960,3
16970,3
16984,3
16994,3
17003,3
17017,3
17028,3
17067,3
17081,3
17091,3
17100,3
17114,3
17124,3
17134,3
17148,3
17158,3
17194,3
17212,3
17221,3
17231,3
17245,3
17254,3
17264,3
17278,3
17288,3
17298,3
17342,3
17352,3
17361,3
17375,3
17385,3
17394,3
17408,3
17418,3
17429,3
17468,3
17482,3
17492,3
17501,3
17515,3
17525,3
17534,3
17548,3
17559,3
17598,3
17612,3
17622,3
17632,3
17646,3
17655,3
