T,pwm1,pwm2,pwm3
7774,2025,1975,2000
7888,2025,1975,2000
8006,2025,1975,2000
8120,2025,1975,2000
8238,2025,1975,2000
8352,2025,1975,2000
8470,2025,1975,2000
8584,2025,1975,2000
8702,2025,1975,2000
8816,2025,1975,2000
8934,2025,1975,2000
9048,2025,1975,2000
9166,2025,1975,2000
9280,2025,1975,2000
9398,2025,1975,2000
9512,2025,1975,2000
9630,2025,1975,2000
9748,2025,1975,2000
9862,2025,1975,2000
9980,2025,1975,2000
10094,2025,1975,2000
10213,2025,1975,2000
10328,2025,1975,2000
10444,2025,1975,2000
10559,2025,1975,2000
10675,2025,1975,2000
10790,2025,1975,2000
10906,2025,1975,2000
11021,2025,1975,2000
11137,2025,1975,2000
11252,2025,1975,2000
11368,2025,1975,2000
11483,2025,1975,2000
11599,2025,1975,2000
11714,2025,1975,2000
11848,2025,1975,2000
11985,2025,1975,2000
12115,2025,1975,2000
12246,2025,1975,2000
12376,2025,1975,2000
12506,2025,1975,2000
12637,2025,1975,2000
12767,2025,1975,2000
12897,2025,1975,2000
13028,2025,1975,2000
13158,2025,1975,2000
13288,2025,1975,2000
13419,2025,1975,2000
13552,2025,1975,2000
13682,2025,1975,2000
13813,2025,1975,2000
13944,2025,1975,2000
14066,2025,1975,2000
14196,2025,1975,2000
14326,2025,1975,2000
14456,2025,1975,2000
14587,2025,1975,2000
14720,2025,1975,2000
14868,2025,1975,2000
14995,2025,1975,2000
15128,2025,1975,2000
15251,2025,1975,2000
15382,2025,1975,2000
15512,2025,1975,2000
15642,2025,1975,2000
15773,2025,1975,2000
15903,2025,1975,2000
16034,2025,1975,2000
16164,2025,1975,2000
16294,2025,1975,2000
16428,2025,1975,2000
16558,2025,1975,2000
16690,2025,1975,2000
16822,2025,1975,2000
16952,2025,1975,2000
17089,2025,1975,2000
17220,2025,1975,2000
17350,2025,1975,2000
17480,2025,1975,2000
17611,2025,1975,2000
17744,2025,1975,2000
17875,2025,1975,2000
18002,2025,1975,2000
18136,2025,1975,2000
18266,2025,1975,2000
18389,2025,1975,2000
18519,2025,1975,2000
18649,2025,1975,2000
18780,2025,1975,2000
18913,2025,1975,2000
19040,2025,1975,2000
19171,2025,1975,2000
19301,2025,1975,2000
19432,2025,1975,2000
19565,2025,1975,2000
19692,2025,1975,2000
19823,2025,1975,2000
19953,2025,1975,2000
20088,2025,1975,2000
20223,2025,1975,2000
20354,2025,1975,2000
20484,2025,1975,2000
20614,2025,1975,2000
20748,2025,1975,2000
20878,2025,1975,2000
21011,2025,1975,2000
21143,2025,1975,2000
21278,2025,1975,2000
21410,2025,1975,2000
21542,2025,1975,2000
21672,2025,1975,2000
21874,2025,1975,2000
22064,2025,1975,2000
22282,2025,1975,2000
