T,L1,L2,L3
6953,0, 0, 0
7089,179, 159, 138
7208,275, 242, 289
7322,324, 283, 328
7440,348, 303, 360
7554,361, 312, 376
7672,368, 319, 384
7786,369, 323, 386
7904,369, 325, 385
8018,370, 327, 384
8136,368, 328, 383
8250,365, 327, 382
8368,361, 327, 380
8482,360, 327, 380
8600,359, 327, 377
8714,357, 328, 376
8832,356, 329, 375
8946,354, 329, 375
9064,353, 328, 375
9178,354, 327, 374
9296,355, 327, 373
9410,356, 328, 373
9528,354, 328, 373
9642,353, 328, 373
9759,353, 329, 372
9873,352, 328, 371
9990,352, 328, 371
10104,353, 328, 371
10222,354, 328, 373
10337,354, 327, 373
10452,354, 328, 370
10567,356, 326, 368
10688,357, 325, 367
10820,357, 326, 367
10958,354, 327, 367
11088,353, 328, 366
11219,353, 328, 368
11349,352, 330, 369
11479,352, 330, 372
11609,352, 328, 372
11741,352, 327, 375
11879,353, 325, 376
12016,351, 326, 377
12146,351, 327, 377
12276,352, 328, 378
12409,352, 327, 378
12539,350, 327, 377
12687,352, 328, 378
12813,353, 327, 377
12946,352, 327, 377
13076,351, 330, 378
13206,351, 329, 377
13336,351, 328, 377
13467,352, 327, 378
13597,353, 326, 378
13727,352, 326, 378
13857,352, 328, 377
13987,353, 328, 377
14118,353, 328, 377
14248,352, 328, 377
14378,351, 329, 378
14508,351, 327, 380
14648,353, 327, 382
14778,353, 327, 380
14908,351, 327, 379
15039,351, 328, 379
15169,351, 328, 378
15299,352, 328, 379
15426,353, 328, 379
15548,351, 328, 377
15679,352, 328, 377
15809,352, 327, 376
15939,351, 328, 375
16069,352, 328, 377
16199,352, 328, 377
16333,351, 326, 378
16463,351, 328, 376
16593,351, 329, 375
16723,351, 329, 374
16854,352, 328, 375
16984,351, 327, 377
17117,350, 327, 376
17250,349, 329, 377
17380,350, 331, 375
17520,350, 329, 373
17650,348, 330, 374
17784,348, 329, 374
17914,348, 330, 373
18044,349, 330, 373
18174,349, 329, 373
18305,349, 329, 374
18435,351, 328, 374
18565,349, 328, 373
18695,349, 329, 374
18825,349, 330, 374
18951,351, 331, 373
19081,350, 330, 371
19212,349, 329, 373
19342,349, 330, 372
19472,349, 331, 372
19602,348, 332, 373
19732,349, 331, 373
19863,349, 330, 374
19993,348, 330, 372
20123,348, 332, 374
20253,347, 331, 375
20383,348, 330, 376
20514,349, 330, 374
20644,350, 331, 374
20774,349, 330, 374
20904,348, 331, 375
21030,349, 332, 374
21165,347, 333, 374
21290,348, 334, 372
21421,348, 334, 375
21551,347, 334, 373
21681,348, 333, 373
21811,347, 334, 371
21941,346, 335, 372
22072,347, 334, 371
22202,346, 335, 372
22332,345, 334, 373
22462,346, 334, 372
22592,346, 335, 373
22723,347, 334, 372
22853,348, 333, 372
22983,348, 334, 374
23109,347, 332, 374
23239,347, 332, 373
23369,348, 333, 374
23500,350, 332, 373
23630,349, 333, 373
23760,348, 335, 375
23890,347, 335, 376
24020,347, 334, 377
24151,348, 334, 375
24281,349, 332, 376
24411,348, 332, 377
24541,348, 331, 378
24671,349, 331, 379
24801,349, 333, 380
24928,347, 333, 379
25051,349, 332, 377
25181,348, 331, 380
25311,347, 332, 380
25441,348, 331, 380
25574,351, 330, 380
25704,350, 331, 379
25834,350, 331, 380
25974,348, 330, 379
26104,348, 331, 379
26234,349, 330, 379
26374,348, 330, 378
26504,348, 332, 378
26638,348, 331, 377
26768,347, 333, 375
26898,348, 333, 376
27028,348, 333, 376
27161,349, 333, 375
27292,351, 333, 37
27422,351, 332, 373
27552,350, 332, 374
27682,348, 333, 375
27812,349, 334, 376
27942,349, 335, 375
28073,350, 333, 374
28225,350, 333, 375
28452,348, 334, 375
28645,348, 332, 374
28848,351, 332, 374
29023,349, 333, 375
29147,350, 333, 375
29279,353, 335, 370
29410,358, 343, 364
29542,359, 348, 364
29673,359, 350, 364
29805,359, 351, 364
29937,359, 352, 363
30068,359, 351, 362
30200,359, 351, 362
30331,360, 351, 364
30466,360, 353, 365
30597,361, 353, 364
30729,361, 353, 363
30860,361, 353, 364
30992,361, 353, 364
31123,361, 352, 363
31255,361, 355, 361
31387,359, 355, 358
31518,361, 355, 359
31650,361, 354, 360
