T,L1,L2,L3
9527,0, 0, 0
9663,101, 115, 90
9781,150, 173, 185
9895,175, 204, 208
10013,188, 219, 226
10128,195, 223, 236
10247,198, 224, 243
10362,199, 225, 246
10481,199, 225, 246
10596,200, 226, 245
10715,200, 228, 244
10830,199, 228, 244
10948,200, 227, 245
11063,200, 226, 246
11179,199, 228, 245
11294,198, 231, 245
11410,198, 234, 243
11525,199, 234, 242
11640,200, 234, 242
11755,201, 232, 243
11871,201, 231, 243
11986,200, 231, 243
12103,200, 231, 243
12218,200, 231, 242
12334,200, 230, 242
12449,201, 228, 243
12565,201, 226, 242
12680,200, 227, 243
12796,199, 229, 244
12911,199, 230, 242
13027,199, 231, 241
13142,199, 232, 240
13258,199, 232, 241
13373,199, 232, 242
13489,199, 230, 243
13604,199, 230, 244
13720,201, 232, 243
13835,201, 233, 242
13951,200, 233, 242
14066,199, 233, 243
14182,197, 232, 243
14297,197, 230, 243
14413,198, 229, 242
14528,200, 229, 242
14644,200, 229, 244
14815,200, 229, 244
15021,200, 229, 243
15253,199, 230, 244
15445,199, 232, 244
15576,199, 231, 246
15708,203, 230, 245
15840,208, 230, 243
15972,215, 231, 240
16104,218, 230, 236
16235,219, 230, 233
16377,218, 228, 232
16509,214, 221, 229
16641,209, 213, 224
16773,203, 204, 214
16904,190, 193, 204
17036,175, 183, 187
17168,159, 167, 172
17300,139, 148, 160
17432,128, 140, 146
17564,121, 135, 140
17695,110, 128, 133
17827,100, 114, 120
17959,91, 104, 112
18087,85, 97, 106
18230,82, 92, 100
18357,80, 89, 96
18489,77, 86, 91
18620,72, 81, 88
18752,67, 74, 82
18883,59, 63, 74
19018,45, 52, 65
19145,0, 0, 55
19281,0, 0, 47
19412,0, 0, 39
19563,0, 0, 33
19709,0, 0, 30
19850,0, 9, 30
19986,0, 18, 31
20118,0, 23, 33
20264,0, 24, 33
20414,0, 5, 31
20551,0, 0, 31
20687,0, 11, 31
20819,0, 18, 31
20955,0, 21, 31
21091,0, 23, 31
21222,0, 23, 32
21369,0, 9, 33
21505,0, 0, 32
21651,0, 13, 32
21803,0, 20, 32
21938,0, 23, 31
22072,0, 24, 31
22209,0, 25, 32
22362,0, 26, 32
22498,0, 26, 33
22635,0, 27, 32
22766,0, 27, 32
22902,0, 26, 31
23052,5, 27, 31
23189,0, 27, 32
23323,0, 27, 32
23469,0, 25, 31
23610,0, 25, 31
23746,4, 0, 33
23892,0, 15, 32
24028,0, 20, 31
24159,0, 23, 30
24309,0, 25, 29
24446,0, 25, 28
24592,0, 25, 28
24723,0, 26, 28
24859,0, 26, 30
